时间(s)	角速度roll(rad/s)	角速度pitch(rad/s)	角速度yaw(rad/s)	推力
1782907276.681688	0.000000	-1.566863	-0.772843	0.256953
1782907276.701277	0.000000	-1.579504	-0.772112	0.257180
1782907276.722488	0.000000	-1.543228	-0.738226	0.258050
1782907276.741438	0.000000	-1.327773	-0.597811	0.258376
1782907276.762156	0.000000	-1.242511	-0.504755	0.257907
1782907276.781231	0.000000	-1.079098	-0.360849	0.257465
1782907276.800467	0.000000	-0.901660	-0.239013	0.257305
1782907276.820600	0.000000	-0.736522	-0.123481	0.255947
1782907276.841684	0.000000	-0.605805	-0.022733	0.254659
1782907276.860436	0.000000	-0.523141	0.055066	0.254341
1782907276.880657	0.000000	-0.399910	0.141763	0.253506
1782907276.902224	0.000000	-0.312269	0.199963	0.252418
1782907276.922058	0.000000	-0.185560	0.271990	0.251362
1782907276.941644	0.000000	-0.073367	0.293469	0.250727
1782907276.961111	0.000000	-0.060641	0.311998	0.249694
1782907276.980552	0.007017	0.027365	0.367438	0.249605
1782907277.000462	0.107756	0.144340	0.436640	0.248746
1782907277.020596	0.153069	0.202517	0.452706	0.247677
1782907277.042048	0.241457	0.293051	0.468243	0.247092
1782907277.061481	0.281386	0.323276	0.476262	0.246719
1782907277.080585	0.350189	0.361392	0.480283	0.245897
1782907277.102755	0.386871	0.349326	0.450981	0.246494
1782907277.121880	0.450752	0.373629	0.457299	0.245222
1782907277.140800	0.483708	0.418087	0.442611	0.244677
1782907277.161115	0.487303	0.424521	0.467711	0.244569
1782907277.180972	0.488249	0.443648	0.452294	0.243677
1782907277.201455	0.481523	0.448053	0.439249	0.242980
1782907277.221875	0.509937	0.444558	0.413301	0.242188
1782907277.240809	0.435576	0.481101	0.440109	0.241628
1782907277.261520	0.360559	0.498094	0.444133	0.240490
1782907277.281825	0.375268	0.464667	0.446706	0.239254
1782907277.301287	0.253903	0.494628	0.431245	0.238251
1782907277.321982	0.211711	0.489677	0.435319	0.237023
1782907277.341952	0.212121	0.456216	0.441480	0.235825
1782907277.361926	0.179192	0.471816	0.427470	0.233851
1782907277.380820	0.154000	0.458809	0.404568	0.231889
1782907277.401227	0.141969	0.454566	0.407436	0.229286
1782907277.422018	0.144948	0.494779	0.369163	0.226660
1782907277.440733	0.161341	0.453721	0.350252	0.224261
1782907277.461452	0.184465	0.423852	0.333495	0.221526
1782907277.481101	0.214941	0.449264	0.314568	0.220908
1782907277.501018	0.245486	0.409853	0.287303	0.218010
1782907277.523053	0.279780	0.402836	0.264951	0.215394
1782907277.540997	0.312539	0.384239	0.248725	0.213723
1782907277.560811	0.343949	0.351882	0.264495	0.211600
1782907277.580786	0.370582	0.309612	0.238008	0.209984
1782907277.600788	0.379231	0.271397	0.236605	0.207877
1782907277.625039	0.382052	0.219192	0.242102	0.206402
1782907277.640766	0.389038	0.232601	0.248718	0.204235
1782907277.661311	0.375022	0.191480	0.260339	0.201202
1782907277.681809	0.348450	0.172031	0.265121	0.200918
1782907277.701784	0.325277	0.171999	0.276105	0.198463
1782907277.721165	0.254525	0.102972	0.317215	0.196085
1782907277.741725	0.223799	0.051828	0.327314	0.193800
1782907277.761680	0.221064	0.063850	0.342559	0.192538
1782907277.780911	0.185260	0.048081	0.350927	0.190681
1782907277.801082	0.159761	0.032809	0.367717	0.187888
1782907277.823165	0.144666	-0.033076	0.403727	0.185311
1782907277.842460	0.153619	-0.073920	0.415846	0.183421
1782907277.861009	0.171184	-0.066618	0.415574	0.180878
1782907277.881143	0.166284	-0.035618	0.410914	0.178186
1782907277.901215	0.207333	-0.089818	0.442094	0.176058
1782907277.921373	0.232057	-0.073608	0.444614	0.173048
1782907277.941854	0.259413	-0.122156	0.470260	0.170603
1782907277.961528	0.261360	-0.081310	0.450915	0.169354
1782907277.982346	0.300820	-0.135219	0.452526	0.167033
1782907278.002728	0.323069	-0.125061	0.463884	0.164565
1782907278.020746	0.326002	-0.141696	0.438272	0.161924
1782907278.041012	0.331264	-0.174983	0.435714	0.161074
1782907278.061278	0.330837	-0.156695	0.438704	0.158178
1782907278.081290	0.337613	-0.118384	0.425205	0.155451
1782907278.101453	0.309290	-0.162411	0.415505	0.152558
1782907278.120812	0.294286	-0.162814	0.432539	0.149931
1782907278.141262	0.296631	-0.139056	0.432120	0.147893
1782907278.161296	0.274496	-0.133068	0.425722	0.145194
1782907278.181220	0.250046	-0.151946	0.418704	0.144050
1782907278.201335	0.230686	-0.137572	0.434518	0.141950
1782907278.248286	0.195119	-0.199811	0.422688	0.137049
1782907278.273770	0.188158	-0.184885	0.414542	0.134511
1782907278.293681	0.186847	-0.231733	0.411536	0.132701
1782907278.316941	0.200801	-0.200970	0.395186	0.130549
1782907278.334450	0.216660	-0.222574	0.392661	0.128371
1782907278.354155	0.228373	-0.203351	0.382868	0.126498
1782907278.374115	0.249840	-0.237538	0.371954	0.125568
1782907278.393706	0.266018	-0.215458	0.360140	0.123731
1782907278.415294	0.297702	-0.234986	0.322996	0.121951
1782907278.433720	0.302291	-0.243435	0.348162	0.119885
1782907278.453430	0.305912	-0.211794	0.318461	0.119034
1782907278.474613	0.308709	-0.237630	0.314234	0.117662
1782907278.494725	0.315802	-0.233280	0.290197	0.115888
1782907278.514394	0.308568	-0.219840	0.281255	0.114352
1782907278.533813	0.300650	-0.214818	0.267749	0.112791
1782907278.554396	0.279787	-0.242779	0.217435	0.112056
1782907278.573928	0.281734	-0.207184	0.225774	0.110131
1782907278.593699	0.265524	-0.209678	0.210952	0.109048
1782907278.614088	0.256467	-0.195083	0.228389	0.107740
1782907278.634261	0.241101	-0.193809	0.196111	0.106612
1782907278.653632	0.233014	-0.164649	0.220573	0.104495
1782907278.673604	0.223075	-0.152106	0.192583	0.104443
1782907278.693665	0.220576	-0.178169	0.199568	0.102667
1782907278.714469	0.223277	-0.157093	0.181918	0.101728
1782907278.734903	0.227989	-0.153023	0.192410	0.100127
1782907278.753641	0.231592	-0.143169	0.184686	0.099533
1782907278.773445	0.249805	-0.145332	0.181624	0.098371
1782907278.793778	0.256407	-0.152683	0.174367	0.097133
1782907278.813917	0.269039	-0.154573	0.190851	0.096014
1782907278.834665	0.280982	-0.127042	0.175950	0.095555
1782907278.853908	0.288510	-0.077076	0.188088	0.094767
1782907278.874313	0.287649	-0.092844	0.176057	0.093966
1782907278.894163	0.290606	-0.117339	0.169876	0.093479
1782907278.913744	0.297616	-0.084804	0.162742	0.092270
1782907278.933805	0.290192	-0.080148	0.173388	0.091408
1782907278.954278	0.285302	-0.080393	0.156614	0.091399
1782907278.973676	0.284640	-0.052849	0.151784	0.090474
1782907278.994758	0.272618	-0.100338	0.144862	0.089494
1782907279.015166	0.265624	-0.071099	0.163957	0.088691
1782907279.034785	0.250825	-0.036006	0.156841	0.087508
1782907279.055241	0.247438	-0.031925	0.152069	0.086648
