时间(s)	角速度roll(rad/s)	角速度pitch(rad/s)	角速度yaw(rad/s)	推力
1782912852.529437	0.000000	-1.504915	-0.744562	0.016386
1782912852.550305	0.000000	-1.490113	-0.726447	0.015391
1782912852.569285	0.000000	-1.497522	-0.725337	0.015045
1782912852.592805	0.000000	-1.337250	-0.599906	0.016468
1782912852.609578	0.000000	-1.245420	-0.516366	0.017265
1782912852.629595	0.000000	-1.028925	-0.322007	0.019088
1782912852.651933	0.000000	-0.904364	-0.180819	0.020276
1782912852.670134	0.000000	-0.823194	-0.104283	0.021333
1782912852.690820	0.000000	-0.762698	-0.034821	0.021268
1782912852.710761	0.000000	-0.641467	0.085604	0.022960
1782912852.729095	0.000000	-0.481785	0.180658	0.023493
1782912852.749220	0.000000	-0.346005	0.321272	0.025718
1782912852.770484	0.000000	-0.313486	0.340672	0.025718
1782912852.789312	0.000000	-0.250064	0.378898	0.028286
1782912852.809153	0.000000	-0.107514	0.461344	0.030031
1782912852.829392	0.000000	-0.006475	0.526149	0.031943
1782912852.848900	0.000000	0.041025	0.561219	0.033349
1782912852.869654	0.000000	0.080444	0.572057	0.034913
1782912852.889001	0.021977	0.164018	0.617630	0.036422
1782912852.909028	0.043603	0.146847	0.606344	0.037331
1782912852.931242	0.127748	0.219047	0.618565	0.039009
1782912852.949385	0.196431	0.242962	0.627265	0.040638
1782912852.969326	0.260661	0.290031	0.603979	0.042811
1782912852.991194	0.276719	0.293121	0.572645	0.042795
1782912853.009749	0.392337	0.356730	0.614457	0.044580
1782912853.030310	0.429719	0.313202	0.575231	0.045498
1782912853.049533	0.489534	0.355473	0.548845	0.046691
1782912853.069967	0.518420	0.366574	0.536956	0.047951
1782912853.089556	0.529740	0.379565	0.525822	0.048693
1782912853.109688	0.502878	0.409083	0.507683	0.049810
1782912853.129539	0.476027	0.429380	0.500466	0.051256
1782912853.152219	0.440800	0.396408	0.501129	0.052159
1782912853.170242	0.394088	0.407661	0.501105	0.052745
1782912853.191372	0.294208	0.451230	0.475578	0.052656
1782912853.209202	0.247078	0.472135	0.462442	0.053605
1782912853.229209	0.224635	0.352322	0.466926	0.053488
1782912853.250418	0.152773	0.469680	0.392754	0.052701
1782912853.270303	0.130652	0.367290	0.393790	0.051671
1782912853.293176	0.073045	0.413746	0.370974	0.051671
1782912853.309854	0.050887	0.405210	0.341594	0.049133
1782912853.330356	0.003250	0.450758	0.283114	0.047379
1782912853.349425	0.000000	0.446468	0.279873	0.046202
1782912853.369296	0.000000	0.441947	0.242473	0.045331
1782912853.416566	0.000000	0.362684	0.166510	0.040749
1782912853.441738	0.000000	0.315213	0.151759	0.038339
1782912853.461980	0.000000	0.317894	0.129666	0.036211
1782912853.481890	0.000000	0.297796	0.099002	0.034580
1782912853.501979	0.000000	0.272943	0.110851	0.033630
1782912853.521541	0.000000	0.216126	0.124454	0.031670
1782912853.541649	0.000000	0.216946	0.119050	0.030159
1782912853.561860	0.030843	0.208377	0.109146	0.029537
1782912853.581478	0.066296	0.165350	0.163316	0.027150
1782912853.601489	0.104094	0.129008	0.132661	0.025493
1782912853.622297	0.144766	0.076859	0.146366	0.024149
1782912853.641498	0.188101	0.066210	0.179451	0.023251
1782912853.661423	0.231043	0.024452	0.172691	0.021186
1782912853.682053	0.281582	-0.010678	0.204483	0.019210
1782912853.701487	0.324612	-0.024209	0.198736	0.017312
1782912853.722366	0.368873	-0.023716	0.230110	0.015953
1782912853.742008	0.403972	-0.044620	0.242361	0.014816
1782912853.761701	0.431874	-0.068148	0.262312	0.012920
1782912853.782932	0.427101	-0.070359	0.260770	0.012160
1782912853.803789	0.423601	-0.086320	0.288444	0.010958
1782912853.822928	0.413456	-0.054212	0.294719	0.008785
1782912853.841895	0.379460	-0.069992	0.301986	0.007680
1782912853.862044	0.341013	-0.092386	0.305068	0.006547
1782912853.881465	0.304011	-0.096488	0.310907	0.004581
1782912853.901845	0.254845	-0.098848	0.309974	0.003979
1782912853.923232	0.208231	-0.108088	0.309961	0.002760
1782912853.941449	0.171773	-0.101534	0.299574	0.002131
1782912853.961928	0.141617	-0.081452	0.305469	0.000767
1782912853.981945	0.137256	-0.096444	0.298206	0.000033
1782912854.001809	0.131199	-0.126897	0.313712	-0.000730
1782912854.021662	0.139107	-0.136228	0.305480	-0.001370
1782912854.041651	0.154288	-0.143542	0.286708	-0.002023
1782912854.063584	0.183048	-0.161439	0.291349	-0.002847
1782912854.081361	0.215489	-0.166375	0.262820	-0.003472
1782912854.101689	0.247593	-0.190577	0.246147	-0.003930
1782912854.122370	0.288525	-0.181002	0.248415	-0.004393
1782912854.142258	0.321184	-0.202867	0.230296	-0.005142
1782912854.162175	0.352465	-0.206936	0.225114	-0.005536
1782912854.181952	0.367434	-0.203312	0.206681	-0.006135
1782912854.201589	0.379207	-0.211876	0.188189	-0.006066
1782912854.223895	0.386273	-0.197000	0.206105	-0.006085
1782912854.241724	0.374438	-0.184926	0.202285	-0.007518
1782912854.262531	0.359413	-0.168159	0.196091	-0.007178
1782912854.281433	0.336475	-0.183172	0.196451	-0.008147
1782912854.301480	0.297906	-0.186872	0.172626	-0.008434
1782912854.322945	0.268428	-0.173410	0.176401	-0.008902
1782912854.342392	0.236767	-0.160370	0.172388	-0.009452
1782912854.361745	0.206890	-0.153667	0.164133	-0.010403
1782912854.383534	0.183866	-0.147005	0.168665	-0.010230
1782912854.401581	0.174171	-0.132556	0.157038	-0.010791
1782912854.422347	0.166093	-0.138613	0.166028	-0.011249
1782912854.441768	0.167084	-0.132605	0.170502	-0.011064
1782912854.462025	0.175685	-0.111196	0.164241	-0.011907
1782912854.482086	0.215154	-0.167738	0.167055	-0.012137
1782912854.501853	0.213629	-0.125893	0.162476	-0.012286
