时间(s)	位置x(m)	位置y(m)	位置z(m)	欧拉角roll(rad)	欧拉角pitch(rad)	欧拉角yaw(rad)	速度x(m/s)	速度y(m/s)	速度z(m/s)
1782907272.565561	0.261748	-0.748286	1.201521	0.002900	0.019421	-0.096991	-0.001014	0.006282	-0.009341
1782907272.585310	0.261782	-0.748292	1.201729	0.003387	0.020476	-0.098627	-0.001014	0.006282	-0.009341
1782907272.605592	0.261913	-0.748373	1.201854	0.001805	0.019988	-0.099464	0.004502	0.011486	0.015008
1782907272.625506	0.262046	-0.748740	1.202258	0.002867	0.021322	-0.108433	0.000900	0.011438	0.040603
1782907272.645473	0.262293	-0.749252	1.203400	0.005736	0.021741	-0.117565	0.000900	0.011438	0.040603
1782907272.666126	0.262607	-0.749504	1.206166	0.001881	0.024076	-0.127790	0.005006	0.019553	0.148646
1782907272.685285	0.262658	-0.749805	1.207945	0.005052	0.023644	-0.130571	0.003090	0.022774	0.233990
1782907272.705184	0.262886	-0.750299	1.213145	0.000836	0.024041	-0.140063	-0.000746	0.027328	0.298453
1782907272.725544	0.263328	-0.750513	1.219920	0.000124	0.025571	-0.150917	-0.005227	0.028158	0.338419
1782907272.745994	0.263557	-0.751122	1.227794	-0.000964	0.023254	-0.159468	0.001124	0.028066	0.370874
1782907272.766318	0.263727	-0.751245	1.232057	-0.000184	0.023425	-0.163988	0.001381	0.029442	0.383857
1782907272.786037	0.264189	-0.751713	1.240873	-0.001688	0.024783	-0.173497	0.004007	0.028295	0.377926
1782907272.805614	0.264640	-0.752048	1.249243	-0.003229	0.026804	-0.184067	0.005777	0.026912	0.348883
1782907272.825428	0.264945	-0.752650	1.257411	-0.000420	0.024953	-0.191545	0.004584	0.026523	0.301604
1782907272.844686	0.265525	-0.753176	1.264169	0.002030	0.026810	-0.199049	0.003831	0.028756	0.257414
1782907272.865792	0.265808	-0.753347	1.270098	0.001084	0.026290	-0.211188	0.004924	0.026686	0.214884
1782907272.885466	0.266011	-0.753653	1.272683	0.003398	0.027690	-0.215561	0.007642	0.025670	0.163143
1782907272.905217	0.266524	-0.754209	1.276546	0.005548	0.025800	-0.224384	0.012567	0.020118	0.115935
1782907272.926014	0.266879	-0.754400	1.279236	0.002903	0.025712	-0.234931	0.016559	0.016039	0.079856
1782907272.946941	0.267334	-0.754952	1.280608	-0.000289	0.027456	-0.244785	0.019899	0.016907	0.029114
1782907272.965514	0.267820	-0.755279	1.281128	-0.000131	0.028727	-0.254460	0.019899	0.016907	0.029114
1782907272.985702	0.268033	-0.755379	1.281130	0.002872	0.028679	-0.259231	0.015240	0.019783	-0.032274
1782907273.004923	0.268533	-0.755940	1.280906	0.003056	0.027394	-0.268385	0.015240	0.019783	-0.032274
1782907273.024796	0.268696	-0.756328	1.279834	0.002059	0.024897	-0.279306	0.009427	0.024583	-0.048432
1782907273.045206	0.268876	-0.756445	1.278836	-0.001519	0.025050	-0.288360	0.012758	0.017148	-0.028224
1782907273.065443	0.269064	-0.756669	1.278484	-0.004099	0.025711	-0.293538	0.005029	0.023558	-0.031757
1782907273.085614	0.269471	-0.756960	1.277598	-0.003196	0.025750	-0.303398	0.002668	0.029573	-0.012425
1782907273.105444	0.269663	-0.757028	1.277294	-0.002204	0.024822	-0.312609	0.001366	0.022520	0.013462
1782907273.125876	0.269670	-0.757284	1.277160	-0.001043	0.024654	-0.321434	-0.005962	0.029925	0.025160
1782907273.145737	0.269832	-0.757311	1.277402	-0.003155	0.026284	-0.327686	-0.003010	0.030200	0.053056
1782907273.164861	0.269806	-0.757701	1.278678	-0.000988	0.025097	-0.341866	-0.008174	0.028817	0.054385
1782907273.216962	0.269715	-0.757569	1.281292	0.002689	0.025832	-0.358674	-0.012410	0.030025	0.082571
1782907273.242506	0.269635	-0.757505	1.283593	-0.002996	0.027535	-0.371750	-0.018468	0.031154	0.079383
1782907273.262039	0.269490	-0.757504	1.285356	0.005401	0.028250	-0.380864	-0.018468	0.031154	0.079383
1782907273.281757	0.269415	-0.757665	1.285733	-0.001909	0.028681	-0.384931	-0.014030	0.024530	0.086783
1782907273.302083	0.269192	-0.757709	1.287149	0.006141	0.027059	-0.393252	-0.016571	0.025279	0.064166
1782907273.323445	0.269147	-0.757600	1.288234	0.001074	0.028640	-0.400432	-0.015475	0.023938	0.036524
1782907273.341688	0.269031	-0.757759	1.288559	-0.002288	0.029367	-0.407960	-0.010078	0.017385	0.037082
1782907273.361710	0.268913	-0.757953	1.288853	0.005069	0.028930	-0.415198	-0.010078	0.017385	0.037082
1782907273.381752	0.268797	-0.757924	1.288889	0.002295	0.028118	-0.419218	-0.010560	0.016007	-0.009973
1782907273.402167	0.268601	-0.758200	1.288625	0.002623	0.029705	-0.426827	-0.010560	0.016007	-0.009973
1782907273.422864	0.268504	-0.758235	1.288125	0.002432	0.027609	-0.434498	-0.004931	0.010460	-0.011458
1782907273.443930	0.268349	-0.758444	1.287250	0.002013	0.029724	-0.441095	-0.003670	0.006551	-0.026228
1782907273.463457	0.268334	-0.758530	1.286210	0.004245	0.027725	-0.447338	-0.005384	0.007441	-0.019395
1782907273.481956	0.268152	-0.758887	1.285899	0.004960	0.026444	-0.450364	-0.005384	0.007441	-0.019395
1782907273.501944	0.268130	-0.759046	1.285434	0.001599	0.026916	-0.457056	-0.001298	0.002061	-0.009436
1782907273.521678	0.268010	-0.759261	1.284783	-0.000034	0.027559	-0.463743	-0.004097	0.004551	-0.006935
1782907273.543938	0.267856	-0.759536	1.284153	-0.004587	0.027062	-0.469961	-0.005547	-0.001371	0.000780
1782907273.563363	0.267712	-0.759704	1.283893	-0.003840	0.025764	-0.473226	-0.008458	0.004830	-0.003088
1782907273.584457	0.267749	-0.759891	1.283501	-0.002510	0.026698	-0.480002	-0.005695	-0.003410	0.017121
1782907273.604003	0.267445	-0.760141	1.283322	-0.004555	0.026829	-0.486019	-0.010832	0.004361	0.015001
1782907273.621350	0.267179	-0.760554	1.283347	-0.000475	0.026128	-0.491819	-0.004877	-0.002096	0.034924
1782907273.641934	0.266903	-0.760707	1.283770	0.000784	0.025278	-0.498386	-0.010498	-0.001460	0.024778
1782907273.661644	0.266455	-0.760898	1.284024	-0.006409	0.027937	-0.503226	-0.010276	-0.000095	0.031381
1782907273.682065	0.266414	-0.760927	1.284230	-0.003110	0.026863	-0.505584	-0.009383	-0.004076	0.038740
1782907273.701628	0.266031	-0.761262	1.284681	-0.002596	0.026955	-0.511385	-0.014140	-0.002919	0.025504
1782907273.721131	0.265829	-0.761513	1.285227	-0.003546	0.027393	-0.517057	-0.014271	-0.003157	0.043887
1782907273.741503	0.265357	-0.761672	1.285508	-0.004389	0.027976	-0.523512	-0.013961	-0.007995	0.036892
1782907273.761801	0.264904	-0.761788	1.285816	-0.004984	0.028240	-0.527353	-0.018689	-0.003244	0.034090
1782907273.782791	0.264713	-0.761902	1.286148	-0.006727	0.029095	-0.530813	-0.014705	-0.008461	0.044347
1782907273.801343	0.264276	-0.762016	1.286585	-0.007488	0.028571	-0.535297	-0.017017	-0.005750	0.021783
1782907273.821778	0.263918	-0.762169	1.286650	-0.009770	0.029179	-0.540539	-0.017098	-0.007807	0.007877
1782907273.842649	0.263512	-0.762290	1.286533	-0.008183	0.030044	-0.546653	-0.014426	-0.009381	0.007367
1782907273.862390	0.263083	-0.762508	1.286236	-0.010191	0.031938	-0.551707	-0.014389	-0.014231	-0.002197
1782907273.882195	0.262836	-0.762654	1.285935	-0.009656	0.032549	-0.553074	-0.016583	-0.008029	-0.017602
1782907273.901695	0.262320	-0.762860	1.285670	-0.012180	0.032742	-0.559719	-0.013939	-0.012769	0.005601
1782907273.921397	0.261911	-0.762946	1.285074	-0.007738	0.033172	-0.563423	-0.016016	-0.012034	-0.013210
1782907273.941167	0.261616	-0.762935	1.284749	-0.008840	0.032935	-0.568980	-0.013471	-0.013075	0.003330
1782907273.961297	0.261120	-0.763252	1.284423	-0.010639	0.031504	-0.574039	-0.011834	-0.014323	0.003223
1782907273.983995	0.260737	-0.763374	1.284464	-0.010069	0.030981	-0.576408	-0.012359	-0.012982	0.003470
1782907274.002585	0.260357	-0.763470	1.284361	-0.014740	0.029976	-0.580691	-0.012163	-0.013424	0.002056
1782907274.021700	0.260163	-0.763689	1.284173	-0.011069	0.031822	-0.585637	-0.009835	-0.014732	-0.002236
1782907274.043319	0.259772	-0.763857	1.284121	-0.013594	0.031477	-0.590714	-0.002910	-0.015388	0.007502
1782907274.062208	0.259461	-0.764085	1.284235	-0.011759	0.031858	-0.593298	-0.009169	-0.014656	0.010602
1782907274.082048	0.259223	-0.764179	1.284303	-0.010566	0.031634	-0.597611	-0.003212	-0.015306	0.012611
1782907274.101404	0.258990	-0.764432	1.284425	-0.014408	0.031997	-0.600913	-0.007702	-0.015719	0.020442
1782907274.121487	0.258785	-0.764748	1.284885	-0.011869	0.031194	-0.605297	-0.002932	-0.014601	0.030554
1782907274.143482	0.258551	-0.764824	1.285322	-0.011082	0.032993	-0.608051	0.000566	-0.022350	0.049042
1782907274.162124	0.258322	-0.764917	1.285699	-0.016042	0.034103	-0.611053	0.001288	-0.017097	0.052942
1782907274.181926	0.258084	-0.765247	1.286847	-0.011389	0.032394	-0.615667	0.002043	-0.019925	0.066049
1782907274.201963	0.258021	-0.765514	1.288039	-0.016794	0.034120	-0.619658	0.002043	-0.019925	0.066049
1782907274.222313	0.257814	-0.765815	1.289033	-0.016856	0.032943	-0.622009	0.000560	-0.016938	0.050198
1782907274.241872	0.257771	-0.766175	1.289864	-0.013588	0.030900	-0.626108	0.004095	-0.021010	0.034827
1782907274.262192	0.257696	-0.766525	1.290324	-0.013987	0.032232	-0.630458	0.000299	-0.016928	0.007787
1782907274.281983	0.257562	-0.766595	1.290518	-0.012764	0.031461	-0.632521	0.000299	-0.016928	0.007787
1782907274.302562	0.257330	-0.766810	1.290593	-0.014413	0.030713	-0.635698	0.009342	-0.022107	-0.006298
1782907274.321624	0.257181	-0.767006	1.290365	-0.012749	0.030678	-0.639958	0.008063	-0.021845	-0.034732
1782907274.341515	0.256946	-0.767319	1.289892	-0.013969	0.032725	-0.642641	0.008063	-0.021845	-0.034732
1782907274.365086	0.256784	-0.767537	1.288793	-0.009890	0.031681	-0.645613	0.011369	-0.022255	-0.039151
1782907274.382264	0.256807	-0.767689	1.288401	-0.012303	0.030480	-0.647741	0.011369	-0.022255	-0.039151
1782907274.404350	0.256799	-0.768129	1.287256	-0.011595	0.029722	-0.652452	0.009268	-0.020716	-0.051249
1782907274.421702	0.256612	-0.768208	1.286426	-0.015600	0.031455	-0.657511	0.008485	-0.022442	-0.046483
1782907274.442359	0.256479	-0.768461	1.285429	-0.012915	0.030417	-0.660748	0.008344	-0.021754	-0.039287
1782907274.462466	0.256371	-0.768622	1.284858	-0.012889	0.029744	-0.662478	0.009421	-0.020689	-0.024501
1782907274.481557	0.256298	-0.768712	1.284385	-0.018229	0.030678	-0.663861	0.009421	-0.020689	-0.024501
1782907274.502139	0.256200	-0.769039	1.284112	-0.018955	0.030351	-0.668061	0.003823	-0.020949	-0.008875
1782907274.522179	0.256185	-0.769110	1.284240	-0.020327	0.029854	-0.671155	0.009310	-0.017340	0.014231
1782907274.541731	0.256062	-0.769279	1.284761	-0.023395	0.030559	-0.674962	0.009310	-0.017340	0.014231
1782907274.561716	0.256090	-0.769390	1.285170	-0.021155	0.029234	-0.675151	0.004766	-0.017270	0.040050
1782907274.581821	0.256095	-0.769537	1.286274	-0.016647	0.029121	-0.680556	0.002907	-0.016134	0.054015
1782907274.601568	0.256035	-0.769642	1.287631	-0.020638	0.028857	-0.684000	0.002907	-0.016134	0.054015
1782907274.622358	0.256105	-0.769675	1.289059	-0.017559	0.027469	-0.686310	0.006368	-0.014736	0.064349
1782907274.641924	0.255927	-0.769818	1.290976	-0.016192	0.025892	-0.688535	0.006368	-0.014736	0.064349
1782907274.663549	0.256004	-0.769742	1.292311	-0.017646	0.027229	-0.691868	0.008548	-0.011442	0.066340
1782907274.682555	0.256132	-0.769852	1.292869	-0.024115	0.027376	-0.694131	0.007721	-0.006861	0.046717
1782907274.701619	0.256259	-0.769905	1.294567	-0.017661	0.026752	-0.695948	0.008148	-0.007518	0.052557
1782907274.721917	0.256385	-0.769816	1.295358	-0.019272	0.028573	-0.700767	0.009938	-0.007168	0.028795
1782907274.741973	0.256536	-0.769957	1.296090	-0.016557	0.028462	-0.702742	0.009938	-0.007168	0.028795
1782907274.761756	0.256673	-0.769874	1.296435	-0.017296	0.027850	-0.702665	0.007784	-0.001129	0.009608
1782907274.782540	0.256760	-0.769749	1.296492	-0.017167	0.026392	-0.705809	0.009442	-0.007578	0.018419
1782907274.802803	0.256994	-0.769740	1.296371	-0.016915	0.027970	-0.708996	0.013407	-0.007648	-0.004846
1782907274.821758	0.257246	-0.769600	1.296002	-0.013875	0.027802	-0.710948	0.014504	-0.007660	-0.015985
1782907274.842136	0.257459	-0.769554	1.295346	-0.018696	0.030210	-0.712921	0.014504	-0.007660	-0.015985
1782907274.861579	0.257348	-0.769371	1.294685	-0.016819	0.030747	-0.715519	0.009931	-0.000261	-0.039052
1782907274.882360	0.257440	-0.769200	1.294333	-0.011938	0.030138	-0.716887	0.010571	-0.002835	-0.038369
1782907274.906844	0.257983	-0.769223	1.293324	-0.013384	0.031502	-0.719793	0.009436	-0.002896	-0.041446
1782907274.924170	0.258182	-0.769176	1.292578	-0.019411	0.030876	-0.721524	0.008403	-0.006750	-0.033830
1782907274.943092	0.258144	-0.769093	1.292195	-0.017919	0.029550	-0.723055	0.009604	-0.004120	-0.018707
1782907274.962928	0.258246	-0.768980	1.291876	-0.018191	0.028845	-0.724601	0.008868	-0.008245	-0.015564
1782907274.981663	0.258290	-0.768851	1.291611	-0.015470	0.028701	-0.726250	0.008868	-0.008245	-0.015564
1782907275.002909	0.258464	-0.768659	1.291721	-0.018499	0.029409	-0.728933	0.008357	-0.005838	-0.003176
1782907275.022575	0.258547	-0.768584	1.291992	-0.016080	0.028795	-0.730391	0.007442	-0.005084	0.018070
1782907275.041566	0.258880	-0.768479	1.292533	-0.016719	0.029365	-0.732121	0.003274	-0.008309	0.020041
1782907275.061684	0.258809	-0.768443	1.292778	-0.014807	0.029370	-0.732451	0.003274	-0.008309	0.020041
1782907275.082470	0.258854	-0.768269	1.293677	-0.011309	0.028118	-0.733830	-0.000337	-0.001637	0.031386
1782907275.103200	0.258876	-0.767985	1.294673	-0.013553	0.028097	-0.735627	0.003649	-0.012182	0.042672
1782907275.122506	0.258928	-0.767805	1.295421	-0.015101	0.028198	-0.737314	0.002754	-0.010372	0.040228
1782907275.142739	0.258838	-0.767696	1.296288	-0.015603	0.027789	-0.739426	0.001471	-0.005830	0.035962
1782907275.162857	0.258956	-0.767572	1.296655	-0.017590	0.029464	-0.741150	0.001471	-0.005830	0.035962
1782907275.182420	0.258935	-0.767487	1.297384	-0.010895	0.029263	-0.742593	0.003041	-0.012097	0.034035
1782907275.201685	0.258952	-0.767432	1.297872	-0.010040	0.029812	-0.744593	0.001661	-0.013418	0.024631
1782907275.222080	0.259003	-0.767382	1.298036	-0.011978	0.030651	-0.746514	0.006019	-0.010483	0.009560
1782907275.243492	0.258937	-0.767315	1.298065	-0.012632	0.030013	-0.746840	0.006019	-0.010483	0.009560
1782907275.263137	0.258874	-0.767334	1.297597	-0.012324	0.030933	-0.748380	0.006205	-0.013643	-0.016780
1782907275.282803	0.258894	-0.767305	1.297327	-0.013764	0.030363	-0.749873	0.004410	-0.013787	-0.036379
1782907275.302770	0.258999	-0.767129	1.296577	-0.019929	0.031267	-0.751273	0.004410	-0.013787	-0.036379
1782907275.321877	0.259049	-0.767344	1.295414	-0.018467	0.031086	-0.753750	0.009064	-0.012629	-0.048473
1782907275.342793	0.259020	-0.767235	1.294178	-0.014550	0.031918	-0.754826	0.006496	-0.012180	-0.059183
1782907275.361763	0.259112	-0.767300	1.293492	-0.019512	0.032952	-0.755777	0.011908	-0.012744	-0.046372
1782907275.382653	0.259195	-0.767335	1.292327	-0.019715	0.033343	-0.758802	0.007243	-0.011630	-0.057616
1782907275.401918	0.259202	-0.767370	1.291180	-0.015962	0.033221	-0.759567	0.007243	-0.011630	-0.057616
1782907275.422083	0.259310	-0.767392	1.290118	-0.017765	0.033033	-0.760488	0.005637	-0.009747	-0.047565
1782907275.441900	0.259206	-0.767370	1.289845	-0.016119	0.031887	-0.761306	0.005637	-0.009747	-0.047565
1782907275.463381	0.259358	-0.767584	1.288958	-0.020821	0.030827	-0.764769	0.003924	-0.009617	-0.035017
1782907275.482169	0.259247	-0.767752	1.288619	-0.022644	0.031699	-0.765416	0.011515	-0.014606	-0.002583
1782907275.501870	0.259419	-0.767754	1.288329	-0.021590	0.030222	-0.767540	0.003071	-0.009208	-0.006971
1782907275.521485	0.259450	-0.767952	1.288428	-0.021278	0.030316	-0.769151	0.003071	-0.009208	-0.006971
1782907275.542279	0.259485	-0.767964	1.288794	-0.018337	0.028849	-0.770793	0.002088	-0.011888	0.016967
1782907275.561613	0.259481	-0.768039	1.289354	-0.015495	0.026768	-0.771376	0.007384	-0.010786	0.043533
1782907275.581948	0.259594	-0.768119	1.289835	-0.017123	0.027698	-0.772291	0.001236	-0.007835	0.043239
1782907275.604810	0.259476	-0.768031	1.290326	-0.017739	0.027639	-0.773352	-0.002977	-0.012229	0.052044
1782907275.624588	0.259523	-0.768260	1.292237	-0.014569	0.026250	-0.773746	0.000254	-0.008419	0.054046
1782907275.643429	0.259383	-0.768298	1.293280	-0.017766	0.026851	-0.775730	0.000254	-0.008419	0.054046
1782907275.661970	0.259483	-0.768198	1.293711	-0.019924	0.028072	-0.776860	0.002539	-0.008810	0.055145
1782907275.681559	0.259401	-0.768188	1.294704	-0.019323	0.027642	-0.777807	-0.002312	-0.010299	0.035149
1782907275.702725	0.259559	-0.768205	1.295281	-0.019350	0.028602	-0.779231	-0.006037	-0.007739	0.014178
