时间(s)	位置x(m)	位置y(m)	位置z(m)	欧拉角roll(rad)	欧拉角pitch(rad)	欧拉角yaw(rad)	速度x(m/s)	速度y(m/s)	速度z(m/s)
1782912407.309835	0.308106	0.705838	1.204089	-0.005705	0.004099	0.029872	0.000264	0.051967	-0.038282
1782912407.323796	0.308076	0.706194	1.203671	-0.008637	0.006040	0.029315	0.000264	0.051967	-0.038282
1782912407.343960	0.307964	0.706651	1.203393	-0.005924	0.005683	0.029396	0.005764	0.044466	-0.023830
1782912407.364072	0.307518	0.707603	1.202755	-0.007433	0.006247	0.035782	0.005464	0.042910	-0.013196
1782912407.383314	0.307364	0.708820	1.203371	-0.000365	0.006013	0.040155	0.009557	0.045082	0.048853
1782912407.403377	0.306849	0.710017	1.205271	-0.001234	0.008696	0.047396	0.005591	0.046376	0.126630
1782912407.423250	0.306849	0.710017	1.205271	-0.001234	0.008696	0.047396	0.006353	0.046481	0.193308
1782912407.443990	0.306285	0.712114	1.215049	0.000443	0.006566	0.062258	0.006876	0.055360	0.301887
1782912407.463686	0.306131	0.712615	1.218588	0.001440	0.006772	0.065109	0.011020	0.056078	0.384654
1782912407.483337	0.305822	0.713717	1.227129	-0.002394	0.008493	0.072025	0.011020	0.056078	0.384654
1782912407.503697	0.305716	0.714632	1.236117	-0.000668	0.005669	0.079841	0.015225	0.050356	0.436833
1782912407.524026	0.305618	0.715741	1.246089	0.004225	0.005297	0.086635	0.012420	0.051449	0.427552
1782912407.543717	0.305460	0.716560	1.255450	0.010445	0.002165	0.093480	0.012955	0.047950	0.377673
1782912407.564050	0.305311	0.716977	1.259847	0.005437	0.004983	0.096190	0.012955	0.047950	0.377673
1782912407.584329	0.305137	0.717670	1.267724	0.006368	0.005047	0.103243	0.012968	0.048390	0.330807
1782912407.604338	0.304942	0.718725	1.274432	0.004818	0.005961	0.110496	0.013853	0.047151	0.276816
1782912407.624889	0.304897	0.719357	1.279563	0.009235	0.003417	0.116397	0.023520	0.034019	0.144159
1782912407.643582	0.304829	0.720210	1.282926	0.008396	0.006185	0.123998	0.022748	0.027968	0.073158
1782912407.665340	0.304553	0.720738	1.283762	0.010165	0.005853	0.127521	0.015941	0.033802	0.038707
1782912407.683779	0.304416	0.721250	1.284842	0.004312	0.006446	0.133916	0.015941	0.033802	0.038707
1782912407.703630	0.304267	0.722280	1.284451	0.005971	0.007065	0.142883	0.020054	0.022278	-0.058282
1782912407.724256	0.304240	0.723066	1.283162	0.011068	0.006836	0.149266	0.020054	0.022278	-0.058282
1782912407.745049	0.303950	0.723868	1.281440	0.006496	0.007807	0.156884	0.015624	0.019877	-0.086020
1782912407.767080	0.303903	0.723795	1.280037	0.008221	0.007811	0.159398	0.013098	0.017316	-0.092000
1782912407.792740	0.303484	0.724926	1.276784	0.004387	0.006549	0.170741	0.013727	0.017791	-0.085323
1782912407.806628	0.303459	0.725197	1.276003	-0.002769	0.008632	0.171595	0.017868	0.013826	-0.041141
1782912407.824304	0.303095	0.725573	1.274586	0.002637	0.006759	0.178694	0.007975	0.015485	-0.019270
1782912407.843830	0.302820	0.726344	1.274180	0.005565	0.004785	0.185327	0.004963	0.014636	0.024705
1782912407.863747	0.302581	0.726303	1.274323	0.003871	0.005707	0.189129	0.004963	0.014636	0.024705
1782912407.883990	0.302232	0.726897	1.274764	-0.002171	0.006194	0.195370	0.002330	0.021147	0.060002
1782912407.903750	0.301626	0.727240	1.276163	0.000010	0.006685	0.200792	0.001210	0.021572	0.106762
1782912407.923726	0.301032	0.727733	1.278336	-0.000566	0.005764	0.208471	-0.006000	0.022307	0.125751
1782912407.943472	0.300521	0.727923	1.280835	0.000105	0.004152	0.214811	-0.002401	0.018260	0.136016
1782912407.964681	0.300173	0.728067	1.281985	0.000582	0.004642	0.216132	-0.006821	0.022493	0.113161
1782912407.983742	0.299554	0.728626	1.284713	0.001330	0.005381	0.223432	-0.008982	0.021630	0.115500
