时间(s)	位置x(m)	位置y(m)	位置z(m)	欧拉角roll(rad)	欧拉角pitch(rad)	欧拉角yaw(rad)	速度x(m/s)	速度y(m/s)	速度z(m/s)
1782912357.383798	0.468830	0.404234	1.137356	-0.017514	0.024293	0.031882	0.009236	-0.011590	0.021428
1782912357.402393	0.468987	0.404201	1.137579	-0.016288	0.025446	0.032211	0.009236	-0.011590	0.021428
1782912357.420810	0.469024	0.404019	1.137838	-0.015483	0.026402	0.032621	0.014047	-0.021947	0.014761
1782912357.440987	0.468948	0.404130	1.138447	-0.018524	0.030107	0.038249	0.006143	-0.017672	0.043753
1782912357.461171	0.468624	0.404027	1.140994	-0.020466	0.029540	0.045511	-0.002067	-0.013040	0.117558
1782912357.480528	0.468524	0.404212	1.142988	-0.022487	0.030161	0.048916	-0.000181	-0.009631	0.162042
1782912357.501026	0.468447	0.404352	1.149393	-0.019908	0.029954	0.054896	-0.011189	-0.008744	0.337014
1782912357.521436	0.468144	0.404359	1.158216	-0.022610	0.029055	0.062033	-0.011096	-0.000488	0.404704
1782912357.540855	0.468000	0.404615	1.170625	-0.015832	0.026963	0.069187	-0.010602	-0.001830	0.625100
1782912357.560853	0.467897	0.404855	1.184464	-0.025739	0.029656	0.076130	-0.010602	-0.001830	0.625100
1782912357.580758	0.467525	0.404919	1.192365	-0.021270	0.030477	0.080022	-0.015232	0.012036	0.711408
1782912357.602888	0.467304	0.405165	1.209381	-0.020238	0.028017	0.088697	-0.026834	0.016829	0.841473
1782912357.621860	0.466767	0.405688	1.227957	-0.019696	0.025758	0.095897	-0.026834	0.016829	0.841473
1782912357.640832	0.466352	0.406212	1.247454	-0.012024	0.024637	0.104333	-0.039009	0.017297	0.897689
1782912357.660489	0.465642	0.406663	1.268064	-0.018852	0.021701	0.115084	-0.034030	0.030036	0.922558
1782912357.680646	0.465102	0.406857	1.278659	-0.015213	0.022109	0.120144	-0.041195	0.004906	0.931030
1782912357.702085	0.464434	0.407495	1.299853	-0.018515	0.020752	0.129207	-0.037013	0.033098	0.996003
1782912357.721839	0.463283	0.407612	1.321809	-0.011273	0.016654	0.138428	-0.048729	0.022310	0.988872
1782912357.741365	0.462259	0.408460	1.343855	-0.014660	0.016674	0.148020	-0.057357	0.038646	1.022698
1782912357.761009	0.460759	0.408407	1.366174	-0.006807	0.017152	0.157128	-0.060445	0.028431	1.012410
1782912357.780713	0.459955	0.408592	1.377300	-0.006388	0.019933	0.160719	-0.067537	0.032549	1.031877
1782912357.801069	0.458282	0.408902	1.399576	-0.008368	0.020351	0.170185	-0.078946	0.037423	1.032495
1782912357.821700	0.456379	0.408984	1.421683	-0.004507	0.020025	0.180220	-0.090953	0.023335	1.010966
1782912357.842944	0.454370	0.409309	1.442907	-0.001637	0.020466	0.188534	-0.099085	0.039449	1.012307
1782912357.861303	0.452016	0.409162	1.463607	-0.002498	0.022417	0.199094	-0.117866	0.032878	0.953328
1782912357.880372	0.450552	0.409122	1.473318	-0.002815	0.024659	0.203389	-0.119495	0.034937	0.929619
1782912357.901130	0.447780	0.408984	1.491493	0.000795	0.025462	0.212923	-0.128683	0.030968	0.877240
1782912357.921788	0.445003	0.408755	1.507907	0.002873	0.028781	0.222692	-0.141485	0.028458	0.749309
1782912357.941126	0.442055	0.408283	1.521845	0.001814	0.034578	0.232082	-0.144504	0.024784	0.722007
1782912357.962871	0.438957	0.407875	1.533690	-0.002552	0.039062	0.240801	-0.158172	0.018140	0.533635
1782912357.981076	0.437173	0.407877	1.538724	-0.001257	0.043476	0.247604	-0.158172	0.018140	0.533635
1782912358.000307	0.433943	0.407383	1.546771	-0.000816	0.045839	0.255174	-0.164928	0.017748	0.436156
1782912358.020395	0.430714	0.406887	1.552463	-0.002314	0.049557	0.264886	-0.164721	0.009758	0.288674
1782912358.040037	0.427287	0.406475	1.555628	-0.002891	0.053806	0.273532	-0.156987	0.004816	0.242986
1782912358.061219	0.423763	0.405739	1.556286	-0.003543	0.060101	0.283036	-0.147484	0.001108	0.097216
1782912358.081064	0.422065	0.405487	1.555693	-0.001867	0.064323	0.287854	-0.148748	0.003574	-0.011492
1782912358.101781	0.418694	0.404808	1.552443	-0.008181	0.070392	0.297072	-0.134820	-0.007931	-0.107661
1782912358.120896	0.415050	0.404313	1.546624	-0.006562	0.073075	0.305389	-0.137452	-0.004874	-0.212340
1782912358.140466	0.411492	0.403679	1.538415	-0.006563	0.075303	0.314594	-0.114373	-0.011710	-0.299221
1782912358.160822	0.408272	0.403033	1.527744	-0.009217	0.080436	0.322771	-0.115005	-0.006004	-0.409100
1782912358.181042	0.406733	0.402916	1.521481	-0.010355	0.083639	0.325949	-0.091701	-0.011336	-0.498929
1782912358.201455	0.403409	0.402279	1.507315	-0.009588	0.086893	0.333884	-0.092908	-0.005510	-0.606126
1782912358.220960	0.400251	0.401787	1.490561	-0.011385	0.089979	0.341423	-0.068169	-0.014568	-0.696827
1782912358.240863	0.397206	0.401338	1.471695	-0.015454	0.091923	0.349600	-0.061240	-0.006779	-0.802073
1782912358.260633	0.394080	0.401231	1.450518	-0.014247	0.092124	0.356913	-0.054788	-0.004792	-0.843691
1782912358.280687	0.392871	0.400931	1.439998	-0.014259	0.092911	0.359544	-0.026325	0.005406	-0.912478
1782912358.300439	0.389853	0.400753	1.418016	-0.015455	0.092915	0.364804	-0.026325	0.005406	-0.912478
1782912358.321319	0.387289	0.400800	1.396388	-0.017677	0.090570	0.370693	-0.012337	0.005071	-0.888798
1782912358.341211	0.385022	0.400732	1.376672	-0.014713	0.087618	0.375233	-0.006684	0.015784	-0.824529
1782912358.360636	0.382962	0.401227	1.359261	-0.018015	0.083391	0.379527	-0.009334	0.028385	-0.721246
1782912358.381226	0.382089	0.401287	1.351644	-0.013867	0.080582	0.381824	-0.002618	0.031263	-0.613653
1782912358.400980	0.380431	0.402479	1.338629	-0.019643	0.079291	0.384018	0.003773	0.053607	-0.471319
1782912358.421421	0.379223	0.403113	1.329775	-0.007672	0.072585	0.388206	-0.010415	0.046104	-0.373627
1782912358.442225	0.377887	0.405066	1.323129	-0.022087	0.069302	0.390394	-0.001432	0.093963	-0.208532
1782912358.460951	0.377414	0.405888	1.321412	-0.018271	0.065399	0.392143	-0.005091	0.079984	-0.103587
1782912358.480860	0.376417	0.407238	1.319788	-0.003506	0.056230	0.394963	0.001600	0.108893	-0.002138
1782912358.501162	0.375525	0.409851	1.320251	-0.012730	0.052318	0.397276	0.005838	0.125911	0.085875
1782912358.520887	0.374883	0.411678	1.323453	0.002073	0.044000	0.399390	-0.000970	0.102355	0.145055
1782912358.540974	0.374232	0.414783	1.327694	-0.011085	0.041016	0.402013	0.022953	0.143383	0.219257
1782912358.560873	0.374096	0.417036	1.333964	0.003415	0.035596	0.404514	0.021789	0.120104	0.252148
1782912358.582093	0.373938	0.418833	1.337319	0.002416	0.032607	0.405186	0.034916	0.148961	0.325853
1782912358.601725	0.373881	0.421700	1.344988	-0.000026	0.028730	0.406465	0.038225	0.142275	0.351907
1782912358.620919	0.373882	0.424416	1.353666	0.011055	0.024718	0.407147	0.038385	0.142496	0.389545
1782912358.642369	0.374088	0.427812	1.362832	0.002350	0.024559	0.405684	0.047445	0.156485	0.434379
1782912358.660454	0.374101	0.428916	1.368285	0.009605	0.024228	0.405221	0.049021	0.141965	0.447336
1782912358.680670	0.374921	0.432149	1.379030	0.002472	0.024768	0.406339	0.063366	0.168830	0.491877
1782912358.702186	0.375481	0.435296	1.391057	0.008725	0.022093	0.408392	0.069109	0.138512	0.525317
1782912358.721768	0.376628	0.438716	1.403539	0.006655	0.020671	0.409839	0.094509	0.156208	0.573565
1782912358.740902	0.377948	0.441549	1.417110	0.014617	0.017021	0.411027	0.092862	0.138654	0.564785
1782912358.760845	0.379341	0.444781	1.431020	0.010855	0.016381	0.414182	0.104587	0.140126	0.614028
1782912358.780337	0.380038	0.446415	1.438503	0.010519	0.014335	0.416213	0.105457	0.142339	0.621731
1782912358.800637	0.381601	0.448743	1.453415	0.023379	0.009059	0.417252	0.097906	0.127960	0.642546
1782912358.820354	0.382697	0.451546	1.468525	0.020233	0.004994	0.419994	0.090915	0.139769	0.650413
1782912358.840751	0.383974	0.453524	1.483788	0.035846	-0.000135	0.420854	0.081744	0.124334	0.633600
1782912358.863152	0.384563	0.455743	1.498765	0.032968	-0.003350	0.424336	0.066946	0.139665	0.643817
1782912358.881415	0.384816	0.456503	1.506088	0.036368	-0.003277	0.425760	0.050810	0.125328	0.619982
1782912358.901929	0.385058	0.458310	1.520476	0.036990	-0.004373	0.428929	0.037945	0.133772	0.609729
1782912358.922147	0.385037	0.459528	1.534247	0.042296	-0.003801	0.430568	0.022303	0.115151	0.580861
1782912358.940486	0.384855	0.460677	1.546748	0.039471	-0.000024	0.432818	0.007998	0.112605	0.554454
1782912358.960529	0.384198	0.461816	1.557981	0.042279	0.001620	0.435651	-0.006314	0.102790	0.494437
1782912358.980780	0.383799	0.461842	1.562900	0.043955	0.007265	0.434970	-0.016563	0.094422	0.431165
1782912359.001242	0.382826	0.462670	1.571246	0.039732	0.010565	0.438540	-0.026708	0.087274	0.352264
1782912359.021992	0.381728	0.463276	1.577279	0.041268	0.016876	0.440462	-0.042102	0.079296	0.271016
1782912359.042802	0.380676	0.463284	1.581276	0.041452	0.023212	0.440597	-0.048485	0.055065	0.090548
1782912359.062531	0.379650	0.463487	1.583287	0.038275	0.030101	0.443818	-0.048485	0.055065	0.090548
1782912359.081536	0.378811	0.463557	1.582859	0.039912	0.033469	0.443577	-0.057610	0.049203	-0.005267
1782912359.100623	0.377364	0.463544	1.580932	0.034868	0.039709	0.446014	-0.048519	0.038844	-0.088642
1782912359.121183	0.376040	0.463247	1.577143	0.032376	0.048771	0.447682	-0.058223	0.031807	-0.181320
1782912359.140423	0.374278	0.463108	1.570420	0.034783	0.054646	0.450598	-0.045472	0.022554	-0.275475
1782912359.191567	0.371591	0.462758	1.550455	0.030492	0.068705	0.457416	-0.017776	-0.002623	-0.557503
1782912359.214821	0.370246	0.462633	1.536902	0.026195	0.075337	0.460828	-0.000179	-0.008800	-0.660468
1782912359.235145	0.369120	0.462482	1.520949	0.020994	0.081372	0.463950	0.017126	-0.015589	-0.747943
1782912359.254745	0.367697	0.462255	1.502865	0.018947	0.088275	0.467271	0.031943	-0.021038	-0.830219
1782912359.275042	0.367198	0.462191	1.493079	0.017746	0.086533	0.468060	0.038163	-0.020496	-0.916101
1782912359.294924	0.366074	0.461995	1.472389	0.018446	0.091375	0.471692	0.059355	-0.024226	-0.955820
1782912359.314879	0.365259	0.461970	1.450446	0.010848	0.091751	0.472435	0.068647	-0.023593	-0.965036
1782912359.334857	0.364784	0.461744	1.429078	0.009633	0.092777	0.474030	0.081271	-0.023258	-0.950304
1782912359.355770	0.364249	0.461862	1.408334	0.009287	0.089804	0.472732	0.082200	-0.018488	-0.915192
1782912359.376109	0.364294	0.461949	1.398960	0.009183	0.086077	0.473666	0.091045	-0.012325	-0.840481
1782912359.395560	0.364432	0.462131	1.381360	0.006288	0.086133	0.474438	0.094399	-0.004245	-0.719276
