时间(s)	角速度roll(rad/s)	角速度pitch(rad/s)	角速度yaw(rad/s)	推力
1782912413.304381	0.000000	1.588247	-0.653798	-0.262063
1782912413.328684	0.000000	1.613214	-0.648607	-0.261842
1782912413.344298	0.000000	1.561435	-0.621574	-0.262398
1782912413.362291	0.000000	1.479604	-0.584203	-0.262908
1782912413.383707	0.000000	1.223894	-0.444741	-0.263662
1782912413.403361	0.000000	1.076804	-0.328571	-0.264028
1782912413.422861	0.000000	0.825582	-0.197367	-0.263108
1782912413.443774	0.000000	0.672907	-0.084971	-0.262872
1782912413.461734	0.000000	0.589096	-0.051886	-0.262104
1782912413.482063	0.000000	0.410970	0.052566	-0.261612
1782912413.501821	0.000000	0.234300	0.138926	-0.261019
1782912413.521756	0.000000	0.075481	0.235055	-0.261107
1782912413.542901	0.000000	-0.004264	0.301483	-0.260119
1782912413.561907	0.000000	-0.175318	0.361305	-0.259124
1782912413.582811	0.000000	-0.263767	0.410918	-0.258643
1782912413.603207	0.000000	-0.267803	0.408201	-0.258458
1782912413.623001	0.000000	-0.347591	0.450921	-0.258186
1782912413.643112	0.000000	-0.405243	0.457426	-0.258041
1782912413.662238	0.039554	-0.423666	0.513057	-0.257982
1782912413.682454	0.095448	-0.477933	0.494699	-0.257804
1782912413.703285	0.196988	-0.528510	0.546251	-0.257165
1782912413.722440	0.228842	-0.511924	0.510498	-0.256810
1782912413.742667	0.301037	-0.511678	0.504438	-0.255969
1782912413.762188	0.355856	-0.517514	0.510253	-0.256350
1782912413.781850	0.404234	-0.546797	0.504220	-0.255499
1782912413.803246	0.472649	-0.498807	0.479144	-0.254783
1782912413.821845	0.516771	-0.487503	0.451935	-0.253843
1782912413.842460	0.529740	-0.464565	0.432687	-0.252521
1782912413.863997	0.529740	-0.437580	0.409785	-0.251923
1782912413.883057	0.511361	-0.409918	0.389732	-0.251176
1782912413.904192	0.485770	-0.411767	0.379947	-0.249054
1782912413.923832	0.430973	-0.322368	0.322085	-0.248456
1782912413.944353	0.380072	-0.351676	0.293774	-0.246920
1782912413.961877	0.313141	-0.341177	0.280238	-0.246434
1782912413.982062	0.258903	-0.292921	0.240954	-0.245460
1782912414.001992	0.206970	-0.430300	0.271759	-0.243963
1782912414.022038	0.135419	-0.265454	0.224591	-0.243171
1782912414.042694	0.096775	-0.434450	0.256369	-0.242891
1782912414.062365	0.046223	-0.365743	0.233685	-0.242816
1782912414.082195	0.002629	-0.389052	0.244209	-0.242214
1782912414.102128	0.000000	-0.375850	0.230278	-0.241630
1782912414.122247	0.000000	-0.344215	0.238423	-0.240575
1782912414.143408	0.000000	-0.369590	0.217796	-0.239970
1782912414.162446	0.000000	-0.317442	0.203870	-0.239782
1782912414.182422	0.000000	-0.372569	0.215007	-0.238776
1782912414.202158	0.000000	-0.296258	0.202546	-0.237959
1782912414.222056	0.000000	-0.356162	0.216448	-0.236142
1782912414.242380	0.000000	-0.301561	0.206959	-0.235470
1782912414.262421	0.000000	-0.266430	0.209185	-0.234663
1782912414.282625	0.000000	-0.277635	0.212213	-0.233515
1782912414.302529	0.000000	-0.239901	0.236241	-0.232053
1782912414.322146	0.000000	-0.257915	0.244452	-0.230225
1782912414.342773	0.000000	-0.230701	0.254854	-0.228123
1782912414.362020	0.000000	-0.215967	0.290312	-0.226916
1782912414.382000	0.000000	-0.190218	0.319327	-0.224794
1782912414.402816	0.000000	-0.149513	0.325521	-0.222768
1782912414.422224	0.000000	-0.111037	0.368273	-0.220264
1782912414.442095	0.000000	-0.140010	0.358386	-0.217053
1782912414.462381	0.028334	-0.150183	0.353417	-0.216359
1782912414.482151	0.075705	-0.113497	0.366905	-0.212900
1782912414.503001	0.124796	-0.086329	0.360340	-0.210276
1782912414.522551	0.215092	-0.055868	0.383627	-0.207255
1782912414.542513	0.231833	-0.066948	0.355318	-0.204354
1782912414.565351	0.314195	-0.035967	0.370893	-0.202447
1782912414.583192	0.361435	-0.007669	0.350985	-0.199055
1782912414.602145	0.385266	0.008727	0.342425	-0.196258
1782912414.622709	0.430415	0.007963	0.340441	-0.192610
1782912414.642987	0.454919	0.029812	0.321716	-0.188597
1782912414.663957	0.463286	0.023419	0.334517	-0.186737
1782912414.682451	0.466023	0.058339	0.342494	-0.182891
1782912414.703549	0.432034	0.107297	0.343530	-0.178766
1782912414.722475	0.424365	0.114388	0.332532	-0.174450
1782912414.783141	0.253065	0.143712	0.373554	-0.164544
1782912414.810474	0.167394	0.250027	0.352508	-0.158265
1782912414.830710	0.097094	0.181257	0.400693	-0.154681
1782912414.849819	0.058930	0.285539	0.348921	-0.150709
1782912414.870884	0.019237	0.261640	0.379221	-0.148941
1782912414.890854	0.005621	0.166897	0.409116	-0.145142
1782912414.909880	0.000000	0.305295	0.367159	-0.141511
1782912414.931840	0.000000	0.243413	0.387496	-0.138068
1782912414.950423	0.000000	0.335178	0.360043	-0.134995
1782912414.970828	0.000000	0.309837	0.359393	-0.133099
1782912414.991425	0.000000	0.333337	0.352889	-0.129427
1782912415.010954	0.000000	0.317450	0.347161	-0.126640
1782912415.031507	0.000000	0.355675	0.329115	-0.123528
1782912415.050817	0.000000	0.348202	0.333450	-0.120128
1782912415.070441	0.000000	0.331396	0.337254	-0.118443
1782912415.090202	0.000000	0.429960	0.325389	-0.115988
1782912415.111264	0.000000	0.365203	0.342011	-0.112387
1782912415.132180	0.000000	0.442151	0.313348	-0.108881
1782912415.152632	0.000000	0.356111	0.362989	-0.105588
1782912415.170296	0.000000	0.438738	0.336251	-0.103977
1782912415.190198	0.000000	0.403672	0.358082	-0.101306
1782912415.211391	0.000000	0.397671	0.364700	-0.097326
1782912415.230071	0.000000	0.377017	0.399205	-0.094606
1782912415.251740	0.000000	0.363933	0.412647	-0.092887
1782912415.271110	0.000000	0.356774	0.431068	-0.089500
1782912415.290478	0.000000	0.296193	0.457758	-0.086298
1782912415.310948	0.000000	0.306981	0.472188	-0.083050
1782912415.330052	0.000000	0.250803	0.499668	-0.080201
1782912415.350097	0.000000	0.243134	0.516484	-0.077846
1782912415.373108	0.000000	0.217551	0.528975	-0.075899
1782912415.390111	0.000000	0.186166	0.548555	-0.073333
1782912415.410079	0.000000	0.162670	0.550942	-0.071281
1782912415.430385	0.000000	0.144289	0.566816	-0.069800
1782912415.450225	0.000000	0.109219	0.571499	-0.066628
1782912415.470346	0.000000	0.071672	0.567126	-0.065186
1782912415.490239	0.000000	0.081370	0.564320	-0.063448
1782912415.510180	0.000000	0.037582	0.577264	-0.061468
1782912415.530442	0.000000	0.034343	0.556889	-0.060455
1782912415.550146	0.000000	0.013029	0.562213	-0.058849
1782912415.571266	0.000000	0.002206	0.544930	-0.057935
1782912415.591307	0.000000	-0.021089	0.558871	-0.056163
1782912415.610397	0.000000	-0.044887	0.530683	-0.055437
1782912415.632127	0.000000	-0.040192	0.521989	-0.053909
1782912415.650078	0.000000	-0.056311	0.502712	-0.053067
1782912415.670343	0.000000	-0.063585	0.503129	-0.051793
1782912415.690722	0.000000	-0.069537	0.475720	-0.051041
1782912415.710100	0.021607	-0.054876	0.472149	-0.050355
1782912415.730105	0.096502	-0.036269	0.433218	-0.049319
1782912415.750094	0.175669	-0.047930	0.423077	-0.048542
1782912415.770335	0.233246	-0.060740	0.389259	-0.048078
1782912415.792458	0.314193	-0.046779	0.371918	-0.047716
1782912415.810151	0.396092	-0.036773	0.379594	-0.046387
1782912415.830603	0.462646	-0.023636	0.353326	-0.045666
1782912415.851377	0.494014	-0.008654	0.323301	-0.044999
1782912415.870261	0.525485	-0.006511	0.306647	-0.044219
1782912415.890133	0.529740	-0.018121	0.308561	-0.043313
1782912415.911068	0.529740	-0.002120	0.311377	-0.042018
1782912415.931386	0.523213	-0.020141	0.325333	-0.041026
1782912415.950350	0.464692	0.014448	0.316224	-0.041216
1782912415.970954	0.414573	0.001698	0.306506	-0.040476
1782912415.989920	0.367726	0.030961	0.289382	-0.039330
1782912416.011076	0.308293	0.016145	0.280692	-0.038765
1782912416.030362	0.255957	0.002376	0.262672	-0.039093
1782912416.050946	0.208769	-0.047421	0.278513	-0.037831
1782912416.070786	0.160670	-0.000577	0.242862	-0.038121
1782912416.090249	0.131631	-0.045047	0.248841	-0.038284
1782912416.110189	0.081671	-0.016488	0.212960	-0.038122
1782912416.130475	0.048431	-0.046411	0.206184	-0.038234
1782912416.150963	0.009076	-0.042544	0.197700	-0.039357
1782912416.171794	0.000000	-0.014942	0.173619	-0.039093
1782912416.190420	0.000000	-0.061360	0.185961	-0.039737
1782912416.210079	0.000000	-0.039724	0.169796	-0.040206
1782912416.230346	0.000000	-0.071011	0.175213	-0.040842
1782912416.250275	0.000000	-0.068615	0.164099	-0.041304
1782912416.270386	0.000000	-0.062494	0.153678	-0.042170
1782912416.290358	0.000000	-0.088316	0.172994	-0.042920
1782912416.310699	0.000000	-0.096211	0.162179	-0.043976
1782912416.330449	0.000000	-0.095963	0.185839	-0.045748
1782912416.350185	0.000000	-0.120536	0.147808	-0.045471
1782912416.370190	0.000000	-0.149103	0.162945	-0.047470
1782912416.392250	0.000000	-0.120757	0.162875	-0.048537
1782912416.411935	0.000000	-0.087117	0.164857	-0.050357
1782912416.430952	0.000000	-0.110365	0.174331	-0.051661
1782912416.450518	0.019824	-0.097884	0.181078	-0.052750
1782912416.470132	0.054742	-0.129244	0.173568	-0.053184
1782912416.490651	0.096135	-0.120082	0.162083	-0.054410
1782912416.510282	0.137208	-0.114113	0.188777	-0.054744
1782912416.530259	0.185144	-0.105697	0.206549	-0.056054
1782912416.550078	0.240950	-0.109537	0.211218	-0.057535
1782912416.569940	0.286192	-0.085697	0.214023	-0.057637
1782912416.589867	0.329044	-0.085751	0.208447	-0.058045
1782912416.609938	0.372957	-0.065152	0.206771	-0.058382
1782912416.630459	0.394739	-0.056524	0.212029	-0.058362
1782912416.651058	0.418984	-0.039743	0.207994	-0.058771
1782912416.670523	0.419494	-0.020417	0.227418	-0.058548
1782912416.690099	0.400604	0.005312	0.239363	-0.058494
1782912416.710411	0.417956	-0.006284	0.249456	-0.057765
1782912416.730065	0.406287	-0.000721	0.252959	-0.057381
1782912416.751808	0.328784	0.044205	0.254732	-0.056929
1782912416.771528	0.286716	0.055016	0.249763	-0.057050
1782912416.790727	0.291865	0.014976	0.260074	-0.056069
1782912416.810816	0.247451	0.069778	0.249934	-0.055392
1782912416.830216	0.180892	0.055418	0.284634	-0.055196
1782912416.850487	0.153913	0.089345	0.258222	-0.054725
1782912416.872508	0.151620	0.055774	0.265107	-0.054671
1782912416.891563	0.107843	0.095576	0.284734	-0.054417
1782912416.910433	0.092987	0.031176	0.292138	-0.054624
1782912416.930902	0.085324	0.018692	0.288407	-0.054403
1782912416.950586	0.082838	0.018358	0.304831	-0.054210
1782912416.971073	0.080145	0.023960	0.295043	-0.054735
1782912416.989904	0.108932	0.016913	0.304400	-0.054427
1782912417.009898	0.111902	0.004844	0.292219	-0.054750
1782912417.030684	0.140668	0.016808	0.310417	-0.054648
1782912417.050332	0.167249	0.020287	0.299933	-0.054442
1782912417.069869	0.219739	-0.003438	0.312820	-0.055038
1782912417.092810	0.224080	0.000353	0.305562	-0.054661
1782912417.110617	0.272132	-0.021933	0.302398	-0.054729
1782912417.133437	0.315406	-0.025828	0.307325	-0.054970
1782912417.150028	0.330110	-0.029454	0.318716	-0.054970
1782912417.170163	0.369932	-0.014596	0.283623	-0.055099
1782912417.191714	0.384590	-0.006881	0.282899	-0.054800
1782912417.210143	0.397468	-0.010067	0.276463	-0.054096
1782912417.230171	0.368048	-0.012047	0.295685	-0.054285
1782912417.250644	0.366867	0.036236	0.281104	-0.053810
1782912417.270417	0.336762	0.014671	0.265027	-0.053558
1782912417.291463	0.336762	0.014671	0.265027	-0.053558
1782912417.312047	0.258481	0.022708	0.283515	-0.053153
1782912417.331935	0.258696	0.027261	0.278475	-0.052786
1782912417.351194	0.198934	0.038444	0.273128	-0.053287
1782912417.370115	0.187406	0.044177	0.273632	-0.053030
1782912417.390427	0.182443	0.041775	0.259029	-0.053076
1782912417.410499	0.160523	0.032989	0.273326	-0.053201
1782912417.429846	0.169531	0.020311	0.256039	-0.053055
1782912417.450286	0.184577	0.032051	0.273865	-0.052687
1782912417.470295	0.206417	0.019874	0.245375	-0.053152
1782912417.490418	0.212957	0.001513	0.266231	-0.052766
1782912417.510116	0.213440	0.002102	0.259862	-0.053166
1782912417.530190	0.251099	-0.014932	0.252853	-0.052751
1782912417.549954	0.297150	-0.013932	0.222506	-0.052823
1782912417.570846	0.315160	-0.011858	0.230160	-0.053077
1782912417.590222	0.321329	0.007385	0.220257	-0.052738
1782912417.610164	0.336372	-0.003431	0.226369	-0.053006
1782912417.630769	0.342896	0.028464	0.216313	-0.053106
1782912417.651193	0.329332	0.012834	0.203902	-0.053328
1782912417.671456	0.325240	0.017893	0.218167	-0.053302
1782912417.690378	0.329331	0.004475	0.210931	-0.052588
1782912417.710747	0.285421	0.012496	0.210342	-0.052712
1782912417.730277	0.268393	0.020086	0.211050	-0.052759
1782912417.750285	0.240031	0.028721	0.209237	-0.052465
1782912417.770180	0.232475	0.039575	0.202427	-0.052924
1782912417.791300	0.229685	0.027898	0.200618	-0.052393
1782912417.810129	0.207239	-0.001749	0.208077	-0.052375
1782912417.830814	0.203986	0.001426	0.215878	-0.053352
1782912417.850829	0.208560	0.005776	0.212377	-0.052539
