时间(s)	角速度roll(rad/s)	角速度pitch(rad/s)	角速度yaw(rad/s)	推力
1782895657.944154	0.140237	0.734011	2.517667	-1.974719
1782895658.027399	0.141181	0.757354	2.500437	-2.002703
1782895658.066602	0.181780	0.659945	2.088911	-2.020129
1782895658.100147	0.206511	0.468240	1.512964	-1.825042
1782895658.140651	0.210656	0.371993	0.938606	-1.533457
1782895658.185533	0.202809	0.236214	0.355664	-1.161247
1782895658.220057	0.206443	0.117482	-0.152358	-0.846820
1782895658.260110	0.209850	0.040167	-0.378533	-0.712882
1782895658.298813	0.214138	-0.076263	-0.490189	-0.634676
1782895658.339740	0.221559	-0.132734	-0.526312	-0.609232
1782895658.374031	0.234646	-0.158770	-0.478361	-0.583904
1782895658.431687	0.246727	-0.174721	-0.395213	-0.570971
1782895658.507403	0.275582	-0.137143	-0.327728	-0.516567
1782895658.540437	0.303602	-0.109050	-0.144824	-0.461906
1782895658.575226	0.313873	-0.043140	0.023105	-0.433684
1782895658.614963	0.317354	-0.094645	0.127839	-0.406477
1782895658.658351	0.312811	-0.073746	0.224942	-0.392698
1782895658.692487	0.299511	-0.083516	0.315425	-0.367353
1782895658.729822	0.296611	-0.091075	0.362985	-0.354514
1782895658.790232	0.276468	-0.049478	0.395988	-0.338339
1782895658.830874	0.273730	-0.081796	0.374694	-0.319539
1782895658.877596	0.266647	-0.071220	0.346251	-0.299011
1782895658.919351	0.261449	-0.017525	0.313903	-0.280962
1782895658.958036	0.251897	-0.067406	0.340793	-0.270975
1782895658.990668	0.247344	-0.083128	0.322628	-0.255367
1782895659.034662	0.245929	-0.118838	0.338753	-0.243742
1782895659.073607	0.252311	-0.155609	0.404077	-0.229327
1782895659.106637	0.253676	-0.164122	0.402673	-0.216727
1782895659.144117	0.257232	-0.163900	0.443185	-0.209018
1782895659.189226	0.258839	-0.193354	0.487648	-0.195632
1782895659.224558	0.263829	-0.195029	0.503094	-0.184529
1782895659.259048	0.265947	-0.207844	0.543236	-0.177355
1782895659.296907	0.267279	-0.178700	0.591842	-0.172704
1782895659.345721	0.268338	-0.176013	0.566490	-0.169724
1782895659.389179	0.271822	-0.142426	0.594900	-0.161525
1782895659.422706	0.270921	-0.079972	0.591532	-0.154930
1782895659.458679	0.269856	-0.040584	0.568707	-0.145968
1782895659.544588	0.268318	-0.038556	0.581166	-0.135971
1782895659.601474	0.264843	-0.043493	0.609662	-0.107560
