时间(s)	位置x(m)	位置y(m)	位置z(m)	欧拉角roll(rad)	欧拉角pitch(rad)	欧拉角yaw(rad)	速度x(m/s)	速度y(m/s)	速度z(m/s)
1782895770.261734	-0.549722	-0.017173	1.282065	0.000827	0.005317	0.000128	-0.005211	0.008408	-0.037590
1782895770.272099	-0.549885	-0.017042	1.281789	0.005498	0.004933	0.000296	-0.005562	0.010231	-0.047510
1782895770.283578	-0.549954	-0.016798	1.281572	0.005244	0.003851	-0.000407	-0.005562	0.010231	-0.047510
1782895770.297879	-0.549954	-0.016798	1.281572	0.005244	0.003851	-0.000407	-0.005562	0.010231	-0.047510
1782895770.304106	-0.550071	-0.016600	1.281120	0.003408	0.003843	-0.001245	-0.007216	0.003608	-0.042198
1782895770.311157	-0.550134	-0.016356	1.280610	0.004101	0.004613	0.000674	-0.007216	0.003608	-0.042198
1782895770.321273	-0.550134	-0.016356	1.280610	0.004101	0.004613	0.000674	-0.000369	0.006728	-0.036902
1782895770.335239	-0.550134	-0.016356	1.280610	0.004101	0.004613	0.000674	-0.000369	0.006728	-0.036902
1782895770.341408	-0.550520	-0.015857	1.279382	0.002360	0.006647	0.009764	-0.001453	-0.000541	-0.024345
1782895770.354276	-0.550716	-0.015803	1.279258	-0.000440	0.007882	0.012887	-0.002078	0.005414	0.004673
1782895770.361343	-0.550803	-0.015415	1.279274	0.001511	0.007748	0.016048	-0.002078	0.005414	0.004673
1782895770.371245	-0.550895	-0.015208	1.279470	0.002400	0.007385	0.017621	-0.000452	0.004411	0.022703
1782895770.381310	-0.550895	-0.015208	1.279470	0.002400	0.007385	0.017621	-0.000452	0.004411	0.022703
1782895770.391567	-0.551143	-0.015002	1.279888	-0.000484	0.005958	0.020179	-0.000452	0.004411	0.022703
1782895770.402269	-0.551222	-0.014994	1.280316	-0.000212	0.007255	0.024146	0.000673	0.006384	0.060337
1782895770.411190	-0.551318	-0.014758	1.280885	-0.000282	0.007974	0.025687	0.000673	0.006384	0.060337
1782895770.421322	-0.551378	-0.014403	1.281591	0.003489	0.006491	0.028966	-0.003107	0.009508	0.060723
1782895770.431730	-0.551539	-0.014149	1.282465	0.004496	0.006161	0.031402	0.000404	0.005640	0.083914
1782895770.442166	-0.551474	-0.014055	1.283265	0.005778	0.007345	0.035416	0.000404	0.005640	0.083914
1782895770.453626	-0.551727	-0.013934	1.284285	-0.001608	0.008605	0.037328	0.002336	0.006665	0.077090
1782895770.462041	-0.551693	-0.013715	1.285520	0.008524	0.005702	0.040249	0.002336	0.006665	0.077090
1782895770.472138	-0.551850	-0.013525	1.286306	0.004257	0.007411	0.041718	0.002336	0.006665	0.077090
1782895770.482942	-0.551935	-0.013410	1.287188	0.005310	0.007516	0.046160	-0.000745	0.006778	0.082866
1782895770.492309	-0.551935	-0.013410	1.287188	0.005310	0.007516	0.046160	0.005746	0.004994	0.076710
1782895770.502117	-0.551993	-0.013365	1.288189	0.006868	0.004710	0.050251	0.005746	0.004994	0.076710
1782895770.514054	-0.552177	-0.013108	1.289171	0.004380	0.005799	0.051072	0.005106	0.003444	0.064034
1782895770.522114	-0.552181	-0.012993	1.289758	0.003136	0.005697	0.054605	0.005106	0.003444	0.064034
1782895770.533406	-0.552194	-0.012652	1.290777	0.004335	0.007556	0.057567	0.000786	0.003457	0.055173
1782895770.542625	-0.552336	-0.012512	1.291601	0.001564	0.008235	0.058997	0.000786	0.003457	0.055173
1782895770.554985	-0.552445	-0.012265	1.292058	0.002405	0.007606	0.062986	0.006456	0.002383	0.045145
1782895770.562633	-0.552439	-0.012148	1.292789	0.003694	0.007683	0.066204	0.006456	0.002383	0.045145
1782895770.571730	-0.552492	-0.011972	1.293208	0.001349	0.008752	0.069790	0.007735	-0.002955	0.035108
1782895770.581672	-0.552600	-0.011806	1.293557	0.003600	0.008458	0.073524	0.007735	-0.002955	0.035108
1782895770.592001	-0.552600	-0.011806	1.293557	0.003600	0.008458	0.073524	0.002729	0.000786	0.027432
1782895770.601657	-0.552402	-0.011622	1.293982	0.005344	0.007682	0.074813	0.002729	0.000786	0.027432
1782895770.612978	-0.552447	-0.011565	1.294501	0.004188	0.010167	0.078275	0.006705	0.002764	0.021271
1782895770.622035	-0.552588	-0.011273	1.294886	0.004996	0.009647	0.081517	0.006705	0.002764	0.021271
1782895770.632065	-0.552745	-0.011109	1.295078	0.003063	0.009494	0.083808	0.010072	-0.001740	0.019876
1782895770.642058	-0.552616	-0.011152	1.295186	0.000247	0.010499	0.088605	0.010072	-0.001740	0.019876
1782895770.653688	-0.552572	-0.010927	1.295350	-0.000358	0.010020	0.091303	0.006303	0.000692	0.012974
1782895770.663296	-0.552623	-0.010718	1.295603	-0.000467	0.009784	0.093810	0.006303	0.000692	0.012974
1782895770.672705	-0.552545	-0.010441	1.295732	-0.001961	0.011094	0.097503	0.011113	0.001419	0.010982
1782895770.684464	-0.552512	-0.010317	1.295930	0.000373	0.010264	0.098839	0.011113	0.001419	0.010982
1782895770.691762	-0.552464	-0.010204	1.295868	0.001178	0.010388	0.102843	0.014984	-0.003661	0.009760
1782895770.701671	-0.552464	-0.010204	1.295868	0.001178	0.010388	0.102843	0.014984	-0.003661	0.009760
1782895770.713800	-0.552471	-0.010129	1.295930	0.000731	0.009427	0.106150	0.013245	0.000790	-0.003121
1782895770.723110	-0.552452	-0.009920	1.296097	0.001732	0.009874	0.109544	0.013245	0.000790	-0.003121
1782895770.732636	-0.552295	-0.009687	1.295987	-0.000479	0.011047	0.113744	0.019975	-0.000819	0.004156
1782895770.742281	-0.552339	-0.009620	1.296096	-0.000220	0.010353	0.116910	0.019975	-0.000819	0.004156
1782895770.755147	-0.552236	-0.009386	1.295989	0.001767	0.009750	0.119070	0.020825	-0.003518	-0.008239
1782895770.762449	-0.552061	-0.009316	1.295989	0.001685	0.009907	0.121218	0.020825	-0.003518	-0.008239
1782895770.772472	-0.551968	-0.009152	1.295938	0.000461	0.010367	0.124389	0.020229	0.000285	-0.006631
1782895770.781645	-0.551929	-0.008895	1.295969	0.003224	0.008319	0.127152	0.020229	0.000285	-0.006631
