时间(s)	位置x(m)	位置y(m)	位置z(m)	欧拉角roll(rad)	欧拉角pitch(rad)	欧拉角yaw(rad)	速度x(m/s)	速度y(m/s)	速度z(m/s)
1782895651.808286	-0.565027	-0.007077	1.287767	0.004477	0.006487	0.013089	0.013983	-0.011780	0.011056
1782895651.811688	-0.565027	-0.007077	1.287767	0.004477	0.006487	0.013089	0.013983	-0.011780	0.011056
1782895651.815573	-0.565027	-0.007077	1.287767	0.004477	0.006487	0.013089	0.013983	-0.011780	0.011056
1782895651.826352	-0.565027	-0.007077	1.287767	0.004477	0.006487	0.013089	0.016569	-0.014823	0.016340
1782895651.836056	-0.564742	-0.007230	1.288314	0.005839	0.004813	0.012935	0.015027	-0.012641	0.016678
1782895651.845235	-0.564478	-0.007246	1.288568	0.005480	0.006292	0.012716	0.015027	-0.012641	0.016678
1782895651.854468	-0.564363	-0.007138	1.288775	0.008731	0.005008	0.015867	0.022995	-0.017737	0.026310
1782895651.865790	-0.564333	-0.006961	1.288946	0.007857	0.004830	0.020652	0.022995	-0.017737	0.026310
1782895651.875115	-0.564291	-0.007025	1.289282	0.006515	0.005966	0.023260	0.020764	-0.016825	0.024879
1782895651.887976	-0.564122	-0.006932	1.289606	0.006499	0.006969	0.024961	0.020764	-0.016825	0.024879
1782895651.894747	-0.564122	-0.006932	1.289606	0.006499	0.006969	0.024961	0.019734	-0.013922	0.036594
1782895651.904530	-0.563851	-0.007002	1.289980	0.004525	0.008341	0.028381	0.019734	-0.013922	0.036594
1782895651.917074	-0.563638	-0.006836	1.290402	0.004489	0.009051	0.031362	0.028393	-0.020095	0.045780
1782895651.929751	-0.563368	-0.006678	1.291015	0.007812	0.009817	0.034452	0.028393	-0.020095	0.045780
1782895651.937035	-0.563402	-0.006520	1.291425	0.009155	0.008639	0.037638	0.024397	-0.015888	0.038321
1782895651.945593	-0.563226	-0.006619	1.292065	0.004344	0.010453	0.041355	0.024397	-0.015888	0.038321
1782895651.955596	-0.563226	-0.006619	1.292065	0.004344	0.010453	0.041355	0.025351	-0.016902	0.051359
1782895651.966416	-0.562935	-0.006419	1.293198	0.009660	0.007428	0.047529	0.025351	-0.016902	0.051359
1782895651.974296	-0.562680	-0.006268	1.293611	0.009946	0.008297	0.048965	0.031953	-0.014237	0.039358
1782895651.984597	-0.562385	-0.006039	1.294021	0.006787	0.008957	0.052347	0.031953	-0.014237	0.039358
1782895651.995242	-0.562263	-0.006003	1.294325	0.004044	0.009680	0.054996	0.030309	-0.016709	0.030875
1782895652.004031	-0.562263	-0.006003	1.294325	0.004044	0.009680	0.054996	0.030309	-0.016709	0.030875
1782895652.015636	-0.561936	-0.005971	1.294678	0.006757	0.007874	0.059547	0.026595	-0.016266	0.031167
1782895652.024027	-0.561699	-0.005916	1.294918	0.006265	0.007565	0.062569	0.026595	-0.016266	0.031167
1782895652.034010	-0.561485	-0.005844	1.295180	0.006835	0.008059	0.064785	0.029776	-0.015732	0.026131
1782895652.044479	-0.561303	-0.005883	1.295550	0.008793	0.009281	0.068713	0.029776	-0.015732	0.026131
1782895652.054546	-0.560959	-0.005478	1.295747	0.013970	0.009074	0.070938	0.033495	-0.016748	0.025997
1782895652.064801	-0.560728	-0.005342	1.296035	0.008184	0.008861	0.074919	0.033495	-0.016748	0.025997
1782895652.073845	-0.560393	-0.005200	1.296315	0.005311	0.009064	0.077757	0.032487	-0.014614	0.018620
1782895652.084181	-0.560120	-0.005241	1.296462	0.008318	0.008469	0.081343	0.032487	-0.014614	0.018620
1782895652.096622	-0.559730	-0.005066	1.296426	0.007013	0.008733	0.084058	0.034460	-0.011751	0.018053
1782895652.105739	-0.559730	-0.005066	1.296426	0.007013	0.008733	0.084058	0.034460	-0.011751	0.018053
1782895652.115885	-0.559440	-0.004879	1.296558	0.007222	0.009995	0.087933	0.042898	-0.014143	0.009099
1782895652.124556	-0.559061	-0.004729	1.296757	0.008696	0.009802	0.090545	0.042898	-0.014143	0.009099
1782895652.136350	-0.558846	-0.004582	1.296922	0.005965	0.010268	0.093624	0.049283	-0.018051	0.011537
