时间(s)	位置x(m)	位置y(m)	位置z(m)	欧拉角roll(rad)	欧拉角pitch(rad)	欧拉角yaw(rad)	速度x(m/s)	速度y(m/s)	速度z(m/s)
1782895744.539914	-0.539671	-0.047249	1.251012	-0.000666	-0.000582	0.010738	0.042724	0.008455	0.055100
1782895744.543747	-0.539671	-0.047249	1.251012	-0.000666	-0.000582	0.010738	0.042724	0.008455	0.055100
1782895744.546849	-0.539458	-0.047328	1.251722	0.001605	-0.002535	0.010814	0.042724	0.008455	0.055100
1782895744.557223	-0.539098	-0.047208	1.252338	-0.000893	-0.003309	0.010791	0.046136	0.006452	0.055702
1782895744.567008	-0.538748	-0.047123	1.252683	0.000204	-0.003651	0.010717	0.042631	0.001678	0.059174
1782895744.578313	-0.538422	-0.046867	1.253088	0.000985	-0.003934	0.013527	0.042631	0.001678	0.059174
1782895744.586914	-0.538058	-0.046582	1.253726	-0.004782	-0.002886	0.016217	0.042631	0.001678	0.059174
1782895744.597135	-0.538058	-0.046582	1.253726	-0.004782	-0.002886	0.016217	0.041629	0.008562	0.063887
1782895744.607600	-0.537692	-0.046386	1.254364	-0.002329	-0.001129	0.018693	0.041629	0.008562	0.063887
1782895744.617159	-0.537537	-0.046215	1.255402	0.001323	-0.002066	0.022472	0.047094	0.000277	0.090519
1782895744.627090	-0.537155	-0.045980	1.256072	-0.007019	-0.001374	0.025036	0.047094	0.000277	0.090519
1782895744.637172	-0.537039	-0.045949	1.257176	0.000946	-0.003538	0.028367	0.040949	0.004649	0.099279
1782895744.647265	-0.536764	-0.045709	1.258373	-0.001623	-0.002547	0.031718	0.040949	0.004649	0.099279
1782895744.657577	-0.536501	-0.045604	1.259529	-0.001881	-0.005212	0.035076	0.046774	-0.000617	0.134910
1782895744.668896	-0.536387	-0.045183	1.260923	-0.003259	-0.003211	0.037975	0.046774	-0.000617	0.134910
1782895744.678431	-0.535932	-0.044969	1.262607	-0.001696	-0.004384	0.040512	0.038544	0.007498	0.139186
1782895744.688002	-0.535932	-0.044969	1.262607	-0.001696	-0.004384	0.040512	0.038544	0.007498	0.139186
1782895744.696917	-0.535939	-0.044846	1.264053	-0.002656	-0.004877	0.044333	0.042460	0.003215	0.165260
1782895744.708462	-0.535717	-0.044636	1.265755	0.000234	-0.004554	0.047231	0.042460	0.003215	0.165260
1782895744.717751	-0.535547	-0.044294	1.267594	-0.003510	-0.003433	0.048947	0.035633	0.008146	0.153124
1782895744.728432	-0.535159	-0.044297	1.269161	-0.000934	-0.005227	0.052373	0.035633	0.008146	0.153124
1782895744.740374	-0.535164	-0.043989	1.270972	-0.002388	-0.005560	0.056178	0.035633	0.008146	0.153124
1782895744.747619	-0.535004	-0.043683	1.272687	-0.004917	-0.005185	0.058946	0.036296	0.003602	0.149533
1782895744.757266	-0.534922	-0.043534	1.274047	-0.005237	-0.005763	0.062910	0.036296	0.003602	0.149533
1782895744.768161	-0.534803	-0.043218	1.275587	-0.003442	-0.006149	0.067441	0.029193	0.004839	0.135882
1782895744.777301	-0.534708	-0.042924	1.276976	-0.007288	-0.004504	0.068310	0.029193	0.004839	0.135882
1782895744.788432	-0.534708	-0.042924	1.276976	-0.007288	-0.004504	0.068310	0.026471	0.008014	0.124946
1782895744.796608	-0.534693	-0.042610	1.278465	-0.003580	-0.004691	0.070691	0.026471	0.008014	0.124946
1782895744.806635	-0.534374	-0.042353	1.279578	-0.001798	-0.006808	0.073398	0.026471	0.008014	0.124946
1782895744.817589	-0.534388	-0.042149	1.280862	-0.006754	-0.005092	0.078456	0.026471	0.008014	0.124946
1782895744.829193	-0.534253	-0.042070	1.281714	-0.002877	-0.006138	0.081830	0.031044	0.009029	0.087476
1782895744.836882	-0.534316	-0.041729	1.282650	-0.004720	-0.005778	0.084979	0.031044	0.009029	0.087476
1782895744.847873	-0.534130	-0.041373	1.283535	-0.009667	-0.003000	0.086980	0.031044	0.009029	0.087476
1782895744.856674	-0.534146	-0.040971	1.284392	-0.003591	-0.005445	0.089014	0.022830	0.007298	0.067811
1782895744.867299	-0.533924	-0.040666	1.284800	-0.003321	-0.005421	0.092668	0.022830	0.007298	0.067811
1782895744.878151	-0.534001	-0.040391	1.285357	-0.010094	-0.002756	0.097061	0.019990	0.009747	0.049397
1782895744.886634	-0.534024	-0.040268	1.285743	-0.003978	-0.004638	0.099907	0.019990	0.009747	0.049397
1782895744.896684	-0.534024	-0.040268	1.285743	-0.003978	-0.004638	0.099907	0.020424	0.011320	0.038800
1782895744.907489	-0.534035	-0.039676	1.285940	-0.005279	-0.003462	0.103357	0.020424	0.011320	0.038800
1782895744.916641	-0.533982	-0.039318	1.286312	-0.001658	-0.004433	0.105851	0.019300	0.010720	0.030109
1782895744.928724	-0.533983	-0.039045	1.286418	-0.005570	-0.003240	0.108685	0.019300	0.010720	0.030109
1782895744.937797	-0.534073	-0.038612	1.286571	-0.005701	-0.003566	0.112543	0.012394	0.013961	0.024872
1782895744.948143	-0.534100	-0.038338	1.286639	-0.005422	-0.004045	0.115734	0.014309	0.016429	0.018073
1782895744.956998	-0.534239	-0.037924	1.286640	-0.005550	-0.003910	0.119991	0.014309	0.016429	0.018073
1782895744.967077	-0.534190	-0.037512	1.286718	-0.006148	-0.003420	0.122353	0.016373	0.014935	0.014589
1782895744.978233	-0.534254	-0.037159	1.286801	-0.006307	-0.002256	0.124505	0.016373	0.014935	0.014589
1782895744.987768	-0.534279	-0.036851	1.286735	-0.006312	-0.001592	0.128195	0.016373	0.014935	0.014589
1782895744.997119	-0.534279	-0.036851	1.286735	-0.006312	-0.001592	0.128195	0.012021	0.018026	0.018609
1782895745.008051	-0.534243	-0.036361	1.286770	-0.000995	-0.002163	0.130361	0.016435	0.020552	0.021647
1782895745.016987	-0.534278	-0.035944	1.286757	0.000290	-0.002170	0.135765	0.016435	0.020552	0.021647
1782895745.027988	-0.534427	-0.035590	1.286881	-0.005393	-0.001773	0.138319	0.016435	0.020552	0.021647
1782895745.037361	-0.534384	-0.035201	1.287075	-0.004578	-0.002357	0.141209	0.012017	0.021027	0.024666
1782895745.048130	-0.534501	-0.034665	1.287264	-0.006053	-0.001590	0.144675	0.012017	0.021027	0.024666
1782895745.057524	-0.534461	-0.034202	1.287171	-0.008508	0.001022	0.148510	0.013036	0.025199	0.030362
1782895745.067510	-0.534629	-0.033731	1.287509	-0.006456	0.000526	0.150284	0.013748	0.023466	0.029689
1782895745.077441	-0.534629	-0.033731	1.287509	-0.006456	0.000526	0.150284	0.013748	0.023466	0.029689
1782895745.087525	-0.534727	-0.032857	1.288016	-0.003666	0.000868	0.154899	0.013748	0.023466	0.029689
1782895745.097287	-0.534727	-0.032857	1.288016	-0.003666	0.000868	0.154899	0.011797	0.024966	0.036651
1782895745.108450	-0.534678	-0.032363	1.288382	-0.003010	-0.000721	0.158136	0.011797	0.024966	0.036651
1782895745.117333	-0.534781	-0.031860	1.288599	-0.000941	-0.001038	0.161019	0.016673	0.025135	0.031404
1782895745.127005	-0.534930	-0.031529	1.288765	-0.002698	0.000473	0.165333	0.016673	0.025135	0.031404
1782895745.137421	-0.534996	-0.030919	1.289058	-0.003215	-0.000565	0.168197	0.011028	0.026170	0.032033
1782895745.148466	-0.535165	-0.030659	1.289174	-0.003782	-0.000030	0.171900	0.014581	0.026003	0.033478
1782895745.158076	-0.535225	-0.030104	1.289454	-0.004218	-0.000687	0.175618	0.014581	0.026003	0.033478
1782895745.167022	-0.535314	-0.029657	1.289768	-0.000717	-0.002233	0.178812	0.013808	0.028605	0.016468
1782895745.177045	-0.535409	-0.029100	1.289800	0.000777	-0.000947	0.181145	0.013808	0.028605	0.016468
1782895745.187039	-0.535459	-0.028695	1.289937	-0.001530	0.000504	0.183147	0.013808	0.028605	0.016468
1782895745.197824	-0.535459	-0.028695	1.289937	-0.001530	0.000504	0.183147	0.005395	0.030628	0.020271
1782895745.207090	-0.535563	-0.028140	1.290315	0.001090	-0.001139	0.184546	0.005395	0.030628	0.020271
1782895745.217059	-0.535577	-0.027690	1.290190	0.002263	-0.001737	0.188086	0.012423	0.028618	0.018850
1782895745.227140	-0.535684	-0.027091	1.290238	-0.001388	-0.000199	0.192034	0.012423	0.028618	0.018850
1782895745.237084	-0.535693	-0.026693	1.290234	-0.002451	-0.000036	0.193880	0.003405	0.032578	0.002765
1782895745.247697	-0.535879	-0.026170	1.290281	-0.002834	-0.000784	0.197722	0.003405	0.032578	0.002765
1782895745.257448	-0.536036	-0.025728	1.290315	-0.000366	-0.001306	0.199970	0.004620	0.032525	0.016526
1782895745.267465	-0.536014	-0.025365	1.290214	0.002663	-0.001426	0.203015	0.007693	0.028083	0.008781
1782895745.277372	-0.536185	-0.024602	1.290425	0.001288	-0.001669	0.206532	0.007693	0.028083	0.008781
1782895745.287701	-0.536331	-0.024300	1.290395	-0.000521	-0.001110	0.208397	0.007693	0.028083	0.008781
1782895745.300985	-0.536331	-0.024300	1.290395	-0.000521	-0.001110	0.208397	0.000988	0.034918	0.008510
1782895745.308370	-0.536506	-0.023772	1.290387	0.003109	-0.001149	0.211442	0.000988	0.034918	0.008510
1782895745.317690	-0.536552	-0.023319	1.290462	0.005514	-0.002156	0.213673	0.005411	0.028559	0.027048
1782895745.326961	-0.536832	-0.022750	1.290381	0.006273	-0.001581	0.217478	0.005411	0.028559	0.027048
1782895745.336901	-0.536884	-0.022215	1.290513	0.006778	-0.001747	0.220203	0.000993	0.034027	0.016781
1782895745.347055	-0.536980	-0.021623	1.290796	0.004012	-0.001171	0.223331	0.000993	0.034027	0.016781
1782895745.357228	-0.537170	-0.021227	1.290877	0.003109	-0.001136	0.225946	0.002861	0.031461	0.040385
1782895745.367096	-0.537345	-0.020797	1.291165	0.001186	-0.002152	0.229551	-0.000458	0.032528	0.029840
1782895745.377027	-0.537523	-0.020207	1.291285	0.003315	-0.001775	0.232318	-0.000458	0.032528	0.029840
1782895745.387015	-0.537693	-0.019844	1.291371	0.006071	-0.001544	0.235483	-0.000458	0.032528	0.029840
1782895745.396888	-0.537693	-0.019844	1.291371	0.006071	-0.001544	0.235483	0.002586	0.033471	0.041424
1782895745.409008	-0.537785	-0.019443	1.291823	0.003434	-0.000085	0.239522	0.002586	0.033471	0.041424
1782895745.417504	-0.538018	-0.018869	1.292265	0.006432	-0.001082	0.243126	0.001150	0.030677	0.035029
1782895745.428052	-0.538175	-0.018382	1.292493	0.007394	0.000991	0.245828	0.001150	0.030677	0.035029
1782895745.436889	-0.538189	-0.017798	1.292722	0.004762	0.001717	0.249711	0.002945	0.032420	0.036032
1782895745.446957	-0.538396	-0.017284	1.292882	0.004129	0.003626	0.251707	0.002945	0.032420	0.036032
1782895745.458637	-0.538400	-0.017023	1.292992	0.008398	0.003471	0.254510	0.003570	0.029899	0.034652
1782895745.467308	-0.538662	-0.016301	1.293287	0.007209	0.004433	0.259945	0.003570	0.029899	0.034652
1782895745.478076	-0.538745	-0.015926	1.293645	0.004578	0.004414	0.263412	-0.000793	0.030127	0.022069
1782895745.487050	-0.538879	-0.015514	1.293674	0.001893	0.004791	0.265795	-0.000793	0.030127	0.022069
1782895745.498064	-0.538879	-0.015514	1.293674	0.001893	0.004791	0.265795	0.007969	0.028866	0.025873
1782895745.507057	-0.539050	-0.015065	1.293865	0.007018	0.004124	0.269705	0.007969	0.028866	0.025873
1782895745.517424	-0.539216	-0.014591	1.294023	0.003974	0.006132	0.272479	-0.000577	0.032535	0.006730
1782895745.527158	-0.539295	-0.013992	1.294195	0.008334	0.004992	0.276283	-0.000577	0.032535	0.006730
1782895745.537365	-0.539461	-0.013621	1.294423	0.005430	0.006131	0.277507	-0.000250	0.030350	0.015429
1782895745.546912	-0.539631	-0.013280	1.294341	0.005417	0.007539	0.281377	-0.000250	0.030350	0.015429
1782895745.556993	-0.539778	-0.012720	1.294349	0.005899	0.007138	0.284852	0.003810	0.024650	0.007225
1782895745.568092	-0.539902	-0.012288	1.294376	0.004586	0.007045	0.287321	0.003810	0.024650	0.007225
1782895745.581254	-0.539902	-0.012288	1.294376	0.004586	0.007045	0.287321	-0.002751	0.029756	0.001865
1782895745.590190	-0.539884	-0.011895	1.294391	0.007079	0.006125	0.291083	-0.002751	0.029756	0.001865
1782895745.598833	-0.540073	-0.011461	1.294426	0.005806	0.005299	0.295051	0.001251	0.025216	0.013004
1782895745.607512	-0.540261	-0.011129	1.294231	0.007826	0.005774	0.297850	0.001251	0.025216	0.013004
1782895745.617942	-0.540434	-0.010607	1.294273	0.006467	0.005599	0.301111	-0.000755	0.024568	0.003776
1782895745.629868	-0.540562	-0.010394	1.294200	0.005757	0.005353	0.303248	0.003229	0.023557	0.012511
