时间(s)	角速度roll(rad/s)	角速度pitch(rad/s)	角速度yaw(rad/s)	推力
1782895727.956692	0.141915	0.741062	2.476960	-2.010665
1782895727.992026	0.141769	0.734960	2.481017	-2.010775
1782895728.028497	0.144592	0.732278	2.448285	-2.026511
1782895728.074013	0.173249	0.618182	2.164735	-2.051414
1782895728.119498	0.201845	0.390607	1.511048	-1.831495
1782895728.159881	0.204668	0.258453	0.755174	-1.412879
1782895728.194181	0.203115	0.177455	0.145013	-1.015374
1782895728.230949	0.203892	0.108439	-0.099360	-0.853116
1782895728.285416	0.209557	0.076147	-0.305616	-0.707376
1782895728.357519	0.216293	-0.058980	-0.470843	-0.624142
1782895728.416051	0.234466	-0.196283	-0.557190	-0.538933
1782895728.459691	0.255717	-0.239527	-0.399294	-0.496133
1782895728.492942	0.287479	-0.245192	-0.249430	-0.450647
1782895728.526740	0.305633	-0.205206	-0.261389	-0.412047
1782895728.569245	0.319787	-0.156223	-0.155114	-0.386267
1782895728.616226	0.329137	-0.069951	-0.008808	-0.355810
1782895728.659658	0.331589	-0.075140	0.156366	-0.330079
1782895728.690524	0.316272	-0.049815	0.357143	-0.313799
1782895728.723820	0.305382	-0.086987	0.415019	-0.308306
1782895728.768689	0.292084	-0.061441	0.462103	-0.302997
1782895728.806497	0.281301	-0.029998	0.453716	-0.286864
1782895728.842956	0.266720	-0.026413	0.433501	-0.277275
1782895728.880214	0.257317	0.005223	0.384371	-0.258203
1782895728.925054	0.253415	0.024795	0.346990	-0.242953
1782895728.970458	0.249004	-0.011906	0.313361	-0.225586
1782895729.006950	0.242783	-0.031408	0.299581	-0.205457
1782895729.040325	0.247313	-0.070320	0.320570	-0.193878
1782895729.082239	0.247936	-0.079373	0.353579	-0.181099
1782895729.126096	0.251759	-0.131409	0.374423	-0.164354
1782895729.170161	0.255238	-0.150739	0.465401	-0.151517
1782895729.205678	0.260836	-0.168519	0.504804	-0.127977
1782895729.236554	0.262322	-0.184673	0.550018	-0.115781
1782895729.279324	0.261507	-0.160686	0.583553	-0.107848
1782895729.308602	0.262344	-0.193099	0.566536	-0.091897
1782895729.344912	0.263967	-0.190685	0.580109	-0.085123
1782895729.446376	0.266370	-0.253979	0.576501	-0.067634
1782895729.502407	0.264638	-0.302319	0.602519	-0.062588
1782895729.546169	0.262243	-0.336314	0.632797	-0.062756
1782895729.579648	0.267562	-0.324405	0.611989	-0.062221
1782895729.616614	0.268632	-0.303618	0.607768	-0.063621
1782895729.659310	0.274983	-0.273239	0.587321	-0.062815
1782895729.689799	0.272385	-0.256334	0.615791	-0.061427
1782895729.728057	0.269333	-0.232904	0.600150	-0.059778
1782895729.777109	0.272694	-0.199919	0.597547	-0.056318
1782895729.823364	0.272950	-0.160866	0.550980	-0.049796
1782895729.863468	0.267705	-0.086985	0.542779	-0.040722
1782895729.900817	0.268357	-0.057770	0.530982	-0.033453
1782895729.940861	0.262066	-0.035338	0.504407	-0.024929
1782895730.004334	0.259321	-0.021312	0.483569	-0.016366
1782895730.040862	0.253104	-0.024587	0.450099	-0.007571
1782895730.084144	0.253832	0.003549	0.445259	0.001105
1782895730.129697	0.254776	0.011219	0.444065	0.006118
1782895730.165276	0.258165	0.000340	0.411725	0.013798
1782895730.200500	0.265280	0.016396	0.398344	0.018413
1782895730.240904	0.269181	0.026149	0.404727	0.023140
1782895730.278848	0.269201	0.043476	0.393165	0.028873
1782895730.312885	0.273538	0.004680	0.367148	0.029117
1782895730.380498	0.275957	-0.041418	0.386250	0.026943
1782895730.500779	0.266192	-0.052918	0.408372	0.028044
1782895730.625880	0.255478	-0.097659	0.428049	0.026323
1782895730.664325	0.245642	-0.123248	0.433000	0.024675
1782895730.699507	0.246220	-0.128742	0.419060	0.025415
1782895730.743919	0.249539	-0.086535	0.394779	0.031643
1782895730.787139	0.251790	-0.087643	0.386282	0.032087
1782895730.830322	0.259704	-0.036959	0.376915	0.038387
1782895730.868753	0.267958	-0.053107	0.354204	0.040767
1782895730.905089	0.274280	-0.089898	0.377634	0.040018
1782895730.953322	0.275508	-0.058816	0.386980	0.043618
1782895731.000833	0.273319	-0.069219	0.404942	0.044971
1782895731.039472	0.267946	-0.074059	0.400580	0.046796
1782895731.072205	0.267871	-0.079524	0.410627	0.048966
1782895731.117509	0.263038	-0.090417	0.422844	0.048604
1782895731.155302	0.260489	-0.119441	0.443680	0.048275
1782895731.192746	0.261270	-0.117609	0.422013	0.049870
1782895731.233775	0.261533	-0.130419	0.427430	0.049400
1782895731.275054	0.261233	-0.176672	0.417085	0.047338
1782895731.314107	0.261593	-0.159988	0.410950	0.048450
1782895731.350329	0.264302	-0.156701	0.416929	0.049761
1782895731.389365	0.263968	-0.153959	0.418580	0.049780
1782895731.431588	0.266497	-0.148013	0.405060	0.050041
1782895731.479098	0.263932	-0.156035	0.406683	0.048600
1782895731.510801	0.264955	-0.133598	0.409383	0.049434
1782895731.546751	0.270030	-0.131834	0.396385	0.050251
1782895731.592264	0.265618	-0.082292	0.402571	0.052062
1782895731.646858	0.269587	-0.074707	0.403434	0.053466
1782895731.708036	0.268837	-0.078278	0.433753	0.052495
1782895731.758916	0.271391	-0.066534	0.431652	0.054121
1782895731.796185	0.272009	-0.062417	0.437473	0.055235
1782895731.830206	0.272210	-0.063700	0.443202	0.056803
1782895731.867406	0.270880	-0.067126	0.438660	0.056700
1782895731.900635	0.265738	-0.058639	0.443228	0.058327
1782895731.942599	0.265932	-0.072356	0.460954	0.057588
1782895731.983201	0.259035	-0.080482	0.461098	0.058244
1782895732.015276	0.262618	-0.126153	0.475431	0.056080
1782895732.058249	0.263152	-0.089465	0.469111	0.059418
1782895732.093729	0.267858	-0.063070	0.423866	0.064069
1782895732.135902	0.266655	-0.058100	0.392542	0.064609
1782895732.176073	0.267228	-0.070804	0.395018	0.065691
1782895732.210625	0.265688	-0.077263	0.389277	0.065191
1782895732.250875	0.265994	-0.117521	0.412575	0.062314
1782895732.295574	0.264457	-0.112565	0.418814	0.061646
1782895732.337643	0.258015	-0.065494	0.408341	0.064691
1782895732.371088	0.254195	-0.064021	0.401358	0.064140
1782895732.405775	0.256573	-0.018278	0.398564	0.068712
1782895732.441069	0.254454	-0.056615	0.397952	0.064418
1782895732.479653	0.260084	-0.040964	0.398279	0.067108
1782895732.510717	0.261641	-0.028040	0.366673	0.067785
1782895732.557590	0.265046	-0.031583	0.375715	0.068312
1782895732.601407	0.267524	-0.010473	0.365000	0.070929
1782895732.635836	0.267993	-0.011774	0.382783	0.070625
1782895732.669716	0.268935	-0.028802	0.384534	0.068622
1782895732.710362	0.272597	-0.045540	0.388533	0.068281
1782895732.791002	0.268328	-0.052767	0.391186	0.066033
1782895732.844022	0.269060	-0.042501	0.385067	0.068192
1782895732.891235	0.263907	-0.016027	0.384407	0.069138
1782895732.938345	0.263630	-0.024115	0.397528	0.068143
1782895732.972507	0.264843	-0.025307	0.382022	0.068340
1782895733.023038	0.266173	-0.033969	0.393407	0.068824
1782895733.059736	0.268443	-0.026638	0.394735	0.068174
1782895733.101005	0.267688	-0.023379	0.396762	0.068845
1782895733.141215	0.268705	-0.022800	0.408338	0.068826
1782895733.182948	0.268446	-0.018183	0.391954	0.068076
1782895733.227465	0.267506	-0.016923	0.393612	0.066986
1782895733.266725	0.267149	-0.008469	0.386342	0.067786
1782895733.306117	0.265331	-0.012883	0.360951	0.067972
1782895733.338936	0.265919	-0.006892	0.369129	0.067698
