时间(s)	角速度roll(rad/s)	角速度pitch(rad/s)	角速度yaw(rad/s)	推力
1782895891.924658	0.161060	0.831203	2.371930	-2.233239
1782895891.959169	0.161031	0.828829	2.369168	-2.239959
1782895891.999643	0.164771	0.827147	2.325759	-2.262287
1782895892.042317	0.210142	0.636561	1.907533	-2.256054
1782895892.072727	0.230292	0.417891	1.354653	-2.033863
1782895892.107506	0.228079	0.293922	0.985455	-1.833626
1782895892.153764	0.216734	0.246829	0.662862	-1.590453
1782895892.197327	0.207867	0.080570	0.202877	-1.288136
1782895892.237757	0.206361	0.066643	-0.030369	-1.060527
1782895892.278312	0.212432	-0.025500	-0.321090	-0.870554
1782895892.312234	0.220449	-0.039867	-0.450214	-0.777798
1782895892.357717	0.224905	-0.104349	-0.424374	-0.752486
1782895892.398386	0.240609	-0.120039	-0.443861	-0.693334
1782895892.432524	0.257596	-0.139796	-0.283043	-0.668048
1782895892.475872	0.268875	-0.142129	-0.194019	-0.628111
1782895892.516723	0.279732	-0.111060	-0.144035	-0.585784
1782895892.560861	0.295239	-0.102124	-0.034520	-0.532459
1782895892.598660	0.305539	-0.099317	0.038816	-0.478956
1782895892.638488	0.304179	-0.101352	0.126933	-0.453428
1782895892.677189	0.303662	-0.091685	0.185214	-0.425518
1782895892.725987	0.303266	-0.105711	0.265203	-0.389651
1782895892.774741	0.289217	-0.151043	0.341993	-0.357282
1782895892.842570	0.274782	-0.135618	0.396455	-0.341126
1782895892.915161	0.265474	-0.171037	0.420893	-0.300897
1782895892.956549	0.249471	-0.220242	0.443257	-0.274887
1782895893.001158	0.245079	-0.214173	0.436587	-0.260956
1782895893.040538	0.242810	-0.203224	0.414031	-0.243983
1782895893.083416	0.247620	-0.199442	0.408615	-0.224553
1782895893.120156	0.252113	-0.229334	0.419800	-0.211065
1782895893.157364	0.257396	-0.218203	0.435272	-0.194152
1782895893.189532	0.265686	-0.189523	0.490377	-0.190150
1782895893.227200	0.269170	-0.199050	0.490165	-0.171170
1782895893.265379	0.274161	-0.210101	0.509889	-0.157558
1782895893.310064	0.275019	-0.199426	0.556099	-0.149859
1782895893.349556	0.281284	-0.149717	0.524614	-0.141053
1782895893.388688	0.279317	-0.133850	0.530114	-0.137876
1782895893.426830	0.273639	-0.149951	0.546678	-0.132140
1782895893.474471	0.269454	-0.106592	0.558737	-0.125736
1782895893.522449	0.266971	-0.118418	0.604107	-0.117378
1782895893.559701	0.262017	-0.105076	0.646348	-0.106997
1782895893.595648	0.258344	-0.144112	0.673329	-0.099954
1782895893.640709	0.254831	-0.136351	0.666742	-0.095213
1782895893.679778	0.254438	-0.125098	0.640736	-0.082927
1782895893.709707	0.249397	-0.163266	0.649433	-0.076957
1782895893.759095	0.253042	-0.164097	0.625053	-0.069664
1782895893.886502	0.253834	-0.180311	0.632176	-0.062179
1782895894.020482	0.267242	-0.177016	0.606250	-0.042942
1782895894.066763	0.288416	-0.092026	0.485325	-0.018017
1782895894.104144	0.293240	-0.058956	0.445933	-0.011521
1782895894.138762	0.295437	-0.047559	0.425760	-0.005806
1782895894.183815	0.295319	-0.023684	0.424919	-0.002840
1782895894.224886	0.289031	-0.029009	0.407924	0.001133
1782895894.259810	0.279185	-0.080450	0.428265	0.000025
1782895894.295580	0.267683	-0.079687	0.436310	0.001581
1782895894.341415	0.256966	-0.097911	0.438095	0.001950
1782895894.379606	0.249584	-0.060410	0.437442	0.005334
1782895894.411096	0.249882	-0.059732	0.443219	0.005234
1782895894.458667	0.247778	-0.066473	0.434522	0.006302
1782895894.505712	0.252248	-0.027177	0.438425	0.009909
1782895894.553650	0.252141	-0.034899	0.410788	0.011642
1782895894.597399	0.259277	-0.038444	0.420479	0.012880
1782895894.629704	0.265798	-0.064002	0.402892	0.013786
1782895894.662855	0.266294	-0.087515	0.372957	0.013748
1782895894.705302	0.266757	-0.053701	0.358648	0.018088
1782895894.744524	0.268284	-0.086038	0.374934	0.015538
