时间(s)	位置x(m)	位置y(m)	位置z(m)	欧拉角roll(rad)	欧拉角pitch(rad)	欧拉角yaw(rad)	速度x(m/s)	速度y(m/s)	速度z(m/s)
1782895841.324928	-0.524582	-0.015943	1.247771	0.004830	-0.003208	0.013092	0.041706	-0.020375	0.001390
1782895841.335886	-0.524296	-0.016224	1.247805	0.008770	-0.005173	0.013738	0.036700	-0.019846	0.000553
1782895841.344287	-0.523940	-0.016407	1.248025	0.006295	-0.004929	0.014237	0.036700	-0.019846	0.000553
1782895841.354403	-0.523940	-0.016407	1.248025	0.006295	-0.004929	0.014237	0.039437	-0.024749	0.007188
1782895841.366683	-0.523592	-0.016386	1.248146	0.010234	-0.005545	0.015504	0.039437	-0.024749	0.007188
1782895841.377336	-0.523422	-0.016309	1.248345	0.007548	-0.004253	0.018500	0.039758	-0.026906	0.030248
1782895841.383843	-0.523313	-0.016461	1.248764	0.006732	-0.003489	0.021460	0.039758	-0.026906	0.030248
1782895841.396597	-0.523313	-0.016461	1.248764	0.006732	-0.003489	0.021460	0.039758	-0.026906	0.030248
1782895841.404528	-0.522753	-0.016516	1.249770	0.006872	-0.003860	0.027568	0.034115	-0.022314	0.060971
1782895841.416872	-0.522753	-0.016516	1.249770	0.006872	-0.003860	0.027568	0.034115	-0.022314	0.060971
1782895841.424398	-0.522225	-0.016551	1.251524	0.005866	-0.004556	0.033235	0.034274	-0.023234	0.086903
1782895841.434770	-0.522225	-0.016551	1.251524	0.005866	-0.004556	0.033235	0.034274	-0.023234	0.086903
1782895841.443369	-0.522105	-0.016644	1.252833	0.004564	-0.003607	0.035624	0.039217	-0.024847	0.128324
1782895841.455129	-0.522105	-0.016644	1.252833	0.004564	-0.003607	0.035624	0.038449	-0.021237	0.141851
1782895841.464631	-0.521557	-0.016576	1.257723	0.002871	-0.004766	0.045559	0.038449	-0.021237	0.141851
1782895841.474051	-0.521557	-0.016576	1.257723	0.002871	-0.004766	0.045559	0.040244	-0.022711	0.174996
1782895841.484339	-0.521250	-0.016633	1.259730	0.002594	-0.005222	0.049499	0.040244	-0.022711	0.174996
1782895841.495494	-0.521035	-0.016803	1.261527	0.001721	-0.005298	0.053069	0.032563	-0.022627	0.181697
1782895841.504944	-0.520901	-0.017004	1.263515	0.001007	-0.006127	0.056508	0.032563	-0.022627	0.181697
1782895841.516758	-0.520681	-0.016843	1.265599	0.000171	-0.006339	0.058383	0.030888	-0.019923	0.193552
1782895841.524926	-0.520561	-0.016875	1.267576	0.003724	-0.007489	0.062890	0.030888	-0.019923	0.193552
1782895841.535758	-0.520375	-0.017120	1.269713	-0.000864	-0.005052	0.066390	0.033318	-0.022848	0.191847
1782895841.543971	-0.520133	-0.016964	1.271956	0.003246	-0.006543	0.069399	0.033318	-0.022848	0.191847
1782895841.554136	-0.519944	-0.016917	1.273936	0.004595	-0.005900	0.073592	0.029472	-0.020899	0.184522
1782895841.565324	-0.519944	-0.016917	1.273936	0.004595	-0.005900	0.073592	0.029472	-0.020899	0.184522
1782895841.576529	-0.519791	-0.017069	1.275784	0.003444	-0.006219	0.076434	0.033204	-0.020580	0.172421
1782895841.583977	-0.519635	-0.016830	1.277654	0.002146	-0.005204	0.078827	0.033204	-0.020580	0.172421
1782895841.595204	-0.519435	-0.017075	1.279649	0.000452	-0.005454	0.083280	0.033204	-0.020580	0.172421
1782895841.604792	-0.519252	-0.017062	1.281112	-0.000054	-0.006310	0.086905	0.037936	-0.025980	0.155843
1782895841.615613	-0.518990	-0.017087	1.282741	0.005273	-0.005193	0.089989	0.037352	-0.028202	0.128619
1782895841.624179	-0.519022	-0.017062	1.284363	-0.000957	-0.005008	0.093499	0.037352	-0.028202	0.128619
1782895841.638454	-0.518790	-0.017060	1.285765	0.005087	-0.005822	0.095200	0.032352	-0.022857	0.104979
1782895841.646305	-0.518790	-0.017060	1.285765	0.005087	-0.005822	0.095200	0.032352	-0.022857	0.104979
1782895841.654782	-0.518473	-0.017091	1.287724	0.000940	-0.005210	0.102633	0.029734	-0.019346	0.085136
1782895841.665388	-0.518225	-0.017106	1.288605	0.000982	-0.004299	0.107273	0.029734	-0.019346	0.085136
1782895841.675162	-0.518225	-0.017106	1.288605	0.000982	-0.004299	0.107273	0.029028	-0.026262	0.079015
1782895841.683786	-0.517980	-0.017027	1.289567	0.002482	-0.004168	0.109963	0.029028	-0.026262	0.079015
1782895841.695379	-0.517980	-0.017027	1.289567	0.002482	-0.004168	0.109963	0.031516	-0.028972	0.060797
1782895841.705542	-0.517943	-0.017101	1.290131	0.005801	-0.004876	0.113359	0.031516	-0.028972	0.060797
1782895841.715796	-0.517731	-0.017341	1.290904	0.007795	-0.007126	0.121541	0.030933	-0.029327	0.035503
1782895841.725138	-0.517450	-0.017113	1.291465	0.006612	-0.006918	0.125026	0.030933	-0.029327	0.035503
1782895841.736581	-0.517308	-0.017173	1.291729	0.005519	-0.006883	0.126921	0.030933	-0.029327	0.035503
