时间(s)	位置x(m)	位置y(m)	位置z(m)	欧拉角roll(rad)	欧拉角pitch(rad)	欧拉角yaw(rad)	速度x(m/s)	速度y(m/s)	速度z(m/s)
1782895674.975436	-0.562400	-0.020118	1.258182	0.008191	0.003323	0.012233	0.011477	-0.008217	0.023620
1782895674.984358	-0.562241	-0.020070	1.258496	0.008136	0.003317	0.012387	0.011477	-0.008217	0.023620
1782895674.993699	-0.562114	-0.020157	1.258880	0.005261	0.004048	0.011553	0.011853	-0.006654	0.029154
1782895675.003311	-0.561928	-0.020182	1.259184	0.005037	0.004397	0.011577	0.011853	-0.006654	0.029154
1782895675.013636	-0.561819	-0.020188	1.259638	0.005434	0.006346	0.012732	0.018549	-0.010331	0.036627
1782895675.023969	-0.561819	-0.020188	1.259638	0.005434	0.006346	0.012732	0.018549	-0.010331	0.036627
1782895675.033571	-0.561703	-0.020148	1.259951	0.002427	0.008087	0.015619	0.015125	-0.007051	0.045382
1782895675.044041	-0.561548	-0.019901	1.260238	0.005046	0.008308	0.018513	0.015125	-0.007051	0.045382
1782895675.054281	-0.561536	-0.020100	1.261444	0.003325	0.008899	0.025917	0.021579	-0.009940	0.075152
1782895675.064895	-0.561536	-0.020100	1.261444	0.003325	0.008899	0.025917	0.021579	-0.009940	0.075152
1782895675.073996	-0.561407	-0.019985	1.262304	0.005521	0.008258	0.028388	0.023323	-0.008132	0.093897
1782895675.085302	-0.561250	-0.019919	1.263194	0.009010	0.008071	0.030392	0.023323	-0.008132	0.093897
1782895675.094752	-0.561043	-0.019897	1.264382	0.003717	0.011466	0.034714	0.023479	-0.008450	0.121454
1782895675.103991	-0.560906	-0.019865	1.265610	0.003428	0.009748	0.037081	0.023479	-0.008450	0.121454
1782895675.115335	-0.560906	-0.019865	1.265610	0.003428	0.009748	0.037081	0.025879	-0.007911	0.131895
1782895675.124285	-0.560812	-0.019706	1.266963	0.006714	0.010530	0.040338	0.025879	-0.007911	0.131895
1782895675.134216	-0.560670	-0.019712	1.268450	0.001281	0.011728	0.043689	0.025879	-0.007911	0.131895
1782895675.143807	-0.560403	-0.019533	1.270072	0.004960	0.010884	0.045909	0.023529	-0.008880	0.145590
1782895675.154426	-0.560260	-0.019537	1.271453	0.003627	0.011570	0.049720	0.031739	-0.008141	0.142988
