时间(s)	角速度roll(rad/s)	角速度pitch(rad/s)	角速度yaw(rad/s)	推力
1782895847.378017	0.155392	0.818568	2.269856	-2.380155
1782895847.413549	0.154794	0.842852	2.273984	-2.379036
1782895847.455175	0.162721	0.839577	2.224972	-2.406633
1782895847.502826	0.217920	0.665460	1.806479	-2.399376
1782895847.547352	0.243113	0.411161	1.260199	-2.170758
1782895847.601185	0.234746	0.276015	0.688724	-1.790194
1782895847.673630	0.215638	0.067564	0.064226	-1.317867
1782895847.720005	0.208681	-0.087517	-0.468209	-0.912395
1782895847.755781	0.210132	-0.155128	-0.778003	-0.708433
1782895847.795726	0.211903	-0.175847	-0.889250	-0.657696
1782895847.830709	0.216914	-0.252048	-0.853398	-0.667698
1782895847.877373	0.227266	-0.266855	-0.661342	-0.720779
1782895847.917686	0.245364	-0.264083	-0.596933	-0.714451
1782895847.950344	0.265194	-0.204854	-0.421831	-0.698759
1782895847.985242	0.274758	-0.176470	-0.219104	-0.674642
1782895848.039865	0.290629	-0.153052	-0.170426	-0.632050
1782895848.076732	0.304520	-0.030706	0.024472	-0.563077
1782895848.108752	0.305379	-0.003532	0.084458	-0.540920
1782895848.154328	0.305101	0.018506	0.188506	-0.510342
1782895848.199307	0.298147	0.023194	0.291678	-0.467952
1782895848.236356	0.290025	0.010929	0.342482	-0.439740
1782895848.275419	0.280251	0.035003	0.388036	-0.424836
1782895848.318036	0.268860	-0.022522	0.433276	-0.409074
1782895848.348909	0.262717	-0.007908	0.442472	-0.385247
1782895848.382810	0.262807	-0.036152	0.418097	-0.356762
1782895848.425435	0.259183	-0.054144	0.456101	-0.346167
1782895848.475639	0.258930	-0.104126	0.494866	-0.323003
1782895848.525102	0.261347	-0.099032	0.518330	-0.301513
1782895848.562415	0.263296	-0.113859	0.568192	-0.276130
1782895848.709903	0.264067	-0.160342	0.618383	-0.261286
1782895848.827542	0.271428	-0.192741	0.661011	-0.210327
1782895848.861671	0.272152	-0.169351	0.692271	-0.177562
1782895848.896036	0.271811	-0.147163	0.684322	-0.167001
1782895848.939723	0.269625	-0.146138	0.645460	-0.155077
1782895848.980886	0.263681	-0.176579	0.611315	-0.136384
1782895849.015439	0.262722	-0.151176	0.608500	-0.124518
1782895849.050936	0.260960	-0.173582	0.584328	-0.111832
1782895849.087065	0.260211	-0.239065	0.575144	-0.097190
1782895849.122822	0.261437	-0.220898	0.568265	-0.092768
1782895849.160634	0.264823	-0.215284	0.545611	-0.079502
1782895849.206378	0.267239	-0.233069	0.512536	-0.070713
1782895849.246048	0.270129	-0.295636	0.497562	-0.062866
1782895849.280332	0.275411	-0.237621	0.486349	-0.055473
1782895849.319105	0.274175	-0.247908	0.474186	-0.051201
1782895849.367216	0.275345	-0.229038	0.465636	-0.044135
1782895849.403948	0.269043	-0.205686	0.442359	-0.037503
1782895849.440640	0.266787	-0.190270	0.453565	-0.034105
1782895849.476704	0.258304	-0.142509	0.413712	-0.026547
1782895849.520189	0.260089	-0.164481	0.426978	-0.025793
1782895849.557537	0.252339	-0.140133	0.403584	-0.018998
1782895849.595790	0.251001	-0.093724	0.393536	-0.012713
1782895849.636248	0.249826	-0.083691	0.360499	-0.010148
1782895849.682089	0.254728	-0.057317	0.360235	-0.006709
1782895849.719940	0.255893	-0.021058	0.354733	-0.001550
1782895849.756966	0.261749	0.005766	0.348932	0.000912
1782895849.798219	0.264583	0.039299	0.343897	0.005985
1782895849.884577	0.262373	0.032452	0.364533	0.006702
1782895849.931802	0.266046	0.054541	0.363929	0.016935
1782895849.978752	0.266423	0.058752	0.358277	0.023532
1782895850.008150	0.268271	0.033697	0.356217	0.024002
1782895850.039668	0.268639	0.054879	0.353426	0.027640
1782895850.078629	0.271528	-0.003856	0.383687	0.028047
1782895850.110282	0.267786	0.005446	0.381632	0.031031
1782895850.147214	0.267858	-0.063261	0.394888	0.028191
1782895850.188742	0.266591	-0.031815	0.401247	0.031652
1782895850.226659	0.261316	-0.084680	0.384206	0.031079
1782895850.267071	0.260602	-0.070420	0.396467	0.033545
1782895850.304803	0.255132	-0.104253	0.393621	0.031760
1782895850.357363	0.258031	-0.094871	0.399942	0.034832
1782895850.414984	0.262988	-0.127592	0.393347	0.033183
1782895850.455756	0.261331	-0.146118	0.402165	0.033271
1782895850.503661	0.264582	-0.159861	0.400687	0.033100
1782895850.540401	0.265896	-0.139920	0.391134	0.034411
1782895850.576543	0.269074	-0.173827	0.376604	0.034141
1782895850.608328	0.271185	-0.109339	0.367445	0.037982
1782895850.653189	0.269035	-0.173509	0.368529	0.033680
1782895850.685052	0.268811	-0.168137	0.376186	0.034572
1782895850.720511	0.267231	-0.148661	0.380355	0.035484
1782895850.765067	0.268013	-0.150373	0.398513	0.036699
1782895850.809969	0.266242	-0.131622	0.385841	0.037656
1782895850.844487	0.266125	-0.136712	0.394939	0.039018
1782895850.881644	0.263239	-0.163840	0.394544	0.037023
1782895850.958790	0.258162	-0.138907	0.399053	0.038697
1782895851.010702	0.259057	-0.139446	0.398192	0.040715
1782895851.061453	0.258664	-0.119314	0.411989	0.042380
1782895851.096778	0.262396	-0.112109	0.395131	0.043938
1782895851.140880	0.262054	-0.125575	0.380863	0.044893
1782895851.183889	0.265815	-0.131631	0.365149	0.045633
1782895851.242542	0.267301	-0.100797	0.355292	0.047856
1782895851.277944	0.268708	-0.159806	0.361446	0.044857
1782895851.315299	0.269819	-0.125037	0.336577	0.047107
1782895851.358513	0.270027	-0.113587	0.335756	0.049910
1782895851.399576	0.267894	-0.143076	0.333898	0.046795
1782895851.441009	0.270030	-0.125187	0.341527	0.049631
1782895851.470860	0.267154	-0.136162	0.347557	0.049244
1782895851.511362	0.264071	-0.101437	0.348942	0.051582
1782895851.556546	0.263788	-0.137743	0.352244	0.049918
1782895851.591045	0.262667	-0.089291	0.338076	0.053251
1782895851.683733	0.265547	-0.095654	0.362830	0.053522
1782895851.780778	0.270794	-0.034518	0.351042	0.059893
1782895851.839285	0.272746	-0.057703	0.377542	0.059709
1782895851.876924	0.273699	-0.061017	0.375095	0.061000
1782895851.914310	0.273021	-0.035847	0.365292	0.063770
1782895851.957589	0.272354	-0.055906	0.360334	0.062156
1782895851.989581	0.271292	-0.048024	0.354682	0.062076
1782895852.069807	0.274754	-0.056381	0.357845	0.063058
1782895852.126258	0.268759	-0.063110	0.380664	0.062923
1782895852.161876	0.268443	-0.025843	0.365652	0.064369
1782895852.196690	0.263810	-0.031663	0.349275	0.062907
1782895852.246045	0.266075	-0.029157	0.349124	0.063208
1782895852.283373	0.263911	-0.045101	0.357800	0.061892
1782895852.318685	0.262456	-0.025625	0.332250	0.063105
1782895852.359680	0.265054	-0.044935	0.343272	0.061332
1782895852.403816	0.266962	-0.044522	0.327496	0.062171
1782895852.447804	0.269477	-0.056210	0.333927	0.062905
1782895852.481765	0.268700	-0.061397	0.322169	0.061098
1782895852.518742	0.269604	-0.040194	0.326046	0.062567
1782895852.561939	0.266355	-0.052144	0.316082	0.060208
1782895852.598328	0.263595	-0.045416	0.302734	0.060399
1782895852.636555	0.267793	-0.043073	0.307751	0.060642
1782895852.677039	0.264126	-0.052522	0.303410	0.058475
1782895852.723694	0.266850	-0.053297	0.322307	0.058129
1782895852.767404	0.267514	-0.024889	0.309793	0.059271
