时间(s)	位置x(m)	位置y(m)	位置z(m)	欧拉角roll(rad)	欧拉角pitch(rad)	欧拉角yaw(rad)	速度x(m/s)	速度y(m/s)	速度z(m/s)
1782895625.785676	-0.575027	-0.036832	1.277492	0.003906	0.002298	0.042633	0.023883	-0.015601	0.008608
1782895625.789785	-0.574945	-0.036933	1.277657	0.002062	0.002828	0.042953	0.023883	-0.015601	0.008608
1782895625.799687	-0.575006	-0.037189	1.277705	0.005117	0.001902	0.043796	0.015811	-0.011741	0.002854
1782895625.809075	-0.575006	-0.037189	1.277705	0.005117	0.001902	0.043796	0.025374	-0.020459	0.008583
1782895625.819169	-0.575016	-0.037454	1.277711	0.003197	0.001882	0.043549	0.025374	-0.020459	0.008583
1782895625.829272	-0.575092	-0.037438	1.277948	0.006636	-0.000004	0.048285	0.025374	-0.020459	0.008583
1782895625.839370	-0.575116	-0.037589	1.278035	0.006481	0.000442	0.051189	0.019504	-0.022036	0.007916
1782895625.849951	-0.575317	-0.037779	1.278251	0.008581	0.001376	0.056127	0.019504	-0.022036	0.007916
1782895625.858930	-0.575365	-0.037729	1.278466	0.006768	0.002296	0.059391	0.020644	-0.022779	0.031539
1782895625.869188	-0.575384	-0.037819	1.278751	0.006854	0.003882	0.062401	0.021325	-0.023281	0.033645
1782895625.878952	-0.575451	-0.038027	1.279050	0.003140	0.005911	0.066558	0.021325	-0.023281	0.033645
1782895625.889390	-0.575657	-0.037857	1.279642	0.001406	0.006800	0.069804	0.021325	-0.023281	0.033645
1782895625.899608	-0.575609	-0.037940	1.280066	0.000984	0.007884	0.072922	0.022248	-0.018368	0.052074
1782895625.909315	-0.575609	-0.037940	1.280066	0.000984	0.007884	0.072922	0.022248	-0.018368	0.052074
1782895625.919194	-0.575718	-0.038154	1.280692	0.000367	0.009436	0.076433	0.024782	-0.023733	0.057857
1782895625.929336	-0.575683	-0.038287	1.281404	0.001524	0.006601	0.080430	0.024782	-0.023733	0.057857
1782895625.938977	-0.575671	-0.038222	1.282186	0.002002	0.009368	0.084446	0.023495	-0.021083	0.068977
1782895625.951467	-0.575633	-0.038378	1.282915	-0.000581	0.008851	0.087583	0.023495	-0.021083	0.068977
1782895625.959457	-0.575491	-0.038406	1.283687	0.000220	0.008668	0.092785	0.026420	-0.026204	0.073212
1782895625.972609	-0.575718	-0.038604	1.284657	-0.000988	0.008706	0.096930	0.026420	-0.026204	0.073212
1782895625.980115	-0.575779	-0.038692	1.285504	-0.003799	0.009875	0.100959	0.018679	-0.020537	0.087764
