鏃堕棿(s)	浣嶇疆x(m)	浣嶇疆y(m)	浣嶇疆z(m)	娆ф媺瑙抮oll(rad)	娆ф媺瑙抪itch(rad)	娆ф媺瑙抷aw(rad)	閫熷害x(m/s)	閫熷害y(m/s)	閫熷害z(m/s)
1782895724.261483	-0.482263	-0.001934	1.300106	0.014706	0.007567	0.542607	0.006125	-0.000034	-0.021558
1782895724.276068	-0.48197	-0.001823	1.299855	0.010075	0.010071	0.543127	0.006125	-0.000034	-0.021558
1782895724.287818	-0.481988	-0.001503	1.299549	0.010604	0.010700	0.545339	0.004919	0.003147	-0.022504
1782895724.351460	-0.481127	-0.000697	1.297664	0.012198	0.006676	0.553608	0.010687	0.003275	-0.039120
1782895724.358828	-0.480966	-0.000631	1.297415	0.006669	0.006931	0.555222	0.018150	-0.002809	-0.025960
1782895724.368608	-0.480755	-0.000549	1.297155	0.006919	0.006636	0.556533	0.018150	-0.002809	-0.025960
1782895724.383218	-0.480555	-0.000240	1.296632	0.008546	0.004246	0.558345	0.018190	-0.002297	-0.045309
1782895724.386787	-0.480555	-0.000240	1.296632	0.008546	0.004246	0.558345	0.018190	-0.002297	-0.045309
1782895724.397401	-0.480095	0.000066	1.296066	0.009770	0.004240	0.562123	0.014952	0.001460	-0.034263
1782895724.407121	-0.480095	0.000066	1.296066	0.009770	0.004240	0.562123	0.014952	0.001460	-0.034263
1782895724.417110	-0.480009	0.000363	1.295771	0.014314	0.003677	0.563243	0.023945	-0.005059	-0.028709
1782895724.427425	-0.479779	0.000516	1.295362	0.009329	0.004019	0.563637	0.023945	-0.005059	-0.028709
1782895724.437628	-0.4795	0.000650	1.295111	0.011688	0.003768	0.565970	0.019411	0.001294	-0.036130
1782895724.448019	-0.479294	0.000754	1.294850	0.009254	0.004293	0.566452	0.019411	0.001294	-0.036130
1782895724.456722	-0.479294	0.000754	1.294850	0.009254	0.004293	0.566452	0.023954	-0.003080	-0.010057
1782895724.466682	-0.478819	0.001217	1.294578	0.010441	0.002667	0.570682	0.022305	-0.003095	-0.019486
1782895724.476588	-0.478608	0.001396	1.294638	0.007919	0.001329	0.573151	0.022305	-0.003095	-0.019486
1782895724.486959	-0.478369	0.001549	1.294744	0.010978	0.000522	0.574414	0.022305	-0.003095	-0.019486
1782895724.497182	-0.478369	0.001549	1.294744	0.010978	0.000522	0.574414	0.020609	-0.000752	0.007283
1782895724.506615	-0.478225	0.001746	1.294794	0.011231	0.000247	0.575959	0.020609	-0.000752	0.007283
1782895724.517150	-0.477948	0.001949	1.294860	0.011148	0.000608	0.579490	0.021469	-0.001681	0.012898
1782895724.526585	-0.47775	0.002218	1.295049	0.009307	0.000203	0.580226	0.021469	-0.001681	0.012898
1782895724.538910	-0.477537	0.002479	1.295360	0.010162	0.002096	0.580356	0.018304	0.004741	0.021576
1782895724.546540	-0.477188	0.002458	1.295618	0.010635	0.004561	0.583118	0.018304	0.004741	0.021576
1782895724.556516	-0.476973	0.002742	1.295971	0.006775	0.005026	0.585231	0.023152	-0.001838	0.033180
1782895724.566524	-0.476748	0.002996	1.296394	0.010799	0.002577	0.586692	0.018151	0.003130	0.028033
1782895724.576479	-0.476413	0.003239	1.296890	0.013714	0.002624	0.588255	0.018151	0.003130	0.028033
1782895724.587417	-0.476171	0.003337	1.297322	0.013434	0.001465	0.591101	0.018151	0.003130	0.028033
1782895724.596603	-0.476171	0.003337	1.297322	0.013434	0.001465	0.591101	0.021823	0.000686	0.041264
1782895724.606642	-0.475947	0.003637	1.297635	0.012032	0.001118	0.592022	0.021823	0.000686	0.041264
1782895724.617722	-0.475719	0.003893	1.298269	0.008041	0.001568	0.595603	0.021823	0.000686	0.041264
1782895724.627161	-0.475271	0.003868	1.298772	0.011725	0.000250	0.597139	0.021273	-0.001262	0.033671
1782895724.637622	-0.475108	0.004093	1.299181	0.013704	0.001121	0.598200	0.021751	0.003239	0.034159
1782895724.648581	-0.474922	0.004281	1.299475	0.013216	0.002471	0.599616	0.021751	0.003239	0.034159
1782895724.657009	-0.474616	0.004626	1.299854	0.013476	0.001768	0.602007	0.024802	-0.000003	0.032453
1782895724.667201	-0.474287	0.005027	1.300370	0.011230	0.001141	0.603427	0.019245	-0.000704	0.029804
1782895724.676888	-0.47401	0.005130	1.300683	0.010460	0.001854	0.605340	0.019245	-0.000704	0.029804
1782895724.688331	-0.47401	0.005130	1.300683	0.010460	0.001854	0.605340	0.019245	-0.000704	0.029804
1782895724.697271	-0.473633	0.005402	1.301014	0.016399	0.000787	0.607389	0.023251	0.001049	0.025149
1782895724.707642	-0.47338	0.005489	1.301232	0.013765	-0.000136	0.609988	0.023251	0.001049	0.025149
1782895724.717168	-0.473206	0.005782	1.301524	0.010199	0.001013	0.611206	0.027795	-0.000636	0.014793
1782895724.728888	-0.472875	0.006000	1.301760	0.010175	0.000767	0.612017	0.027795	-0.000636	0.014793
1782895724.737894	-0.472481	0.006243	1.301958	0.009194	0.002277	0.613643	0.024773	0.001392	0.004021
1782895724.748426	-0.472302	0.006669	1.301829	0.011690	0.002848	0.614845	0.024773	0.001392	0.004021
1782895724.756825	-0.472035	0.006902	1.301888	0.009276	0.002489	0.616920	0.026265	-0.000508	0.001049
1782895724.767908	-0.471761	0.007064	1.301706	0.013492	0.002041	0.619527	0.026265	-0.000508	0.001049
1782895724.778029	-0.471493	0.007229	1.301677	0.012507	0.001687	0.620846	0.024289	-0.000646	-0.017701
1782895724.788900	-0.471198	0.007364	1.301523	0.008400	0.002685	0.621760	0.024289	-0.000646	-0.017701
1782895724.797523	-0.471198	0.007364	1.301523	0.008400	0.002685	0.621760	0.032799	-0.006625	-0.019037
1782895724.807665	-0.470867	0.007685	1.301297	0.009065	0.001971	0.623263	0.032799	-0.006625	-0.019037
1782895724.817341	-0.470571	0.008018	1.301091	0.010900	0.000962	0.624357	0.025764	0.000306	-0.033973
1782895724.827198	-0.470259	0.008225	1.300882	0.007299	0.001137	0.625704	0.025764	0.000306	-0.033973
1782895724.836912	-0.469916	0.008431	1.300438	0.008844	-0.000696	0.626899	0.032461	-0.004901	-0.027969
1782895724.848898	-0.469672	0.008645	1.300288	0.008350	-0.000685	0.628262	0.032461	-0.004901	-0.027969
1782895724.857305	-0.469297	0.008913	1.299945	0.012488	-0.003292	0.631996	0.034743	-0.008238	-0.021481
1782895724.867802	-0.469075	0.009146	1.299702	0.012990	-0.003891	0.634042	0.034743	-0.008238	-0.021481
1782895724.876923	-0.468741	0.009432	1.299475	0.015138	-0.002327	0.634503	0.030741	-0.007019	-0.035827
1782895724.887526	-0.468488	0.009575	1.299273	0.014292	-0.003010	0.635856	0.030741	-0.007019	-0.035827
1782895724.897385	-0.468488	0.009575	1.299273	0.014292	-0.003010	0.635856	0.028605	-0.005585	-0.016375
1782895724.907194	-0.468262	0.009812	1.299066	0.010209	-0.002539	0.636513	0.028605	-0.005585	-0.016375
1782895724.916842	-0.46788	0.010083	1.298717	0.012915	-0.003676	0.637806	0.026765	-0.003632	-0.025096
1782895724.927358	-0.467497	0.010162	1.298600	0.013034	-0.004810	0.639965	0.026765	-0.003632	-0.025096
1782895724.937211	-0.467393	0.010302	1.298619	0.014383	-0.004893	0.641308	0.026447	-0.005613	-0.008882
1782895724.953049	-0.467107	0.010739	1.298543	0.014149	-0.004348	0.642729	0.026447	-0.005613	-0.008882
1782895724.957932	-0.466652	0.010910	1.298592	0.011181	-0.002334	0.644882	0.029699	-0.009433	0.008655
1782895724.967288	-0.466379	0.010875	1.298389	0.012434	-0.003232	0.649087	0.028689	-0.005606	0.004946
1782895724.977743	-0.466022	0.011179	1.298636	0.009625	-0.003245	0.649151	0.028689	-0.005606	0.004946
1782895724.987422	-0.465809	0.011508	1.299036	0.010243	-0.002683	0.649713	0.028689	-0.005606	0.004946
1782895724.997292	-0.465809	0.011508	1.299036	0.010243	-0.002683	0.649713	0.024663	-0.007098	0.026076
1782895725.007486	-0.465518	0.011823	1.299330	0.011080	-0.001825	0.651087	0.024663	-0.007098	0.026076
1782895725.017648	-0.465176	0.011990	1.299553	0.011152	-0.002687	0.653153	0.028279	-0.008634	0.015085
1782895725.027385	-0.464915	0.012231	1.299853	0.013769	-0.002941	0.654494	0.028279	-0.008634	0.015085
1782895725.037567	-0.464501	0.012191	1.300125	0.011645	-0.002684	0.656015	0.022546	-0.007629	0.026908
1782895725.046967	-0.464169	0.012266	1.300382	0.008496	-0.003003	0.658137	0.022546	-0.007629	0.026908
1782895725.057374	-0.463912	0.012410	1.300599	0.009081	-0.003506	0.659728	0.030277	-0.012361	0.023784
1782895725.067485	-0.463713	0.012546	1.300938	0.008643	-0.001692	0.660608	0.029764	-0.010320	0.025177
1782895725.081138	-0.463427	0.012822	1.301285	0.010400	-0.002413	0.661206	0.029764	-0.010320	0.025177
1782895725.090242	-0.463026	0.012980	1.301725	0.011713	-0.001930	0.661625	0.029764	-0.010320	0.025177
1782895725.097563	-0.463026	0.012980	1.301725	0.011713	-0.001930	0.661625	0.030026	-0.010602	0.020775
1782895725.108718	-0.462701	0.013234	1.302065	0.010689	-0.002248	0.662940	0.026237	-0.010942	0.011022
1782895725.116851	-0.462443	0.013336	1.302192	0.010428	-0.002010	0.664581	0.026237	-0.010942	0.011022
1782895725.127040	-0.462217	0.013451	1.302381	0.006728	-0.002244	0.666255	0.019934	-0.008019	0.007889
1782895725.139046	-0.461884	0.013661	1.302392	0.009023	-0.004458	0.668894	0.019934	-0.008019	0.007889
1782895725.147312	-0.461635	0.013822	1.302476	0.009339	-0.004141	0.670418	0.019934	-0.008019	0.007889
1782895725.157510	-0.461396	0.013906	1.302585	0.009824	-0.004092	0.670833	0.023208	-0.009223	0.006286
1782895725.167739	-0.461149	0.014192	1.302711	0.006100	-0.003429	0.670926	0.023208	-0.009223	0.006286
1782895725.176843	-0.460885	0.014318	1.302783	0.003174	-0.003973	0.671403	0.023454	-0.010952	-0.007912
1782895725.186518	-0.460395	0.014477	1.302778	0.007581	-0.003993	0.673352	0.023454	-0.010952	-0.007912
1782895725.197324	-0.460395	0.014477	1.302778	0.007581	-0.003993	0.673352	0.023454	-0.010952	-0.007912
1782895725.207781	-0.46017	0.014557	1.302584	0.004107	-0.003805	0.675170	0.017098	-0.008521	-0.012909
1782895725.218685	-0.45981	0.014674	1.302346	0.006935	-0.005114	0.675441	0.018912	-0.010127	-0.011665
1782895725.226880	-0.459554	0.014723	1.302078	0.007281	-0.005368	0.676206	0.018912	-0.010127	-0.011665
1782895725.238231	-0.459362	0.014944	1.301962	0.006929	-0.004220	0.677005	0.026427	-0.012738	-0.023081
1782895725.247180	-0.459097	0.015080	1.301750	0.005716	-0.003937	0.677035	0.026427	-0.012738	-0.023081
1782895725.257077	-0.458797	0.015159	1.301401	0.005913	-0.005294	0.677920	0.019944	-0.009921	-0.039777
1782895725.267766	-0.458629	0.015319	1.301123	0.005001	-0.005173	0.678906	0.016602	-0.008443	-0.030206
1782895725.276796	-0.458406	0.015418	1.300606	0.002786	-0.004520	0.680821	0.016602	-0.008443	-0.030206
1782895725.286924	-0.458117	0.015862	1.300102	0.004270	-0.006054	0.681926	0.023389	-0.013924	-0.023218
1782895725.297132	-0.458117	0.015862	1.300102	0.004270	-0.006054	0.681926	0.023389	-0.013924	-0.023218
1782895725.307236	-0.457879	0.015891	1.299872	0.008428	-0.006424	0.682343	0.023389	-0.013924	-0.023218
1782895725.319759	-0.457804	0.015994	1.299631	0.011996	-0.007383	0.682339	0.016708	-0.010552	-0.040075
1782895725.329098	-0.457462	0.016027	1.299398	0.007574	-0.006317	0.682913	0.014130	-0.009246	-0.018541
1782895725.337348	-0.457303	0.016124	1.298995	0.010706	-0.008821	0.684657	0.014130	-0.009246	-0.018541
1782895725.347758	-0.457094	0.016226	1.298788	0.010003	-0.008237	0.685479	0.014130	-0.009246	-0.018541
1782895725.357255	-0.456927	0.016389	1.298562	0.010826	-0.009490	0.686803	0.019218	-0.013733	-0.017927
1782895725.367974	-0.456664	0.016430	1.298292	0.009218	-0.009895	0.687922	0.010437	-0.006521	-0.017546
1782895725.377648	-0.45658	0.016541	1.298270	0.009218	-0.009576	0.688200	0.010437	-0.006521	-0.017546
1782895725.387822	-0.456392	0.016600	1.298181	0.010662	-0.010123	0.689093	0.013435	-0.010957	0.006528
1782895725.397105	-0.456392	0.016600	1.298181	0.010662	-0.010123	0.689093	0.013435	-0.010957	0.006528
1782895725.407956	-0.456297	0.016843	1.298137	0.009707	-0.009213	0.690091	0.011007	-0.010622	-0.006161
1782895725.416869	-0.456185	0.016987	1.298025	0.010804	-0.007834	0.690379	0.011007	-0.010622	-0.006161
1782895725.426970	-0.456033	0.017057	1.298100	0.013448	-0.008760	0.690991	0.011007	-0.010622	-0.006161
1782895725.437891	-0.45591	0.017134	1.298221	0.012668	-0.008521	0.692883	0.005691	-0.004942	0.011993
1782895725.446749	-0.455858	0.017346	1.298426	0.008840	-0.009003	0.694415	0.005691	-0.004942	0.011993
1782895725.456585	-0.455701	0.017422	1.298507	0.007401	-0.009559	0.695969	0.010404	-0.009999	0.017416
1782895725.466575	-0.455652	0.017339	1.298614	0.007693	-0.009762	0.698631	0.003566	-0.004532	0.011350
1782895725.477622	-0.455627	0.017477	1.298910	0.006149	-0.010103	0.699133	0.003566	-0.004532	0.011350
1782895725.487287	-0.455497	0.017598	1.299094	0.005786	-0.008520	0.699121	0.003566	-0.004532	0.011350
1782895725.498838	-0.455497	0.017598	1.299094	0.005786	-0.008520	0.699121	0.005520	-0.005936	0.031536
1782895725.508475	-0.455576	0.017647	1.299304	0.004450	-0.008322	0.701258	0.005520	-0.005936	0.031536
1782895725.517301	-0.455462	0.017846	1.299571	0.005441	-0.006716	0.702491	0.007285	-0.008563	0.019644
1782895725.529581	-0.455408	0.017909	1.299911	0.005320	-0.006577	0.701368	0.007285	-0.008563	0.019644
1782895725.537097	-0.45546	0.017983	1.300135	0.007056	-0.006761	0.703530	0.000429	-0.000877	0.019098
1782895725.547638	-0.455286	0.018096	1.300478	0.009832	-0.007071	0.705038	0.000429	-0.000877	0.019098
1782895725.556791	-0.455246	0.018123	1.300831	0.007773	-0.008102	0.705973	0.005797	-0.005730	0.031378
1782895725.566988	-0.455198	0.018186	1.301136	0.006744	-0.007547	0.707218	0.005797	-0.005730	0.031378
1782895725.581778	-0.455216	0.018199	1.301446	0.004855	-0.005873	0.707901	0.005642	-0.005729	0.014741
1782895725.591334	-0.455216	0.018199	1.301446	0.004855	-0.005873	0.707901	0.005642	-0.005729	0.014741
1782895725.597517	-0.455304	0.018365	1.301724	0.004743	-0.006814	0.708386	-0.000624	0.001338	0.008724
1782895725.606910	-0.455299	0.018522	1.301859	0.001436	-0.006287	0.709306	-0.000624	0.001338	0.008724
1782895725.619770	-0.455323	0.018622	1.301932	0.004388	-0.005872	0.710825	0.002145	-0.002151	0.013868
1782895725.627314	-0.455304	0.018651	1.302038	0.004998	-0.006707	0.711618	0.003674	-0.005238	0.001925
1782895725.636905	-0.455262	0.018533	1.302165	0.004527	-0.005210	0.715185	0.003674	-0.005238	0.001925
1782895725.647317	-0.455334	0.018591	1.302235	0.004634	-0.004658	0.715594	0.003674	-0.005238	0.001925
1782895725.657670	-0.455231	0.018726	1.302415	0.007048	-0.003535	0.715700	-0.004466	0.002394	-0.008922
1782895725.667656	-0.455177	0.018955	1.302406	0.006096	-0.002335	0.715620	-0.003017	0.002194	-0.001703
1782895725.677865	-0.455284	0.019015	1.302339	0.006265	-0.002999	0.716763	-0.003017	0.002194	-0.001703
1782895725.687361	-0.455311	0.019032	1.302198	0.007222	-0.003559	0.717422	-0.003017	0.002194	-0.001703
1782895725.697591	-0.455311	0.019032	1.302198	0.007222	-0.003559	0.717422	0.001206	-0.003500	-0.006131
1782895725.706974	-0.455324	0.019120	1.302192	0.008727	-0.003976	0.719040	0.001206	-0.003500	-0.006131
1782895725.717844	-0.455437	0.019223	1.302036	0.010015	-0.003760	0.720038	-0.005227	0.001139	-0.018885
1782895725.726907	-0.455438	0.019335	1.302054	0.008979	-0.002781	0.720326	-0.005227	0.001139	-0.018885
1782895725.737002	-0.455417	0.019516	1.301847	0.009568	-0.002956	0.720811	-0.006537	0.002560	-0.007830
1782895725.747940	-0.455449	0.019651	1.301800	0.008465	-0.001991	0.721284	-0.006537	0.002560	-0.007830
1782895725.757308	-0.455501	0.019635	1.301566	0.009033	-0.003013	0.722104	-0.001041	-0.004177	-0.005351
1782895725.766973	-0.455534	0.019723	1.301369	0.010655	-0.003931	0.723841	-0.001041	-0.004177	-0.005351
1782895725.779287	-0.455665	0.019726	1.301251	0.010495	-0.003411	0.724655	-0.006320	-0.000019	-0.018145
1782895725.786941	-0.455633	0.019918	1.301084	0.011559	-0.002725	0.725373	-0.006320	-0.000019	-0.018145
1782895725.797436	-0.455633	0.019918	1.301084	0.011559	-0.002725	0.725373	-0.005935	0.000333	-0.003035
1782895725.807380	-0.455633	0.020036	1.301036	0.009206	-0.001190	0.725829	-0.005935	0.000333	-0.003035
1782895725.817770	-0.455711	0.020180	1.300904	0.011496	-0.001406	0.726573	-0.000799	-0.005713	-0.003399
1782895725.826891	-0.455753	0.020293	1.300850	0.012381	-0.001109	0.727323	-0.000799	-0.005713	-0.003399
1782895725.838466	-0.455765	0.020319	1.300843	0.012510	-0.001166	0.727719	-0.007697	0.000178	-0.010832
1782895725.849801	-0.455729	0.020272	1.300790	0.012595	-0.001378	0.728480	-0.007697	0.000178	-0.010832
1782895725.858653	-0.455665	0.020190	1.300787	0.012631	-0.002525	0.731024	-0.005609	-0.000986	0.005268
1782895725.868624	-0.455664	0.020282	1.300757	0.012187	-0.001884	0.731696	-0.005609	-0.000986	0.005268
1782895725.877155	-0.455768	0.020330	1.300820	0.008421	0.000040	0.731957	-0.001701	-0.004479	0.000894
1782895725.887053	-0.455771	0.020527	1.300985	0.009383	0.000757	0.732868	-0.001701	-0.004479	0.000894
1782895725.896998	-0.455771	0.020527	1.300985	0.009383	0.000757	0.732868	-0.006052	0.001582	-0.002375
1782895725.908079	-0.455706	0.020733	1.301049	0.009867	0.002138	0.732608	-0.006052	0.001582	-0.002375
1782895725.919245	-0.455797	0.020777	1.301136	0.009414	0.002376	0.733349	-0.000794	-0.003309	0.012989
1782895725.927002	-0.455858	0.020861	1.301126	0.009908	0.001866	0.734556	-0.000794	-0.003309	0.012989
1782895725.937012	-0.455899	0.020882	1.301182	0.010790	0.001818	0.735704	0.000647	-0.006774	0.002460
1782895725.947055	-0.455804	0.020853	1.301299	0.013560	0.001282	0.737093	0.000647	-0.006774	0.002460
1782895725.956936	-0.455806	0.020903	1.301395	0.011441	0.002281	0.739174	-0.003490	-0.000668	0.002000
1782895725.968511	-0.455666	0.021002	1.301503	0.015479	0.001985	0.739649	-0.003490	-0.000668	0.002000
1782895725.976889	-0.455576	0.021055	1.301646	0.012769	0.001837	0.740062	0.003886	-0.006612	0.012775
1782895725.987109	-0.455627	0.021208	1.301791	0.010847	0.002489	0.741125	0.003886	-0.006612	0.012775
1782895725.998350	-0.455627	0.021208	1.301791	0.010847	0.002489	0.741125	0.002790	-0.008788	0.000401
1782895726.007194	-0.455662	0.021344	1.301892	0.011358	0.001734	0.742220	0.002790	-0.008788	0.000401
1782895726.019950	-0.455529	0.021340	1.302003	0.009814	0.001705	0.743046	0.000421	-0.002395	0.002703
1782895726.027284	-0.455508	0.021359	1.302046	0.007854	0.001067	0.744400	0.000421	-0.002395	0.002703
1782895726.038432	-0.455506	0.021460	1.302082	0.008222	0.000543	0.745128	0.006945	-0.008545	0.009956
1782895726.047065	-0.455412	0.021500	1.302191	0.006452	0.001354	0.745931	0.006945	-0.008545	0.009956
1782895726.056899	-0.455341	0.021610	1.302297	0.005509	0.002209	0.747447	0.004074	-0.009201	0.002829
1782895726.066948	-0.455339	0.021774	1.302333	0.006057	0.003387	0.747846	0.004156	-0.005924	0.004483
1782895726.078779	-0.455208	0.021835	1.302568	0.006285	0.003563	0.748020	0.004156	-0.005924	0.004483
1782895726.086961	-0.455158	0.021957	1.302758	0.009617	0.001716	0.749564	0.004156	-0.005924	0.004483
1782895726.098460	-0.455158	0.021957	1.302758	0.009617	0.001716	0.749564	0.009438	-0.010259	0.005832
1782895726.108772	-0.455069	0.022060	1.302755	0.011416	0.000076	0.751176	0.005723	-0.009525	0.002560
1782895726.117462	-0.454816	0.021957	1.302753	0.010325	0.000095	0.752717	0.005723	-0.009525	0.002560
1782895726.127532	-0.454777	0.022045	1.302722	0.012743	-0.000401	0.754323	0.005723	-0.009525	0.002560
1782895726.139095	-0.454831	0.022156	1.302857	0.010350	-0.000146	0.755191	0.008300	-0.008168	0.000242
1782895726.147730	-0.454618	0.022231	1.302815	0.012425	0.000260	0.755138	0.008300	-0.008168	0.000242
1782895726.158016	-0.45454	0.022429	1.302855	0.012591	0.000306	0.755531	0.010328	-0.011909	0.000038
1782895726.168304	-0.454442	0.022530	1.302797	0.013378	0.000886	0.756306	0.006487	-0.012107	-0.003486
1782895726.178290	-0.454257	0.022554	1.302750	0.014768	-0.001224	0.759167	0.006487	-0.012107	-0.003486
1782895726.187110	-0.454257	0.022554	1.302750	0.014768	-0.001224	0.759167	0.006487	-0.012107	-0.003486
1782895726.198527	-0.454057	0.022605	1.302733	0.009973	-0.001480	0.760957	0.012203	-0.012528	0.000276
1782895726.206930	-0.453965	0.022657	1.302775	0.012778	-0.002118	0.761073	0.012203	-0.012528	0.000276
1782895726.217570	-0.453836	0.022731	1.302765	0.013908	-0.002967	0.762058	0.011908	-0.011935	-0.007803
1782895726.226598	-0.453761	0.022944	1.302746	0.010708	-0.001005	0.763068	0.011908	-0.011935	-0.007803
1782895726.237595	-0.453693	0.023054	1.302638	0.011878	-0.000667	0.762802	0.006876	-0.013627	-0.008962
1782895726.246540	-0.453559	0.023069	1.302588	0.013460	-0.000600	0.764014	0.006876	-0.013627	-0.008962
1782895726.256491	-0.453398	0.023135	1.302411	0.012138	-0.001262	0.765913	0.011031	-0.014207	-0.007539
1782895726.266670	-0.453285	0.023389	1.302323	0.011157	-0.000873	0.767265	0.013926	-0.016373	-0.020682
1782895726.276571	-0.45296	0.023242	1.302017	0.013046	-0.003994	0.769889	0.013926	-0.016373	-0.020682
1782895726.286870	-0.452889	0.023376	1.301780	0.015857	-0.004677	0.771234	0.013926	-0.016373	-0.020682
1782895726.297322	-0.452889	0.023376	1.301780	0.015857	-0.004677	0.771234	0.006108	-0.010930	-0.024832
1782895726.306513	-0.452763	0.023603	1.301674	0.012253	-0.004292	0.771315	0.006108	-0.010930	-0.024832
1782895726.316792	-0.452651	0.023729	1.301333	0.010952	-0.002630	0.771289	0.010135	-0.013852	-0.016685
1782895726.327299	-0.452373	0.023929	1.301137	0.010415	-0.003860	0.772078	0.010135	-0.013852	-0.016685
1782895726.337679	-0.452294	0.023970	1.300994	0.008369	-0.004028	0.772539	0.010135	-0.013852	-0.016685
1782895726.347526	-0.452191	0.024143	1.300631	0.007507	-0.003116	0.773398	0.013936	-0.015968	-0.027707
1782895726.356609	-0.452103	0.024203	1.300476	0.007920	-0.004505	0.774708	0.005799	-0.009662	-0.028972
1782895726.367985	-0.451825	0.024174	1.300136	0.008744	-0.007517	0.776664	0.005799	-0.009662	-0.028972
1782895726.376740	-0.451689	0.024234	1.299818	0.009171	-0.006785	0.776875	0.009379	-0.013166	-0.012160
1782895726.386740	-0.451593	0.024351	1.299659	0.008922	-0.006325	0.777207	0.009379	-0.013166	-0.012160
1782895726.397802	-0.451593	0.024351	1.299659	0.008922	-0.006325	0.777207	0.008037	-0.014338	-0.023018
1782895726.406503	-0.451566	0.024536	1.299511	0.009470	-0.006194	0.777859	0.008037	-0.014338	-0.023018
1782895726.416578	-0.451362	0.024597	1.299347	0.007411	-0.004876	0.779236	0.006161	-0.007093	-0.009556
1782895726.429977	-0.451257	0.024755	1.299183	0.004133	-0.004506	0.779813	0.009697	-0.012653	-0.002704
1782895726.437507	-0.451158	0.025013	1.299111	0.003765	-0.004715	0.781330	0.009697	-0.012653	-0.002704
1782895726.448732	-0.451135	0.025126	1.299079	0.002962	-0.004382	0.781908	0.007390	-0.007549	0.003577
1782895726.456961	-0.450985	0.025212	1.299045	0.003156	-0.004646	0.783083	0.007390	-0.007549	0.003577
1782895726.468020	-0.450914	0.025263	1.299156	0.002752	-0.004497	0.784404	0.007390	-0.007549	0.003577
1782895726.477813	-0.450822	0.025284	1.299292	0.005245	-0.005229	0.785776	0.010932	-0.009651	0.011898
1782895726.487014	-0.450711	0.025414	1.299580	0.003829	-0.005808	0.787547	0.010932	-0.009651	0.011898
1782895726.497097	-0.450711	0.025414	1.299580	0.003829	-0.005808	0.787547	0.008456	-0.010092	0.019215
1782895726.506667	-0.450627	0.025443	1.299952	0.008281	-0.005725	0.788209	0.008456	-0.010092	0.019215
1782895726.517229	-0.450677	0.025564	1.300127	0.006780	-0.005630	0.788748	0.012790	-0.008774	0.026822
1782895726.526540	-0.450602	0.025802	1.300350	0.007804	-0.005735	0.789332	0.012790	-0.008774	0.026822
1782895726.538244	-0.450439	0.025819	1.300560	0.009079	-0.005634	0.790443	0.010680	-0.007942	0.018142
1782895726.547422	-0.450439	0.025998	1.301009	0.012695	-0.005259	0.791072	0.008908	-0.006805	0.021284
1782895726.556992	-0.450321	0.026154	1.301161	0.010990	-0.004337	0.792850	0.008908	-0.006805	0.021284
1782895726.567195	-0.450195	0.026149	1.301328	0.012527	-0.004915	0.793349	0.013958	-0.007677	0.015626
1782895726.576784	-0.450185	0.026199	1.301484	0.009506	-0.004816	0.794725	0.013958	-0.007677	0.015626
1782895726.587325	-0.450064	0.026313	1.301597	0.006604	-0.003815	0.794472	0.013958	-0.007677	0.015626
1782895726.597117	-0.450064	0.026313	1.301597	0.006604	-0.003815	0.794472	0.010107	-0.007474	-0.004718
1782895726.607979	-0.450017	0.026509	1.301712	0.009426	-0.004103	0.795710	0.001306	-0.001954	-0.009211
1782895726.617451	-0.449909	0.026621	1.301783	0.009272	-0.004082	0.795991	0.001306	-0.001954	-0.009211
1782895726.628549	-0.449876	0.026826	1.301817	0.007474	-0.003756	0.796418	0.001306	-0.001954	-0.009211
1782895726.637583	-0.449883	0.026842	1.301682	0.008151	-0.004376	0.796689	0.005729	-0.004785	-0.008234
1782895726.648668	-0.449856	0.026897	1.301539	0.008937	-0.005947	0.798007	0.005729	-0.004785	-0.008234
1782895726.656808	-0.449686	0.026975	1.301220	0.013083	-0.006698	0.799080	0.008590	-0.007043	-0.015901
1782895726.666946	-0.449697	0.027131	1.301147	0.011098	-0.005784	0.800008	0.002584	-0.000728	-0.022024
1782895726.676519	-0.44958	0.027438	1.300915	0.009597	-0.002826	0.799777	0.002584	-0.000728	-0.022024
1782895726.687601	-0.449549	0.027483	1.300716	0.009917	-0.002176	0.800718	0.002584	-0.000728	-0.022024
1782895726.696971	-0.449549	0.027483	1.300716	0.009917	-0.002176	0.800718	0.005693	-0.002767	-0.008487
1782895726.706590	-0.449572	0.027575	1.300629	0.010464	-0.002212	0.801161	0.008521	-0.009148	-0.011249
1782895726.716565	-0.44964	0.027735	1.300540	0.008580	-0.002202	0.802006	0.008521	-0.009148	-0.011249
1782895726.727895	-0.449608	0.027830	1.300545	0.009211	-0.002425	0.802493	0.003510	-0.001966	-0.012991
1782895726.737668	-0.449378	0.027886	1.300271	0.009725	-0.004001	0.805072	0.003510	-0.001966	-0.012991
1782895726.750609	-0.449421	0.027992	1.300276	0.009471	-0.004135	0.805833	0.003510	-0.001966	-0.012991
1782895726.756769	-0.449371	0.028429	1.300372	0.010393	-0.002679	0.805111	0.009722	-0.004372	0.004566
1782895726.768821	-0.449228	0.028593	1.300392	0.010158	-0.002286	0.806201	0.009722	-0.004372	0.004566
