时间(s)	位置x(m)	位置y(m)	位置z(m)	欧拉角roll(rad)	欧拉角pitch(rad)	欧拉角yaw(rad)	速度x(m/s)	速度y(m/s)	速度z(m/s)
1782912431.342638	0.338688	0.751465	1.194175	-0.000362	-0.005415	-0.000652	0.007327	-0.000408	0.018542
1782912431.358433	0.338646	0.751500	1.194292	-0.002274	-0.005092	-0.000368	0.007327	-0.000408	0.018542
1782912431.376487	0.338471	0.751478	1.194404	-0.001063	-0.003306	-0.000217	0.013800	-0.008453	0.022052
1782912431.396859	0.338060	0.751374	1.194740	-0.005920	-0.003237	0.004540	0.006277	-0.000755	0.041380
1782912431.416234	0.337684	0.751433	1.195932	-0.005651	-0.002306	0.009495	0.010259	-0.002542	0.095642
1782912431.439862	0.337149	0.751477	1.198712	-0.009140	-0.002311	0.017595	0.008248	0.002566	0.182759
1782912431.464473	0.336693	0.751525	1.203425	-0.003538	-0.004203	0.020808	0.002441	0.010683	0.317105
1782912431.483257	0.336162	0.751805	1.209873	-0.005087	-0.004553	0.027406	0.002441	0.010683	0.317105
1782912431.498437	0.335806	0.751985	1.213577	-0.006645	-0.005460	0.030058	-0.001815	0.011921	0.377662
1782912431.518054	0.335167	0.751735	1.222449	0.001195	-0.005740	0.036835	0.004747	0.014697	0.421712
1782912431.536024	0.334521	0.751727	1.232213	-0.000731	-0.005647	0.042541	0.004073	0.010358	0.453723
1782912431.557492	0.333996	0.751777	1.242403	0.001935	-0.007772	0.047872	-0.000593	0.016120	0.444088
1782912431.576079	0.333498	0.751909	1.247466	0.001357	-0.007382	0.051480	-0.004954	0.016571	0.433783
1782912431.595802	0.332879	0.751828	1.256817	0.004380	-0.009160	0.058603	-0.006932	0.011282	0.405824
1782912431.616444	0.332211	0.751869	1.265469	0.002059	-0.006479	0.064587	-0.004753	0.008039	0.354843
1782912431.640364	0.331152	0.751691	1.275069	0.003474	-0.004822	0.074080	-0.010812	0.009929	0.279984
1782912431.655831	0.330690	0.751755	1.277601	0.002609	-0.001932	0.077310	-0.009587	0.007334	0.210536
1782912431.676684	0.330338	0.751813	1.279746	0.008076	-0.003092	0.081332	-0.008957	0.002807	0.136447
1782912431.695802	0.329783	0.751585	1.282279	0.008971	-0.000061	0.086680	0.000353	-0.005090	0.067559
1782912431.716012	0.329110	0.751625	1.282893	0.003174	0.002365	0.092456	-0.013704	-0.004583	0.000739
1782912431.736119	0.328328	0.751687	1.282065	0.004420	0.006369	0.100315	-0.006807	-0.011620	-0.054476
1782912431.755752	0.327917	0.751704	1.281481	0.009637	0.007430	0.103275	-0.003896	-0.014743	-0.090739
1782912431.776865	0.327199	0.751575	1.279080	0.008679	0.008147	0.110030	-0.006054	-0.014816	-0.108715
1782912431.802747	0.326108	0.751389	1.274811	0.006405	0.012114	0.121223	-0.008913	-0.013798	-0.113844
1782912431.818323	0.325705	0.751311	1.273282	0.006401	0.009328	0.126578	-0.011502	-0.019065	-0.098983
1782912431.838618	0.325213	0.751036	1.270773	0.009102	0.011025	0.131236	-0.005807	-0.022519	-0.072769
1782912431.859028	0.324322	0.750761	1.269443	0.008416	0.010670	0.138411	-0.007183	-0.019303	-0.051085
1782912431.875890	0.324022	0.750533	1.268661	0.005726	0.012151	0.142381	-0.002922	-0.017997	-0.006793
1782912431.895885	0.323417	0.750130	1.268316	0.001508	0.015475	0.148193	-0.010019	-0.019066	0.045434
1782912431.916856	0.322730	0.749658	1.269023	0.002840	0.014216	0.155650	-0.011624	-0.017135	0.067356
1782912431.935739	0.322058	0.749275	1.270527	0.001528	0.015116	0.162032	-0.004064	-0.018328	0.113385
1782912431.956799	0.321851	0.749174	1.271930	0.002935	0.013773	0.166211	-0.013006	-0.013798	0.122828
1782912431.976040	0.321186	0.748529	1.274486	0.003055	0.013797	0.171275	-0.011682	-0.013443	0.163834
1782912431.999649	0.320536	0.748214	1.277609	0.003069	0.013098	0.177796	-0.014713	-0.012588	0.159312
1782912432.016186	0.320128	0.747540	1.280812	0.001842	0.013040	0.182712	-0.015830	-0.012801	0.156562
1782912432.036126	0.319362	0.747074	1.283805	0.006394	0.012360	0.190556	-0.014452	-0.017015	0.145767
1782912432.056653	0.318836	0.746541	1.286270	0.001538	0.013186	0.197024	-0.011531	-0.016961	0.125385
1782912432.075954	0.318567	0.746455	1.287462	0.008794	0.009775	0.200208	-0.001804	-0.020654	0.094375
1782912432.096343	0.318195	0.745855	1.289107	0.001485	0.014115	0.205935	0.000934	-0.022999	0.060313
1782912432.116175	0.317837	0.745171	1.289648	0.001806	0.013689	0.212283	0.001217	-0.025862	0.027007
1782912432.136065	0.317478	0.744608	1.289628	0.000189	0.013664	0.219259	0.002491	-0.027039	-0.002104
1782912432.157307	0.317289	0.744249	1.289326	0.001022	0.011793	0.222358	0.003030	-0.028240	-0.032048
1782912432.177526	0.317187	0.743662	1.288466	0.004153	0.012488	0.227526	0.004434	-0.027309	-0.053086
1782912432.199970	0.316718	0.743215	1.287052	0.002054	0.009794	0.233439	0.007162	-0.033010	-0.058634
1782912432.216921	0.316656	0.742482	1.285377	0.000575	0.008965	0.240366	0.005204	-0.030234	-0.070049
1782912432.236822	0.316505	0.741836	1.283846	0.000451	0.007859	0.245112	0.007497	-0.028468	-0.064676
1782912432.256773	0.316550	0.741424	1.283036	0.000152	0.008134	0.247280	0.010575	-0.036052	-0.045220
1782912432.278224	0.316469	0.741029	1.281822	-0.000798	0.006677	0.253795	0.008478	-0.030015	-0.029668
