时间(s)	位置x(m)	位置y(m)	位置z(m)	欧拉角roll(rad)	欧拉角pitch(rad)	欧拉角yaw(rad)	速度x(m/s)	速度y(m/s)	速度z(m/s)
1782912868.777147	0.288333	-0.650094	1.201664	0.014216	0.027085	-0.066687	0.027775	0.030199	-0.008063
1782912868.798608	0.288333	-0.650094	1.201664	0.014216	0.027085	-0.066687	0.031035	0.024799	-0.004450
1782912868.817714	0.289143	-0.649250	1.201515	0.009755	0.029014	-0.064599	0.028437	0.023912	0.006100
1782912868.838436	0.289143	-0.649250	1.201515	0.009755	0.029014	-0.064599	0.029771	0.019171	0.049217
1782912868.857767	0.290086	-0.648147	1.203177	0.010671	0.029070	-0.060241	0.024136	0.020323	0.097625
1782912868.877849	0.290346	-0.647938	1.204601	0.011977	0.028326	-0.058399	0.018371	0.027387	0.174600
1782912868.897157	0.290808	-0.647640	1.208209	0.015058	0.025730	-0.054023	0.019005	0.027573	0.249129
1782912868.919255	0.290961	-0.647164	1.213838	0.013046	0.024752	-0.050799	0.012338	0.026756	0.306792
1782912868.937609	0.291163	-0.646711	1.220679	0.021061	0.021413	-0.049372	0.011901	0.031166	0.355127
1782912868.957812	0.291540	-0.646386	1.228695	0.015722	0.020063	-0.044699	0.005076	0.029076	0.393766
1782912868.977431	0.291637	-0.646276	1.237657	0.018372	0.018598	-0.044144	-0.000392	0.035611	0.395995
1782912868.997662	0.291614	-0.646062	1.242054	0.014380	0.020646	-0.041940	0.004857	0.028265	0.401779
1782912869.017615	0.291661	-0.645865	1.250749	0.020067	0.018169	-0.040261	0.003385	0.024949	0.364361
1782912869.037757	0.291633	-0.645688	1.258768	0.022869	0.020078	-0.034502	-0.001427	0.023008	0.337424
1782912869.058461	0.291549	-0.645599	1.265560	0.022983	0.017500	-0.031962	-0.000204	0.014129	0.282684
1782912869.081266	0.291463	-0.645191	1.271046	0.026095	0.019308	-0.027696	-0.002582	0.012306	0.233272
1782912869.119903	0.290971	-0.644893	1.277251	0.022315	0.023451	-0.020591	-0.012672	0.009514	0.095237
1782912869.144122	0.290700	-0.644610	1.278044	0.019747	0.027473	-0.016440	-0.002745	-0.005972	-0.020569
1782912869.161643	0.290341	-0.644359	1.277331	0.014179	0.030799	-0.014091	-0.002745	-0.005972	-0.020569
1782912869.177660	0.290051	-0.644432	1.276624	0.015374	0.029758	-0.012594	-0.008240	-0.007480	-0.067002
1782912869.197840	0.289821	-0.644294	1.275401	0.019421	0.028249	-0.011842	-0.015568	-0.005511	-0.095062
1782912869.217542	0.289157	-0.644369	1.273128	0.015444	0.030284	-0.006715	-0.015707	-0.013621	-0.094878
