时间(s)	位置x(m)	位置y(m)	位置z(m)	欧拉角roll(rad)	欧拉角pitch(rad)	欧拉角yaw(rad)	速度x(m/s)	速度y(m/s)	速度z(m/s)
1782912378.455148	0.512274	0.404339	1.198666	-0.007822	0.011651	-0.028423	0.017517	-0.014373	-0.057143
1782912378.474418	0.512484	0.404175	1.197381	-0.011022	0.011937	-0.029572	0.016033	-0.015746	-0.051170
1782912378.494384	0.512615	0.404221	1.197007	-0.013217	0.012795	-0.030108	0.025009	-0.020187	-0.016807
1782912378.514681	0.512615	0.404221	1.197007	-0.013217	0.012795	-0.030108	0.023875	-0.017538	0.011016
1782912378.534331	0.512615	0.404221	1.197007	-0.013217	0.012795	-0.030108	0.017487	-0.010430	0.066831
1782912378.555335	0.513625	0.404577	1.197558	-0.012978	0.013287	-0.017105	0.021458	-0.006362	0.148676
1782912378.575215	0.513977	0.404623	1.201551	-0.018222	0.015505	-0.010943	0.022744	-0.005190	0.249726
1782912378.594919	0.514457	0.404734	1.207703	-0.016292	0.012672	-0.006624	0.028877	0.002920	0.325625
1782912378.615146	0.514933	0.405240	1.216109	-0.014873	0.013819	-0.002903	0.021015	0.000822	0.403416
1782912378.634677	0.515232	0.405128	1.220896	-0.009970	0.011853	-0.000485	0.027839	0.010607	0.455687
1782912378.654487	0.515674	0.405598	1.231180	-0.009842	0.009194	0.005434	0.034914	0.007438	0.487690
1782912378.674899	0.516262	0.405969	1.242339	-0.012265	0.009634	0.008942	0.032424	0.008415	0.498518
1782912378.694585	0.516844	0.406264	1.253383	-0.008416	0.009513	0.013829	0.029900	0.016641	0.473532
1782912378.714608	0.517318	0.406731	1.263854	-0.008060	0.008482	0.018317	0.027645	0.016199	0.434462
1782912378.735073	0.517891	0.407150	1.272736	-0.012365	0.010009	0.024466	0.030232	0.013084	0.371908
1782912378.754623	0.518505	0.407593	1.279977	-0.009677	0.008936	0.030055	0.032779	0.013159	0.304724
1782912378.774779	0.518713	0.407853	1.282888	-0.008314	0.009206	0.032923	0.042783	0.007864	0.233202
1782912378.794931	0.519219	0.408173	1.287301	-0.007336	0.012781	0.036917	0.037762	0.008099	0.151298
1782912378.815844	0.519873	0.408898	1.289460	-0.011901	0.012591	0.041902	0.037730	0.007169	0.032290
1782912378.835134	0.520406	0.409308	1.289660	-0.004175	0.012819	0.047702	0.038524	0.004041	-0.007611
1782912378.854423	0.520802	0.409676	1.289212	-0.009639	0.012844	0.049849	0.040325	0.000511	-0.075492
1782912378.874177	0.521214	0.410328	1.287092	-0.005291	0.012333	0.056786	0.047802	-0.000712	-0.107416
1782912378.894756	0.521214	0.410328	1.287092	-0.005291	0.012333	0.056786	0.048202	0.000337	-0.150217
1782912378.914356	0.522176	0.411200	1.280199	-0.010291	0.016584	0.065584	0.045949	0.001308	-0.164037
1782912378.935083	0.522607	0.411864	1.276673	-0.011951	0.014998	0.070506	0.041783	0.003090	-0.152258
1782912378.955011	0.522726	0.412173	1.275084	-0.009257	0.014751	0.073143	0.041100	0.004367	-0.121041
1782912378.974661	0.523063	0.412612	1.272261	-0.008086	0.013455	0.076779	0.041375	0.005506	-0.080226
1782912378.994776	0.523563	0.413345	1.270743	-0.008741	0.016032	0.080881	0.029520	0.015216	-0.030770
1782912379.014719	0.523629	0.413882	1.270403	-0.010726	0.014318	0.085827	0.031257	0.012931	0.031595
1782912379.034548	0.523629	0.413882	1.270403	-0.010726	0.014318	0.085827	0.032725	0.013942	0.088256
1782912379.055571	0.523923	0.414679	1.272503	-0.007585	0.012940	0.092705	0.018749	0.020504	0.126018
1782912379.074726	0.523923	0.414679	1.272503	-0.007585	0.012940	0.092705	0.020315	0.025464	0.167053
1782912379.094710	0.523923	0.414679	1.272503	-0.007585	0.012940	0.092705	0.015379	0.024708	0.196111
1782912379.114840	0.523923	0.414679	1.272503	-0.007585	0.012940	0.092705	0.012794	0.027602	0.197723
1782912379.135349	0.523923	0.414679	1.272503	-0.007585	0.012940	0.092705	0.015753	0.025025	0.194769
1782912379.155147	0.523923	0.414679	1.272503	-0.007585	0.012940	0.092705	0.013912	0.025585	0.175321
1782912379.174445	0.523923	0.414679	1.272503	-0.007585	0.012940	0.092705	0.012833	0.030858	0.140520
1782912379.194536	0.523923	0.414679	1.272503	-0.007585	0.012940	0.092705	0.007435	0.029138	0.122439
1782912379.214560	0.523923	0.414679	1.272503	-0.007585	0.012940	0.092705	0.008538	0.027096	0.100693
1782912379.234403	0.523923	0.414679	1.272503	-0.007585	0.012940	0.092705	0.015698	0.027637	0.051242
1782912379.256453	0.523923	0.414679	1.272503	-0.007585	0.012940	0.092705	0.020372	0.022643	0.045420
1782912379.274679	0.522531	0.421157	1.299391	-0.007350	0.016270	0.133885	0.021766	0.025303	0.021324
1782912379.294618	0.522531	0.421157	1.299391	-0.007350	0.016270	0.133885	0.024594	0.027953	-0.010881
1782912379.314571	0.522531	0.421157	1.299391	-0.007350	0.016270	0.133885	0.033014	0.021295	-0.002079
1782912379.363124	0.522531	0.421157	1.299391	-0.007350	0.016270	0.133885	0.033574	0.023216	-0.024002
1782912379.388430	0.522531	0.421157	1.299391	-0.007350	0.016270	0.133885	0.039780	0.021214	-0.038634
1782912379.408137	0.522531	0.421157	1.299391	-0.007350	0.016270	0.133885	0.039780	0.021214	-0.038634
1782912379.427924	0.522780	0.426867	1.294462	-0.008675	0.008910	0.164580	0.033816	0.024485	-0.043455
1782912379.448093	0.522858	0.427582	1.293218	-0.005869	0.007537	0.167686	0.032805	0.024139	-0.055634
1782912379.468014	0.522935	0.427940	1.292462	-0.004161	0.008583	0.171613	0.038130	0.020527	-0.048361
1782912379.488029	0.523021	0.428750	1.290752	-0.005492	0.004898	0.174627	0.033597	0.023662	-0.038619
1782912379.508294	0.523069	0.429006	1.290274	-0.003278	0.007137	0.176021	0.024036	0.028849	-0.042428
1782912379.528272	0.522993	0.429811	1.289202	-0.004847	0.007523	0.179981	0.025961	0.025228	-0.014789
1782912379.549392	0.522993	0.429811	1.289202	-0.004847	0.007523	0.179981	0.019696	0.026951	-0.014320
1782912379.571502	0.522872	0.430629	1.287785	-0.002874	0.004428	0.186540	0.019696	0.026951	-0.014320
1782912379.588181	0.522596	0.431471	1.287327	-0.000858	0.005582	0.189641	0.014551	0.025918	0.010875
1782912379.607442	0.522530	0.431988	1.287292	-0.000880	0.006390	0.193228	0.015093	0.021360	0.027707
1782912379.628801	0.522038	0.432811	1.287408	0.003818	0.006518	0.197396	0.009056	0.024450	0.031921
1782912379.649842	0.521834	0.433055	1.287930	0.001709	0.009929	0.199896	0.011937	0.019307	0.052906
1782912379.667022	0.521487	0.433693	1.288618	-0.000923	0.009718	0.203593	0.001766	0.022123	0.050747
1782912379.688506	0.521487	0.433693	1.288618	-0.000923	0.009718	0.203593	0.001285	0.018451	0.053729
1782912379.708097	0.521487	0.433693	1.288618	-0.000923	0.009718	0.203593	0.001165	0.018006	0.042416
1782912379.728479	0.520559	0.434295	1.290392	0.003300	0.010907	0.210830	0.001165	0.018006	0.042416
1782912379.747175	0.519838	0.434690	1.291848	0.000345	0.013791	0.215535	0.001104	0.011740	0.036472
1782912379.767872	0.519838	0.434690	1.291848	0.000345	0.013791	0.215535	0.001104	0.011740	0.036472
1782912379.790094	0.519838	0.434690	1.291848	0.000345	0.013791	0.215535	0.003702	0.009508	0.020870
1782912379.807926	0.519838	0.434690	1.291848	0.000345	0.013791	0.215535	0.001898	0.012450	-0.001285
1782912379.827504	0.518783	0.435236	1.292988	0.004732	0.017005	0.225079	-0.004015	0.012185	-0.006297
1782912379.847396	0.518244	0.435331	1.293046	0.003346	0.017948	0.229632	0.002205	0.005490	-0.020061
1782912379.867725	0.517069	0.435431	1.292547	0.000693	0.018813	0.235915	0.001491	0.007724	-0.027536
1782912379.887351	0.516585	0.435628	1.291949	0.004264	0.017923	0.239567	0.001491	0.007724	-0.027536
1782912379.907570	0.516414	0.435735	1.291610	0.001310	0.018317	0.241390	0.006469	0.002889	-0.017734
1782912379.928796	0.516269	0.435704	1.291301	-0.000113	0.018797	0.241930	0.006469	0.002889	-0.017734
1782912379.949889	0.515088	0.435597	1.290186	0.001948	0.018755	0.250780	0.000965	0.004604	-0.009606
1782912379.967276	0.514939	0.435484	1.289993	-0.003772	0.018345	0.252401	0.006308	0.004351	-0.021318
1782912379.987656	0.514685	0.435532	1.289737	-0.002851	0.018280	0.254812	0.006308	0.004351	-0.021318
1782912380.008082	0.514524	0.435614	1.289679	-0.003739	0.018582	0.256452	0.002993	0.008475	-0.004889
1782912380.028315	0.514264	0.435647	1.289573	0.000064	0.017140	0.258949	0.012495	0.001530	0.002063
1782912380.048127	0.513973	0.435306	1.289553	-0.001643	0.016001	0.263014	0.007228	0.005931	0.006503
1782912380.067791	0.513874	0.435226	1.289631	0.000058	0.015699	0.264177	0.006499	0.006618	0.026010
1782912380.087652	0.513734	0.435136	1.290236	0.000881	0.014704	0.266424	0.011251	0.009503	0.022861
1782912380.111798	0.513343	0.435162	1.291329	-0.003247	0.015849	0.267940	0.014260	0.006067	0.030594
1782912380.129546	0.513343	0.435162	1.291329	-0.003247	0.015849	0.267940	0.008818	0.011349	0.026049
1782912380.150227	0.513343	0.435162	1.291329	-0.003247	0.015849	0.267940	0.010567	0.009462	0.031956
1782912380.169169	0.513124	0.435339	1.292975	-0.003672	0.016012	0.273492	0.014280	0.008860	0.030825
1782912380.188290	0.513026	0.435376	1.293445	-0.003785	0.015582	0.275305	0.009384	0.011402	0.015466
1782912380.210110	0.512965	0.435302	1.294175	-0.003747	0.013621	0.278024	0.008614	0.011860	0.016669
1782912380.227582	0.512700	0.435514	1.294694	-0.002137	0.014178	0.279301	0.008493	0.015355	-0.001441
1782912380.247872	0.512594	0.435565	1.294842	-0.008989	0.015687	0.283246	0.011640	0.010612	0.002353
1782912380.268213	0.512646	0.435736	1.294838	-0.008375	0.015813	0.285217	0.011640	0.010612	0.002353
1782912380.288069	0.512646	0.435736	1.294838	-0.008375	0.015813	0.285217	0.012415	0.011743	-0.023248
1782912380.307772	0.512407	0.435824	1.294776	-0.003856	0.014322	0.288166	0.014363	0.010257	-0.017720
1782912380.327384	0.512367	0.435826	1.294462	-0.004142	0.014478	0.290859	0.015638	0.009913	-0.029395
1782912380.347666	0.512294	0.435928	1.294222	-0.001181	0.014876	0.291300	0.014978	0.007690	-0.018878
1782912380.369380	0.512340	0.435814	1.294109	-0.001343	0.015576	0.292835	0.010011	0.011580	-0.025113
1782912380.387498	0.512210	0.435968	1.293384	-0.003858	0.013357	0.297476	0.006108	0.012937	-0.014425
1782912380.407687	0.512210	0.435968	1.293384	-0.003858	0.013357	0.297476	0.006108	0.012937	-0.014425
1782912380.430899	0.512186	0.436087	1.293027	-0.001553	0.013804	0.298694	0.004938	0.010933	-0.012329
1782912380.447371	0.511821	0.436164	1.292622	-0.002523	0.012897	0.302204	0.003929	0.010062	-0.003478
1782912380.467605	0.511741	0.436146	1.292433	0.001448	0.013441	0.302415	0.003929	0.010062	-0.003478
1782912380.487117	0.511780	0.436273	1.292864	-0.003305	0.014420	0.306860	0.009158	0.007916	0.005191
1782912380.507548	0.511780	0.436273	1.292864	-0.003305	0.014420	0.306860	0.002902	0.013367	-0.002545
1782912380.530073	0.511468	0.436037	1.293019	0.002461	0.015534	0.310489	0.005979	0.007203	0.014235
1782912380.547533	0.511418	0.436131	1.293251	-0.001892	0.014939	0.312021	0.006990	0.008917	0.005275
1782912380.567850	0.511078	0.436120	1.293529	0.000728	0.013920	0.315636	0.004273	0.005996	0.008016
1782912380.587868	0.511078	0.436120	1.293529	0.000728	0.013920	0.315636	0.004273	0.005996	0.008016
1782912380.608385	0.510818	0.435970	1.294227	0.000090	0.014049	0.317710	0.005016	0.005323	0.007243
1782912380.627843	0.510716	0.436032	1.294318	0.000020	0.013540	0.318691	0.006310	0.004953	0.004613
1782912380.648810	0.510489	0.435932	1.294398	-0.002407	0.014431	0.322991	0.000899	0.008905	-0.007273
1782912380.669066	0.510396	0.435971	1.294682	-0.000228	0.012651	0.323998	0.003317	0.006261	0.003890
1782912380.687534	0.510153	0.435905	1.294653	-0.002017	0.012790	0.325403	0.006871	0.006768	-0.008809
1782912380.707482	0.510069	0.435871	1.294682	-0.000865	0.012102	0.326769	0.008045	0.001884	-0.009571
1782912380.727648	0.510087	0.435807	1.294475	-0.000344	0.014070	0.327394	0.004842	0.003618	-0.015997
1782912380.749048	0.510087	0.435807	1.294475	-0.000344	0.014070	0.327394	0.003466	0.007122	-0.015553
1782912380.768708	0.509947	0.435461	1.294131	-0.003609	0.016823	0.332871	0.008940	0.002898	-0.006597
1782912380.787754	0.509879	0.435535	1.293833	-0.003462	0.017468	0.333217	0.006634	0.004845	-0.021447
1782912380.807922	0.509845	0.435420	1.293569	-0.006648	0.017362	0.335470	0.006658	0.004035	-0.013832
1782912380.829658	0.509769	0.435347	1.293163	-0.005606	0.016675	0.336267	0.005128	0.007526	-0.022335
1782912380.847383	0.509876	0.435307	1.292932	-0.005643	0.016528	0.337663	0.007482	0.004360	-0.007753
1782912380.867482	0.509692	0.435273	1.292592	-0.003866	0.015289	0.340799	0.006573	0.006641	-0.006068
1782912380.887550	0.509754	0.435329	1.292493	-0.003661	0.015182	0.341230	0.001744	0.009783	-0.004438
1782912380.907628	0.509543	0.435144	1.292582	-0.001790	0.016988	0.343049	0.001744	0.009783	-0.004438
1782912380.927912	0.509483	0.435176	1.292506	-0.003827	0.015345	0.344804	0.008500	0.008428	-0.005355
1782912380.948290	0.509476	0.435165	1.292573	-0.004798	0.016744	0.346987	0.009995	0.005398	0.000235
1782912380.968117	0.509487	0.435285	1.292730	-0.005421	0.018419	0.347366	0.010123	0.010880	-0.009279
1782912380.990042	0.509522	0.435240	1.292638	0.000207	0.018132	0.349755	0.010123	0.010880	-0.009279
1782912381.008696	0.509497	0.435300	1.292644	-0.004256	0.019417	0.350330	0.013508	0.007776	0.001576
1782912381.027682	0.509444	0.435561	1.292995	-0.001734	0.019799	0.351765	0.009300	0.011122	0.012691
1782912381.047714	0.509483	0.435560	1.293297	0.001142	0.019290	0.352773	0.012300	0.010905	0.014305
1782912381.067342	0.509635	0.435828	1.293868	-0.001259	0.018331	0.354139	0.015070	0.010517	0.012484
1782912381.087400	0.509746	0.435869	1.294079	-0.002737	0.018380	0.354119	0.015070	0.010517	0.012484
1782912381.107652	0.509702	0.435985	1.294193	-0.003922	0.018234	0.354705	0.013347	0.016184	-0.001956
1782912381.126923	0.509797	0.436077	1.294309	-0.001462	0.017339	0.355634	0.015628	0.013250	0.010101
1782912381.149251	0.509797	0.436077	1.294309	-0.001462	0.017339	0.355634	0.021807	0.013119	-0.000704
1782912381.169656	0.509797	0.436077	1.294309	-0.001462	0.017339	0.355634	0.021956	0.013589	-0.003379
1782912381.187615	0.509797	0.436077	1.294309	-0.001462	0.017339	0.355634	0.021956	0.013589	-0.003379
1782912381.208124	0.509797	0.436077	1.294309	-0.001462	0.017339	0.355634	0.016922	0.019421	-0.017601
1782912381.227979	0.509797	0.436077	1.294309	-0.001462	0.017339	0.355634	0.019264	0.016384	-0.006582
1782912381.248068	0.509797	0.436077	1.294309	-0.001462	0.017339	0.355634	0.024002	0.018846	-0.016267
1782912381.267590	0.509797	0.436077	1.294309	-0.001462	0.017339	0.355634	0.024359	0.017979	-0.016064
1782912381.288599	0.510789	0.438635	1.293342	-0.005316	0.018849	0.366927	0.025818	0.017347	-0.021457
1782912381.307699	0.510769	0.438851	1.293209	-0.005383	0.018501	0.366029	0.023850	0.022913	-0.027012
1782912381.327603	0.510769	0.438851	1.293209	-0.005383	0.018501	0.366029	0.029798	0.018809	-0.009975
1782912381.347359	0.511111	0.439826	1.292487	-0.002835	0.016777	0.368916	0.029211	0.022687	-0.020861
1782912381.368710	0.511335	0.440179	1.292439	-0.004164	0.017571	0.369387	0.028342	0.019127	-0.006046
1782912381.386981	0.511289	0.440427	1.292312	-0.003033	0.016564	0.371009	0.024489	0.024163	-0.009499
1782912381.407490	0.511289	0.440427	1.292312	-0.003033	0.016564	0.371009	0.024489	0.024163	-0.009499
1782912381.429458	0.511740	0.441726	1.292578	-0.000827	0.015348	0.374246	0.031895	0.021041	0.011744
1782912381.447953	0.511837	0.441933	1.292718	0.000499	0.014328	0.374795	0.028988	0.021058	0.024435
1782912381.467943	0.511837	0.441933	1.292718	0.000499	0.014328	0.374795	0.028988	0.021058	0.024435
1782912381.487915	0.512189	0.442525	1.293150	-0.000023	0.013664	0.376926	0.026930	0.026139	0.026907
1782912381.508250	0.512461	0.443502	1.294209	-0.002105	0.013277	0.378648	0.026632	0.026572	0.012660
1782912381.531874	0.512461	0.443502	1.294209	-0.002105	0.013277	0.378648	0.026632	0.026572	0.012660
1782912381.548400	0.512767	0.444324	1.294862	-0.000749	0.012983	0.381305	0.032214	0.022574	0.018912
1782912381.567273	0.512767	0.444324	1.294862	-0.000749	0.012983	0.381305	0.029499	0.026558	-0.002671
1782912381.587420	0.512767	0.444324	1.294862	-0.000749	0.012983	0.381305	0.027365	0.025940	0.004508
1782912381.607439	0.512767	0.444324	1.294862	-0.000749	0.012983	0.381305	0.032648	0.023356	0.000015
1782912381.627573	0.513527	0.446689	1.295198	-0.002780	0.013956	0.386745	0.032648	0.023356	0.000015
1782912381.649832	0.513675	0.447339	1.294862	-0.003500	0.014561	0.388033	0.032413	0.023306	-0.016998
1782912381.669142	0.513663	0.447592	1.294716	-0.003152	0.014744	0.388139	0.032413	0.023306	-0.016998
1782912381.697301	0.513793	0.448257	1.294362	0.001309	0.014123	0.389944	0.036884	0.021013	-0.022152
1782912381.717702	0.514334	0.449276	1.293310	0.004546	0.014303	0.392672	0.028673	0.024000	-0.035278
1782912381.736907	0.514393	0.449523	1.293124	0.004027	0.014003	0.393642	0.032839	0.019223	-0.019949
1782912381.757123	0.514441	0.449673	1.292872	0.003252	0.013121	0.394026	0.032145	0.020553	-0.029993
