时间(s)	角速度roll(rad/s)	角速度pitch(rad/s)	角速度yaw(rad/s)	推力
1782912435.121647	0.000000	1.241036	-1.159129	-1.028075
1782912435.166234	0.000000	1.289870	-1.135814	-1.009103
1782912435.225225	0.000000	0.916421	-0.717900	-1.202303
1782912435.300254	0.076210	0.230616	-0.042356	-1.225667
1782912435.380857	0.110253	-0.553156	0.754154	-0.895994
1782912435.426633	0.110334	-0.886442	1.218749	-0.673037
1782912435.475490	0.114775	-0.894827	1.449359	-0.647791
1782912435.524864	0.124675	-0.770640	1.461702	-0.695605
1782912435.575955	0.141425	-0.653171	1.463085	-0.732799
1782912435.635029	0.170805	-0.527995	1.283721	-0.734991
1782912435.684582	0.220326	-0.452474	1.086473	-0.631574
1782912435.731126	0.313571	-0.327630	0.731750	-0.461141
1782912435.783441	0.371850	-0.333031	0.514988	-0.391801
1782912435.836965	0.426608	-0.292359	0.240452	-0.345453
1782912435.894199	0.450234	-0.192889	0.053431	-0.325599
1782912435.948120	0.420527	-0.136776	-0.063159	-0.306768
1782912436.002564	0.358405	-0.134810	-0.079357	-0.269048
1782912436.060468	0.318009	-0.200971	-0.053244	-0.234192
1782912436.121825	0.211652	-0.161101	-0.086034	-0.187973
1782912436.200043	0.149066	-0.109191	-0.053414	-0.158970
1782912436.244941	0.095905	0.078255	0.063837	-0.117537
1782912436.295787	0.075544	0.166906	0.160805	-0.102993
1782912436.348590	0.059336	0.217690	0.303491	-0.098775
1782912436.399090	0.063769	0.308123	0.395078	-0.110378
1782912436.452942	0.057818	0.319696	0.474126	-0.118953
1782912436.500809	0.089194	0.436493	0.499868	-0.155672
1782912436.548623	0.099953	0.439619	0.470097	-0.170595
1782912436.601469	0.123643	0.415174	0.421134	-0.179889
1782912436.651464	0.136610	0.212630	0.317682	-0.187382
1782912436.701039	0.223824	0.126775	0.250477	-0.163872
1782912436.752307	0.301644	0.042244	0.212501	-0.121957
1782912436.803332	0.365792	0.001235	0.234166	-0.092145
1782912436.857103	0.402483	-0.018765	0.288424	-0.068087
1782912436.901222	0.409329	0.004389	0.313376	-0.053097
1782912436.954743	0.373390	0.035385	0.330160	-0.043333
1782912437.010690	0.333662	0.024640	0.304828	-0.036647
1782912437.069164	0.279314	0.038405	0.285748	-0.028667
1782912437.135994	0.224937	0.057769	0.268126	-0.025745
1782912437.223253	0.187587	0.018531	0.255050	-0.024735
1782912437.293000	0.181384	-0.028735	0.256823	-0.028308
1782912437.341585	0.205524	-0.055085	0.269929	-0.031746
1782912437.399165	0.239049	-0.023609	0.254582	-0.029770
1782912437.449810	0.265959	0.016868	0.251211	-0.028579
1782912437.500940	0.300673	0.018092	0.235464	-0.029154
1782912437.554071	0.317887	0.032651	0.226988	-0.026975
1782912437.610239	0.317443	0.038369	0.233511	-0.024506
1782912437.670098	0.299287	0.051438	0.229597	-0.019427
1782912437.771038	0.278315	0.043293	0.243080	-0.016723
1782912437.854933	0.218066	0.050253	0.224886	-0.011767
1782912437.900529	0.187829	0.074879	0.223915	-0.008151
1782912437.954343	0.184004	0.034055	0.218582	-0.011376
1782912438.008945	0.196909	0.020216	0.230752	-0.015048
1782912438.062988	0.228983	0.047357	0.200699	-0.016475
1782912438.111296	0.268592	0.052606	0.239347	-0.019598
1782912438.166003	0.291652	0.003396	0.228574	-0.020659
1782912438.223249	0.311173	0.012968	0.238057	-0.019754
1782912438.352196	0.316255	0.044606	0.228252	-0.017980
1782912438.432337	0.288730	0.062444	0.222183	-0.013542
1782912438.480132	0.249337	0.086027	0.202445	-0.010007
1782912438.528185	0.227754	0.072294	0.202285	-0.009133
1782912438.580383	0.219985	0.024779	0.223792	-0.009085
1782912438.631346	0.217681	0.050078	0.221286	-0.008538
1782912438.682353	0.235073	0.030753	0.204570	-0.009450
1782912438.736320	0.260383	0.012016	0.197873	-0.011410
1782912438.798391	0.275654	0.016406	0.191233	-0.009270
1782912438.853483	0.292046	0.012471	0.192285	-0.008228
1782912438.903976	0.295777	0.020934	0.194484	-0.006958
1782912438.959523	0.290509	0.029027	0.196369	-0.004404
1782912439.012347	0.275990	-0.002002	0.174140	-0.003508
1782912439.064882	0.252314	0.011530	0.149142	-0.003737
1782912439.116963	0.241513	0.011750	0.174476	-0.004539
1782912439.164324	0.229785	-0.016624	0.176359	-0.005092
1782912439.221987	0.228530	-0.025011	0.186599	-0.005172
1782912439.265868	0.242251	-0.022576	0.224921	-0.005215
1782912439.313289	0.252318	-0.007226	0.234430	-0.004840
1782912439.358653	0.264043	0.018092	0.223655	-0.005045
