时间(s)	位置x(m)	位置y(m)	位置z(m)	欧拉角roll(rad)	欧拉角pitch(rad)	欧拉角yaw(rad)	速度x(m/s)	速度y(m/s)	速度z(m/s)
1782895698.593880	-1.111818	-0.020805	1.292601	0.008003	-0.000008	0.015053	-0.005117	0.009442	0.001089
1782895698.596873	-1.111980	-0.020626	1.292562	0.009064	-0.000262	0.015532	-0.005117	0.009442	0.001089
1782895698.599806	-1.111980	-0.020626	1.292562	0.009064	-0.000262	0.015532	-0.005117	0.009442	0.001089
1782895698.610712	-1.111980	-0.020626	1.292562	0.009064	-0.000262	0.015532	-0.003229	0.009817	0.013159
1782895698.619780	-1.112051	-0.020575	1.292696	0.009381	-0.001280	0.015357	-0.003229	0.009817	0.013159
1782895698.630718	-1.112172	-0.020599	1.292677	0.008175	-0.001100	0.015581	-0.003229	0.009817	0.013159
1782895698.643468	-1.112475	-0.020473	1.292662	0.008102	-0.000725	0.020202	-0.001534	0.002291	0.010610
1782895698.650981	-1.112608	-0.020256	1.292822	0.008481	-0.001356	0.021801	-0.004347	0.009746	0.014215
1782895698.659855	-1.112766	-0.020222	1.292954	0.008567	0.000855	0.025151	-0.004347	0.009746	0.014215
1782895698.670120	-1.112904	-0.019860	1.293012	0.005244	0.003845	0.030208	-0.004347	0.009746	0.014215
1782895698.682496	-1.113171	-0.019504	1.293313	0.012165	0.003256	0.032043	0.000395	0.002111	0.026602
1782895698.690215	-1.113214	-0.019334	1.293454	0.011589	0.004080	0.034388	-0.005617	0.005798	0.017248
1782895698.699672	-1.113214	-0.019334	1.293454	0.011589	0.004080	0.034388	-0.005617	0.005798	0.017248
1782895698.710673	-1.113391	-0.019077	1.293577	0.011209	0.004186	0.038216	-0.004910	0.003523	0.040168
1782895698.719542	-1.113559	-0.018996	1.293792	0.006921	0.006374	0.040148	-0.004910	0.003523	0.040168
1782895698.729793	-1.113657	-0.018786	1.293986	0.007044	0.005979	0.043834	0.003910	0.001796	0.040996
1782895698.740008	-1.113969	-0.018548	1.294195	0.003437	0.006087	0.048495	0.003910	0.001796	0.040996
1782895698.751802	-1.114122	-0.018314	1.294663	0.001367	0.007185	0.050558	-0.001609	0.008320	0.029568
1782895698.759530	-1.114212	-0.018268	1.295088	0.003635	0.007075	0.052990	-0.001609	0.008320	0.029568
1782895698.769618	-1.114381	-0.018111	1.295371	0.006153	0.006923	0.056387	0.002944	0.007554	0.044532
1782895698.779554	-1.114351	-0.017666	1.295730	0.005315	0.007504	0.059485	0.002944	0.007554	0.044532
