时间(s)	角速度roll(rad/s)	角速度pitch(rad/s)	角速度yaw(rad/s)	推力
1782907295.825377	0.000000	-1.821248	-0.959707	0.280081
1782907295.892025	0.000000	-1.853826	-1.051829	0.336987
1782907295.944857	0.000000	-1.316503	-0.679217	0.563154
1782907295.994096	0.107080	-0.602760	-0.091413	0.653749
1782907296.046221	0.208929	0.142352	0.553427	0.601262
1782907296.096168	0.216735	0.483004	0.906853	0.554269
1782907296.147119	0.215184	0.633101	1.112148	0.545087
1782907296.202761	0.218400	0.591923	1.178990	0.557008
1782907296.256862	0.232726	0.565050	1.170458	0.549606
1782907296.316072	0.252568	0.385217	1.029209	0.510310
1782907296.366188	0.282996	0.192222	0.777612	0.410705
1782907296.419117	0.320895	0.189482	0.626927	0.348877
1782907296.473408	0.352324	0.132136	0.402643	0.289413
1782907296.524415	0.352905	0.188707	0.232737	0.266265
1782907296.572683	0.345281	0.167540	0.150199	0.244370
1782907296.631497	0.325985	0.179977	0.132992	0.228281
1782907296.677857	0.284941	0.153802	0.201749	0.198480
1782907296.729724	0.255114	0.145776	0.235635	0.175782
1782907296.773722	0.219742	0.153965	0.236530	0.152521
1782907296.821188	0.208786	0.160623	0.212827	0.143814
1782907296.877726	0.211213	0.062493	0.211437	0.130954
1782907296.957667	0.229807	0.003397	0.197335	0.129385
1782907297.027930	0.257127	-0.057651	0.210754	0.128028
1782907297.076995	0.289666	-0.109895	0.193177	0.130607
1782907297.125912	0.308366	-0.161364	0.184955	0.128877
1782907297.170012	0.316418	-0.157604	0.174183	0.124927
1782907297.214533	0.314010	-0.158481	0.165578	0.119539
1782907297.257610	0.306807	-0.125981	0.166439	0.113162
1782907297.302672	0.291918	-0.092810	0.166513	0.105226
1782907297.367598	0.272037	-0.079329	0.176677	0.095468
1782907297.415095	0.233508	-0.055525	0.194519	0.077535
1782907297.459068	0.221945	-0.108952	0.201133	0.071919
1782907297.504392	0.211419	-0.121024	0.197625	0.066407
1782907297.551237	0.216915	-0.161252	0.215776	0.067263
1782907297.605210	0.232457	-0.153970	0.200149	0.071871
1782907297.662671	0.249916	-0.147210	0.215948	0.074661
1782907297.707063	0.274817	-0.135202	0.224858	0.077821
1782907297.752841	0.288774	-0.105729	0.233667	0.076852
1782907297.803259	0.289188	-0.120086	0.233378	0.073981
