relative_time_s,absolute_time_s,state_cost,control_cost,total_cost,x_err,y_err,z_err,roll_err,pitch_err,yaw_err,vx_err,vy_err,vz_err,u_roll_rate,u_pitch_rate,u_yaw_rate,u_thrust
0,1782832795,8.792644258,9.950517057,18.74316132,-0.998982,0.00454,0.392034,-0.007157,-0.016205,0.85365,-0.027231,0.023682,-0.015144,0,0.089658,3.141593,-0.269948
0.01414895058,1782832795,8.792644258,9.950517057,18.74316132,-0.998982,0.00454,0.392034,-0.007157,-0.016205,0.85365,-0.027231,0.023682,-0.015144,0,0.089658,3.141593,-0.269948
0.03109908104,1782832795,8.798816084,9.946730845,18.74554693,-0.999666,0.004701,0.391885,-0.003034,-0.017762,0.854659,-0.021099,0.022027,-0.00213,0,0.063875,3.141593,-0.270267
0.04680204391,1782832795,8.789625743,9.222611908,18.01223765,-0.999871,0.00516,0.391177,-0.012933,-0.001653,0.854503,0.003546,0.028214,0.034697,0,0.13129,3.021979,-0.270218
0.0603890419,1782832795,8.776186255,8.334752554,17.11093881,-0.999647,0.005816,0.390483,-0.009043,0.01772,0.854304,0.027293,0.023904,0.002246,0,0.10359,2.872462,-0.270155
0.07458305359,1782832795,8.758863766,7.620271609,16.37913537,-0.999477,0.006437,0.389397,-0.005003,0.039914,0.85498,0.027293,0.023904,0.002246,0,0.082022,2.745987,-0.270369
0.08811187744,1782832795,8.728842588,6.776909486,15.50575207,-0.998826,0.007121,0.388275,-0.008337,0.063393,0.851179,0.042004,0.027778,-0.006736,0,0.108852,2.587008,-0.269166
0.1032688618,1782832795,8.684573012,5.489461468,14.17403448,-0.998053,0.008504,0.385987,-0.005066,0.103696,0.849819,0.060709,0.027853,-0.04763,0,0.093481,2.325619,-0.268736
0.1172530651,1782832795,8.659482082,5.038687128,13.69816921,-0.997726,0.009503,0.384532,-0.002943,0.120927,0.849889,0.060709,0.027853,-0.04763,0,0.083654,2.226984,-0.268759
0.1312348843,1782832795,8.625807684,4.329511296,12.95531898,-0.997203,0.010571,0.382506,-0.004771,0.140912,0.850374,0.091848,0.02576,-0.096397,0,0.092995,2.061201,-0.268912
0.1462509632,1782832795,8.545991032,3.299303435,11.84529447,-0.996076,0.012768,0.378003,-0.000947,0.173147,0.847746,0.140748,0.018916,-0.171039,0,0.064954,1.795332,-0.268081
0.1598420143,1782832795,8.476287919,2.746756689,11.22304461,-0.994757,0.013693,0.374491,-0.005561,0.191545,0.842833,0.174255,0.021038,-0.237751,0,0.096718,1.632901,-0.266527
0.1739580631,1782832795,8.476287919,2.746756689,11.22304461,-0.994757,0.013693,0.374491,-0.005561,0.191545,0.842833,0.174255,0.021038,-0.237751,0,0.096718,1.632901,-0.266527
0.1900839806,1782832795,8.277263009,1.863423544,10.14068655,-0.992106,0.017811,0.362431,-0.005209,0.228148,0.840635,0.225485,0.020331,-0.31906,0,0.102768,1.334989,-0.265832
0.2043628693,1782832796,8.207904179,1.636136036,9.844040215,-0.991065,0.01962,0.357877,-0.000773,0.242996,0.84392,0.225485,0.020331,-0.31906,0,0.081612,1.248301,-0.266871
0.2182250023,1782832796,8.113783785,1.332196775,9.445980561,-0.989653,0.021262,0.352151,0.000938,0.24884,0.839604,0.280874,0.016698,-0.389969,0,0.069605,1.121097,-0.265506
0.2427830696,1782832796,7.941297681,0.7341916229,8.675489304,-0.987012,0.025278,0.339924,0.002022,0.269551,0.839006,0.395387,0.023086,-0.541195,0.011426,0.0829,0.809704,-0.265317
0.2567870617,1782832796,7.700022408,0.6272040123,8.32722642,-0.983224,0.029223,0.325228,0.000687,0.281524,0.83291,0.395387,0.023086,-0.541195,0.032209,0.099308,0.733208,-0.263389
0.2710130215,1782832796,7.601354141,0.4333227335,8.034676874,-0.981387,0.032021,0.317552,-0.000276,0.290677,0.834513,0.470796,0.008607,-0.606681,0.070567,0.087285,0.553413,-0.263896
