relative_time_s,absolute_time_s,state_cost,control_cost,total_cost,x_err,y_err,z_err,roll_err,pitch_err,yaw_err,vx_err,vy_err,vz_err,u_roll_rate,u_pitch_rate,u_yaw_rate,u_thrust
0,1782832600,9.021272896,9.578930759,18.60020366,-1.002469,-0.011349,0.389505,-0.008712,-0.011571,0.980607,0.006441,-0.007458,0.006884,0,0.011891,3.079388,-0.310095
0.01657795906,1782832600,9.015914055,9.616127825,18.63204188,-1.002206,-0.011342,0.389276,-0.007854,-0.012736,0.981037,0.006441,-0.007458,0.006884,0,0.007033,3.085423,-0.310231
0.03345680237,1782832600,9.014862353,9.586503214,18.60136557,-1.001988,-0.011159,0.389355,-0.007828,-0.011854,0.980996,0.006018,-0.006476,0.011184,0,0.008901,3.080615,-0.310218
0.04729986191,1782832600,9.010076057,9.156598832,18.16667489,-1.001562,-0.011204,0.389227,-0.009753,-0.004538,0.981676,0.023155,-0.010098,0.031608,0,0.013798,3.00999,-0.310433
0.0608279705,1782832600,9.01019054,8.914336907,17.92452745,-1.001562,-0.011204,0.389227,-0.009753,-0.004538,0.981676,0.047885,-0.005439,0.021435,0,0.02144,2.969429,-0.310433
0.07662796974,1782832600,8.973808517,7.636901206,16.61070972,-1.000604,-0.009661,0.387634,-0.003387,0.034408,0.980663,0.047885,-0.005439,0.021435,0,-0.011281,2.746016,-0.310113
0.08993983269,1782832600,8.937420501,6.760441026,15.69786153,-0.999518,-0.009302,0.386495,-0.005923,0.059381,0.976406,0.060104,-0.014661,0.036258,0,-0.011193,2.581662,-0.308767
0.1038730145,1782832600,8.898238918,5.465250178,14.3634891,-0.998216,-0.007769,0.384401,-0.0041,0.098393,0.979166,0.084457,-0.011142,-0.013067,0,-0.012356,2.317158,-0.309639
0.1174459457,1782832600,8.860905882,4.982527681,13.84343356,-0.997335,-0.006815,0.382882,-0.004868,0.116785,0.976323,0.084457,-0.011142,-0.013067,0,-0.005856,2.210695,-0.308741
0.131456852,1782832600,8.828562471,4.394210599,13.22277307,-0.996614,-0.006017,0.381276,0.000743,0.134244,0.975395,0.106885,-0.011228,-0.063538,0,-0.036091,2.073106,-0.308447
0.1452229023,1782832600,8.746998259,3.300746633,12.04774489,-0.99473,-0.004029,0.376922,0.000837,0.1676,0.975067,0.161487,-0.02026,-0.136411,0,-0.046994,1.789822,-0.308343
0.1597340107,1782832600,8.690011305,2.880796736,11.57080804,-0.993509,-0.002815,0.37407,0.000295,0.182378,0.972521,0.182233,-0.005623,-0.191217,0,-0.017193,1.669108,-0.307538
0.1754078865,1782832600,8.632339173,2.56383657,11.19617574,-0.992407,-0.001489,0.37109,-0.001382,0.199129,0.971014,0.182233,-0.005623,-0.191217,0,-0.004702,1.571473,-0.307062
0.1884918213,1782832600,8.572484135,2.153925236,10.72640937,-0.991406,-5e-06,0.367182,-3.5e-05,0.209232,0.973132,0.229234,-0.016597,-0.222629,0,-0.027033,1.434746,-0.307731
0.2025129795,1782832600,8.508771424,1.496199672,10.0049711,-0.989696,0.001521,0.363319,0.00311,0.232279,0.973416,0.300502,-0.016729,-0.304334,0,-0.041704,1.183092,-0.307821
0.2158508301,1782832600,8.347264766,1.333440528,9.680705293,-0.986775,0.005122,0.354668,-0.004373,0.243407,0.968749,0.300502,-0.016729,-0.304334,0,0.008857,1.113335,-0.306345
0.2292819023,1782832600,8.281817725,1.097064458,9.378882183,-0.985695,0.007226,0.349786,0.002842,0.253458,0.973551,0.333108,-0.024489,-0.334605,0,-0.040151,1.000336,-0.307864
0.2437429428,1782832600,8.104360309,0.6995090985,8.803869408,-0.982053,0.011772,0.338651,-0.000324,0.267016,0.97289,0.416947,-0.023437,-0.409302,0,-0.010273,0.777658,-0.307655
0.2576608658,1782832600,8.006829204,0.6244355859,8.63126479,-0.980016,0.014422,0.332503,-0.00174,0.275031,0.975044,0.416947,-0.023437,-0.409302,0,0.003697,0.727565,-0.308336
0.2754249573,1782832600,7.921982038,0.3154954752,8.237477514,-0.977722,0.017111,0.326166,-0.002288,0.284082,0.976186,0.540084,-0.032648,-0.477973,0.004331,-0.002285,0.469051,-0.308697
0.29053092,1782832600,7.818995247,0.3130707395,8.132065987,-0.97576,0.020231,0.319631,-0.002288,0.284082,0.976186,0.540084,-0.032648,-0.477973,0.013573,0.004691,0.464664,-0.308697
0.3069720268,1782832600,7.597174555,0.2638679547,7.861042509,-0.970614,0.026798,0.305283,-0.002936,0.290796,0.974459,0.570491,-0.016843,-0.534511,0.057609,0.048976,0.365136,-0.308151
0.3230779171,1782832600,7.494888701,0.2648306971,7.759719398,-0.967774,0.030053,0.297547,-0.001873,0.290749,0.972621,0.652785,-0.019021,-0.629773,0.108556,0.046647,0.224079,-0.30757
0.3401257992,1782832600,7.246032013,0.3415118478,7.587543861,-0.961767,0.037596,0.28072,-0.007222,0.292126,0.968725,0.684192,-0.017268,-0.664099,0.146768,0.096775,0.151311,-0.306338
0.3546199799,1782832600,6.983764749,0.4285363476,7.412301097,-0.955631,0.046096,0.262152,-0.007704,0.29036,0.965988,0.684192,-0.017268,-0.664099,0.173027,0.118521,0.147623,-0.305472
0.3689069748,1782832600,6.868003735,0.6419795986,7.509983334,-0.952021,0.050382,0.25187,-0.007502,0.291477,0.964188,0.759882,-0.018505,-0.767371,0.230938,0.124932,0.009064,-0.304903
0.3837637901,1782832600,6.76285305,0.8542556411,7.617108692,-0.948767,0.055004,0.241418,-0.002108,0.287341,0.966688,0.832513,-0.026547,-0.831612,0.272698,0.09143,-0.093837,-0.305694
0.3985879421,1782832600,6.630823367,1.061080815,7.691904183,-0.945064,0.059672,0.23043,-0.001564,0.285973,0.96365,0.847829,-0.015066,-0.875365,0.306613,0.117606,-0.119466,-0.304733
0.4128148556,1782832600,6.35365126,1.28099269,7.63464395,-0.937595,0.069546,0.206962,-0.003193,0.281342,0.959653,0.847829,-0.015066,-0.875365,0.339801,0.148942,-0.109856,-0.303469
0.4262468815,1782832600,6.383015719,1.605353995,7.988369714,-0.937595,0.069546,0.206962,-0.003193,0.281342,0.959653,0.914048,-0.016992,-0.971173,0.380037,0.145782,-0.218465,-0.303469
0.4469048977,1782832600,6.000607347,2.151134638,8.151741986,-0.925333,0.085489,0.168939,-0.001814,0.264306,0.954231,0.976261,-0.026614,-0.995639,0.444084,0.157816,-0.251132,-0.301754
0.4619319439,1782832600,5.874666974,2.440957479,8.315624453,-0.920594,0.091054,0.155594,-0.004155,0.259523,0.948678,1.00701,-0.0121,-1.016897,0.471884,0.207363,-0.284981,-0.299998
0.475605011,1782832600,5.648511769,2.790411093,8.438922862,-0.911519,0.103157,0.129625,-0.004529,0.248257,0.945475,1.00701,-0.0121,-1.016897,0.508611,0.236553,-0.241268,-0.298985
0.4887778759,1782832600,5.650844985,2.713896786,8.364741771,-0.911519,0.103157,0.129625,-0.004529,0.248257,0.945475,1.042903,-0.015296,-0.99184,0.498088,0.231311,-0.300139,-0.298985
0.5068039894,1782832600,5.446674692,2.862380236,8.309054928,-0.901515,0.116369,0.104057,-0.003563,0.233659,0.943418,1.071533,-0.017131,-0.940299,0.512601,0.252353,-0.286525,-0.298335
0.5208258629,1782832600,5.333228783,2.63373436,7.966963144,-0.895886,0.123034,0.091891,-0.003815,0.225572,0.938571,1.0899,-0.007375,-0.841459,0.488297,0.284694,-0.283289,-0.296802
0.5372798443,1782832600,5.171717442,2.935847969,8.10756541,-0.884703,0.137704,0.069461,-0.000718,0.212376,0.934239,1.0899,-0.007375,-0.841459,0.520018,0.299901,-0.233324,-0.295432
0.5545248985,1782832600,5.088745128,2.622933753,7.711678881,-0.878776,0.145485,0.059017,0.003012,0.201677,0.932763,1.114378,-0.003384,-0.732934,0.489212,0.30265,-0.225938,-0.294966
0.5686268806,1782832600,4.944530837,2.390546976,7.335077814,-0.865908,0.161725,0.041272,0.001998,0.184688,0.927435,1.139721,-0.000366,-0.610423,0.462856,0.349677,-0.199756,-0.293281
0.583206892,1782832600,4.878763891,1.970879435,6.849643326,-0.859333,0.170217,0.033946,0.004245,0.17849,0.927245,1.155859,0.002114,-0.469145,0.413885,0.359966,-0.205712,-0.293221
0.5973927975,1782832600,4.817463151,2.051845025,6.869308175,-0.852365,0.179076,0.027258,0.003578,0.168673,0.922591,1.155859,0.002114,-0.469145,0.423345,0.383565,-0.165516,-0.291749
0.613494873,1782832600,4.704552966,1.701026676,6.405579642,-0.837925,0.197242,0.016843,0.009834,0.152035,0.918688,1.168639,0.009508,-0.32979,0.379549,0.400772,-0.124238,-0.290515
0.6269538403,1782832600,4.648110384,1.336657681,5.984768064,-0.830456,0.206495,0.013199,0.011706,0.143184,0.916148,1.174983,0.014485,-0.191542,0.326644,0.418986,-0.101059,-0.289711
0.6407878399,1782832600,4.600561318,1.04089022,5.641451537,-0.822829,0.215888,0.01046,0.014574,0.134596,0.914664,1.188501,0.027342,-0.057081,0.274049,0.444781,-0.091491,-0.289242
0.6562719345,1782832600,4.50564182,1.059199669,5.564841489,-0.80705,0.235397,0.007873,0.021413,0.122141,0.909672,1.188501,0.027342,-0.057081,0.277708,0.449549,-0.056013,-0.287664
0.6732618809,1782832600,4.496166852,0.7822237926,5.278390644,-0.80705,0.235397,0.007873,0.025412,0.106861,0.90311,1.199459,0.032228,0.065703,0.226144,0.434842,0.012831,-0.285588
0.6869859695,1782832600,4.419105992,0.6726531057,5.091759098,-0.790652,0.255204,0.008533,0.025412,0.106861,0.90311,1.212989,0.033129,0.151435,0.189206,0.480609,-0.046027,-0.285588
0.7008578777,1782832600,4.381955621,0.5712013395,4.953156961,-0.782391,0.265448,0.009767,0.033987,0.097504,0.900749,1.225709,0.040613,0.205912,0.164582,0.467073,-0.0322,-0.284842
0.7194299698,1782832600,4.294129249,0.5691156904,4.863244939,-0.765293,0.28574,0.013655,0.03869,0.088086,0.893437,1.225709,0.040613,0.205912,0.159084,0.485725,-0.016927,-0.28253
0.7356309891,1782832600,4.263748846,0.4895942928,4.753343139,-0.756591,0.295646,0.016285,0.044422,0.081699,0.892359,1.248845,0.034025,0.245271,0.138835,0.464505,-0.038042,-0.282189
0.7505829334,1782832601,4.18760015,0.4538876722,4.641487822,-0.738834,0.31584,0.021543,0.055822,0.067525,0.886249,1.257607,0.032188,0.23873,0.134146,0.44188,-0.011587,-0.280257
0.76658988,1782832601,4.119069666,0.4731204216,4.592190087,-0.720968,0.336392,0.026879,0.059669,0.058103,0.879743,1.266909,0.026946,0.215129,0.136511,0.457381,-0.01326,-0.278199
0.7798960209,1782832601,4.088237239,0.5375830257,4.625820265,-0.712088,0.346116,0.029418,0.065151,0.05115,0.878454,1.27228,0.029656,0.150855,0.159914,0.45242,-0.002429,-0.277792
0.7941458225,1782832601,4.051296272,0.5292487104,4.580544982,-0.702923,0.356059,0.031436,0.068759,0.048822,0.873037,1.27228,0.029656,0.150855,0.15706,0.454155,-0.00969,-0.276079
0.8092420101,1782832601,4.027262411,0.5970639066,4.624326318,-0.693779,0.36627,0.033451,0.072851,0.041451,0.873395,1.277789,0.014184,0.080746,0.183652,0.428362,0.002704,-0.276192
0.8237228394,1782832601,3.97083587,0.6511949408,4.622030811,-0.675463,0.385922,0.036105,0.080675,0.033519,0.865769,1.297887,-0.000766,0.025277,0.203194,0.403333,-0.026152,-0.27378
0.8369779587,1782832601,3.949137533,0.6448935921,4.594031125,-0.666326,0.395865,0.036888,0.084873,0.027883,0.865513,1.297887,-0.000766,0.025277,0.202087,0.40172,-0.014558,-0.273699
0.8503990173,1782832601,3.912872704,0.7706805611,4.683553265,-0.657054,0.405256,0.037196,0.089664,0.022331,0.859286,1.287855,-0.015763,-0.0576,0.236456,0.370901,0.012705,-0.27173
0.8656740189,1782832601,3.867709086,0.8855539181,4.753263004,-0.638361,0.424644,0.036479,0.096262,0.015316,0.854226,1.302883,-0.035786,-0.119484,0.263459,0.343925,-0.013887,-0.27013
0.8793268204,1782832601,3.838610962,1.070491528,4.909102489,-0.629008,0.4339,0.035435,0.10056,0.007946,0.851338,1.279801,-0.050557,-0.20145,0.299358,0.315979,0.044932,-0.269217
0.8934938908,1782832601,3.816446901,1.073356121,4.889803022,-0.619689,0.443423,0.034402,0.106157,0.002415,0.848737,1.279801,-0.050557,-0.20145,0.30082,0.30547,0.055517,-0.268394
0.907324791,1782832601,3.800023805,1.202702482,5.002726287,-0.610427,0.452783,0.032473,0.104041,0.001686,0.845451,1.297241,-0.072934,-0.246588,0.322503,0.30172,0.010343,-0.267355
0.9226658344,1782832601,3.754958689,1.388263217,5.143221906,-0.591438,0.471222,0.02838,0.111114,-0.006231,0.840192,1.274278,-0.091641,-0.303734,0.352291,0.272082,0.050526,-0.265692
0.9361360073,1782832601,3.729368193,1.286154371,5.015522564,-0.58191,0.479789,0.026014,0.112207,-0.01022,0.837255,1.268976,-0.117968,-0.265761,0.33969,0.241851,0.060581,-0.264763
0.949878931,1782832601,3.712202699,1.305371451,5.01757415,-0.572314,0.488898,0.02354,0.117381,-0.013948,0.835114,1.268976,-0.117968,-0.265761,0.343189,0.232822,0.060308,-0.264086
0.9658918381,1782832601,3.672298623,1.457304926,5.129603548,-0.553107,0.505921,0.018727,0.116748,-0.02048,0.829301,1.249618,-0.132409,-0.296896,0.36307,0.250798,0.086215,-0.262248
0.9802649021,1782832601,3.670012605,1.392050001,5.062062606,-0.553107,0.505921,0.018727,0.116748,-0.02048,0.829301,1.242422,-0.15085,-0.279278,0.355672,0.220551,0.098018,-0.262248
0.9993259907,1782832601,3.627639003,1.33565851,4.963297512,-0.533522,0.522217,0.014371,0.120882,-0.027268,0.822424,1.222948,-0.176187,-0.247905,0.348657,0.191951,0.124733,-0.260073
1.019792795,1782832601,3.595142124,1.265127581,4.860269705,-0.513795,0.537389,0.010383,0.124217,-0.03402,0.818027,1.222761,-0.204386,-0.214618,0.340318,0.160675,0.119293,-0.258683
1.035839796,1782832601,3.559332058,1.087386341,4.646718399,-0.493815,0.552099,0.00793,0.128517,-0.043805,0.812392,1.207829,-0.224571,-0.14103,0.312882,0.136033,0.154699,-0.256901
