时间(s)	角速度roll(rad/s)	角速度pitch(rad/s)	角速度yaw(rad/s)	推力
1782832599.760075	0.000000	0.011891	3.079388	-0.310095
1782832599.776653	0.000000	0.007033	3.085423	-0.310231
1782832599.793532	0.000000	0.008901	3.080615	-0.310218
1782832599.807375	0.000000	0.013798	3.009990	-0.310433
1782832599.820903	0.000000	0.021440	2.969429	-0.310433
1782832599.836703	0.000000	-0.011281	2.746016	-0.310113
1782832599.850015	0.000000	-0.011193	2.581662	-0.308767
1782832599.863948	0.000000	-0.012356	2.317158	-0.309639
1782832599.877521	0.000000	-0.005856	2.210695	-0.308741
1782832599.891532	0.000000	-0.036091	2.073106	-0.308447
1782832599.905298	0.000000	-0.046994	1.789822	-0.308343
1782832599.919809	0.000000	-0.017193	1.669108	-0.307538
1782832599.935483	0.000000	-0.004702	1.571473	-0.307062
1782832599.948567	0.000000	-0.027033	1.434746	-0.307731
1782832599.962588	0.000000	-0.041704	1.183092	-0.307821
1782832599.975926	0.000000	0.008857	1.113335	-0.306345
1782832599.989357	0.000000	-0.040151	1.000336	-0.307864
1782832600.003818	0.000000	-0.010273	0.777658	-0.307655
1782832600.017736	0.000000	0.003697	0.727565	-0.308336
1782832600.035500	0.004331	-0.002285	0.469051	-0.308697
1782832600.050606	0.013573	0.004691	0.464664	-0.308697
1782832600.067047	0.057609	0.048976	0.365136	-0.308151
1782832600.083153	0.108556	0.046647	0.224079	-0.307570
1782832600.100201	0.146768	0.096775	0.151311	-0.306338
1782832600.114695	0.173027	0.118521	0.147623	-0.305472
1782832600.128982	0.230938	0.124932	0.009064	-0.304903
1782832600.143839	0.272698	0.091430	-0.093837	-0.305694
1782832600.158663	0.306613	0.117606	-0.119466	-0.304733
1782832600.172890	0.339801	0.148942	-0.109856	-0.303469
1782832600.186322	0.380037	0.145782	-0.218465	-0.303469
1782832600.206980	0.444084	0.157816	-0.251132	-0.301754
1782832600.222007	0.471884	0.207363	-0.284981	-0.299998
1782832600.235680	0.508611	0.236553	-0.241268	-0.298985
1782832600.248853	0.498088	0.231311	-0.300139	-0.298985
1782832600.266879	0.512601	0.252353	-0.286525	-0.298335
1782832600.280901	0.488297	0.284694	-0.283289	-0.296802
1782832600.297355	0.520018	0.299901	-0.233324	-0.295432
1782832600.314600	0.489212	0.302650	-0.225938	-0.294966
1782832600.328702	0.462856	0.349677	-0.199756	-0.293281
1782832600.343282	0.413885	0.359966	-0.205712	-0.293221
1782832600.357468	0.423345	0.383565	-0.165516	-0.291749
1782832600.373570	0.379549	0.400772	-0.124238	-0.290515
1782832600.387029	0.326644	0.418986	-0.101059	-0.289711
1782832600.400863	0.274049	0.444781	-0.091491	-0.289242
1782832600.416347	0.277708	0.449549	-0.056013	-0.287664
1782832600.433337	0.226144	0.434842	0.012831	-0.285588
1782832600.447061	0.189206	0.480609	-0.046027	-0.285588
1782832600.460933	0.164582	0.467073	-0.032200	-0.284842
1782832600.479505	0.159084	0.485725	-0.016927	-0.282530
1782832600.495706	0.138835	0.464505	-0.038042	-0.282189
1782832600.510658	0.134146	0.441880	-0.011587	-0.280257
1782832600.526665	0.136511	0.457381	-0.013260	-0.278199
1782832600.539971	0.159914	0.452420	-0.002429	-0.277792
1782832600.554221	0.157060	0.454155	-0.009690	-0.276079
1782832600.569317	0.183652	0.428362	0.002704	-0.276192
1782832600.583798	0.203194	0.403333	-0.026152	-0.273780
1782832600.597053	0.202087	0.401720	-0.014558	-0.273699
1782832600.610474	0.236456	0.370901	0.012705	-0.271730
1782832600.625749	0.263459	0.343925	-0.013887	-0.270130
1782832600.639402	0.299358	0.315979	0.044932	-0.269217
1782832600.653569	0.300820	0.305470	0.055517	-0.268394
1782832600.667400	0.322503	0.301720	0.010343	-0.267355
1782832600.682741	0.352291	0.272082	0.050526	-0.265692
1782832600.696211	0.339690	0.241851	0.060581	-0.264763
1782832600.709954	0.343189	0.232822	0.060308	-0.264086
1782832600.725967	0.363070	0.250798	0.086215	-0.262248
1782832600.740340	0.355672	0.220551	0.098018	-0.262248
1782832600.759401	0.348657	0.191951	0.124733	-0.260073
1782832600.779868	0.340318	0.160675	0.119293	-0.258683
1782832600.795915	0.312882	0.136033	0.154699	-0.256901
1782832600.814179	0.313956	0.163435	0.150256	-0.255915
1782832600.838320	0.276769	0.087974	0.194364	-0.254413
1782832600.858454	0.254373	0.087952	0.210903	-0.252554
1782832600.881719	0.231298	0.055862	0.231152	-0.250751
1782832600.899447	0.213144	0.059095	0.240624	-0.248878
1782832600.915578	0.203165	0.035491	0.259163	-0.247099
1782832600.931678	0.203165	0.035491	0.259163	-0.247099
1782832600.949301	0.193666	0.034076	0.238927	-0.244793
1782832600.963829	0.195859	0.000294	0.268038	-0.244096
1782832600.985886	0.210457	-0.044636	0.301135	-0.241858
1782832601.002302	0.206974	-0.025366	0.276800	-0.240976
1782832601.017553	0.237134	-0.076205	0.324063	-0.238961
1782832601.031182	0.237134	-0.076205	0.324063	-0.238961
1782832601.047211	0.256723	-0.100835	0.305992	-0.237550
1782832601.060850	0.277794	-0.114932	0.336184	-0.238376
1782832601.075756	0.296513	-0.125757	0.362567	-0.236917
1782832601.090118	0.298059	-0.121803	0.368296	-0.235975
1782832601.105157	0.308260	-0.139518	0.389924	-0.234276
1782832601.119425	0.308186	-0.190070	0.436685	-0.234084
1782832601.135697	0.313657	-0.121553	0.400616	-0.232234
1782832601.150231	0.320624	-0.159347	0.427942	-0.232234
1782832601.172735	0.328118	-0.162836	0.454331	-0.230154
1782832601.193220	0.321678	-0.171945	0.451787	-0.228578
1782832601.210010	0.321090	-0.179646	0.479042	-0.226943
1782832601.224102	0.314925	-0.205103	0.490488	-0.225180
1782832601.237978	0.301018	-0.204558	0.544342	-0.224121
1782832601.251484	0.301018	-0.204558	0.544342	-0.224121
1782832601.266658	0.290912	-0.214149	0.558021	-0.222273
1782832601.283082	0.275662	-0.200557	0.576279	-0.220280
1782832601.297110	0.261916	-0.191030	0.624598	-0.219259
1782832601.315027	0.262494	-0.204871	0.587139	-0.217356
1782832601.330713	0.257606	-0.169593	0.628011	-0.215855
1782832601.345701	0.251168	-0.168947	0.652932	-0.214280
1782832601.359314	0.250409	-0.150622	0.669326	-0.212947
1782832601.373967	0.250416	-0.149225	0.622733	-0.210416
1782832601.387909	0.243795	-0.141714	0.631335	-0.208488
1782832601.402450	0.244097	-0.129221	0.680424	-0.206745
1782832601.416836	0.243704	-0.141999	0.623593	-0.203022
1782832601.433646	0.245951	-0.156023	0.625961	-0.201368
1782832601.446854	0.248931	-0.146878	0.644582	-0.199152
1782832601.461469	0.247693	-0.132194	0.637954	-0.197631
1782832601.475975	0.248032	-0.140285	0.596910	-0.193491
1782832601.491081	0.255221	-0.141877	0.620663	-0.191617
1782832601.505300	0.266184	-0.144501	0.591624	-0.187027
1782832601.519563	0.270178	-0.156376	0.627275	-0.184519
1782832601.535296	0.271278	-0.158069	0.614141	-0.182320
1782832601.548683	0.278526	-0.157950	0.592442	-0.180840
1782832601.564889	0.295042	-0.150185	0.593700	-0.176048
1782832601.579714	0.298185	-0.154297	0.647642	-0.173829
1782832601.595494	0.308915	-0.174507	0.608225	-0.170252
1782832601.635339	0.305179	-0.161181	0.594708	-0.163759
1782832601.648465	0.312278	-0.144591	0.611577	-0.161183
1782832601.662698	0.300776	-0.168176	0.651470	-0.157562
1782832601.676694	0.303909	-0.159138	0.626970	-0.155644
1782832601.690715	0.296409	-0.171058	0.627115	-0.154139
1782832601.705625	0.297201	-0.172605	0.621188	-0.149772
1782832601.718900	0.291259	-0.143990	0.647827	-0.147672
1782832601.734266	0.292339	-0.160168	0.626282	-0.144285
1782832601.748338	0.278929	-0.158105	0.688712	-0.144285
1782832601.763746	0.270602	-0.164465	0.698837	-0.143495
1782832601.777615	0.271004	-0.161918	0.666503	-0.139852
1782832601.792020	0.267578	-0.171203	0.677880	-0.138795
1782832601.805821	0.260518	-0.159660	0.639347	-0.134966
1782832601.819159	0.260563	-0.154104	0.618545	-0.133871
1782832601.833792	0.262511	-0.148733	0.632733	-0.131031
1782832601.847456	0.257705	-0.135287	0.661094	-0.131031
1782832601.862320	0.259959	-0.114674	0.660985	-0.128686
1782832601.876854	0.258501	-0.107931	0.622076	-0.125906
1782832601.890563	0.259800	-0.111370	0.645435	-0.124249
1782832601.904363	0.269242	-0.083185	0.629734	-0.121584
1782832601.919483	0.278354	-0.079472	0.630925	-0.120542
1782832601.933446	0.277638	-0.097826	0.594862	-0.117182
1782832601.947746	0.275435	-0.088451	0.605377	-0.117182
1782832601.961033	0.287405	-0.068669	0.589781	-0.115724
1782832601.975121	0.287386	-0.077550	0.560699	-0.113111
1782832601.988595	0.288689	-0.041741	0.565305	-0.111588
1782832602.002593	0.293983	-0.015167	0.544737	-0.108980
1782832602.015915	0.294353	-0.034833	0.531331	-0.107915
1782832602.029079	0.290703	-0.010037	0.543668	-0.107915
1782832602.043213	0.293126	0.020727	0.555928	-0.105398
1782832602.056978	0.294154	0.028372	0.516528	-0.103827
1782832602.071845	0.294024	-0.000945	0.529964	-0.102634
1782832602.085973	0.289998	0.049871	0.495330	-0.099959
1782832602.099432	0.289134	0.051246	0.490571	-0.098504
