时间(s)	角速度roll(rad/s)	角速度pitch(rad/s)	角速度yaw(rad/s)	推力
1782832699.180436	0.000000	-0.002611	3.113322	-0.257733
1782832699.195755	0.000000	0.015748	3.100527	-0.257985
1782832699.210913	0.000000	0.015748	3.100527	-0.257985
1782832699.226892	0.000000	0.022876	3.047493	-0.257930
1782832699.241073	0.000000	-0.008110	2.996735	-0.257988
1782832699.255402	0.000000	0.018629	2.670841	-0.257599
1782832699.275071	0.000000	0.004510	2.377664	-0.256003
1782832699.290778	0.000000	-0.011813	2.263699	-0.255822
1782832699.308913	0.000000	0.001004	2.014633	-0.254929
1782832699.324411	0.000000	-0.013987	1.870681	-0.253896
1782832699.339049	0.000000	0.005919	1.677305	-0.254036
1782832699.354145	0.000000	0.013220	1.519519	-0.252934
1782832699.369177	0.000000	-0.032587	1.392647	-0.253448
1782832699.386163	0.000000	-0.013294	1.131710	-0.252770
1782832699.401906	0.000000	0.018271	1.011936	-0.251604
1782832699.416308	0.000000	0.002646	0.821012	-0.251324
1782832699.429587	0.000000	0.010759	0.780935	-0.250716
1782832699.445898	0.039245	0.018508	0.612414	-0.249747
1782832699.460191	0.090336	0.061225	0.463733	-0.248544
1782832699.475307	0.114857	0.065913	0.405120	-0.247855
1782832699.489339	0.155748	0.090639	0.273332	-0.246618
1782832699.503456	0.205554	0.053780	0.151926	-0.247021
1782832699.517581	0.259507	0.093722	0.041785	-0.245147
1782832699.531785	0.259507	0.093722	0.041785	-0.245147
1782832699.549440	0.328445	0.122313	-0.060982	-0.245167
1782832699.563346	0.384711	0.117926	-0.142435	-0.243778
1782832699.576826	0.435487	0.139297	-0.223408	-0.242720
1782832699.597452	0.454674	0.161351	-0.175307	-0.241502
1782832699.612854	0.503902	0.182049	-0.199828	-0.239391
1782832699.627614	0.505220	0.178357	-0.281384	-0.239391
1782832699.642453	0.501776	0.237312	-0.319023	-0.239444
1782832699.656143	0.507840	0.252191	-0.347635	-0.237887
1782832699.669774	0.507840	0.252191	-0.347635	-0.237887
1782832699.683749	0.504570	0.286996	-0.302533	-0.235728
1782832699.697169	0.463446	0.326094	-0.303065	-0.234201
1782832699.710991	0.476742	0.323409	-0.272438	-0.232981
1782832699.725860	0.428624	0.344859	-0.296287	-0.232324
1782832699.739443	0.379349	0.348749	-0.301842	-0.231094
1782832699.754009	0.395895	0.366282	-0.244200	-0.229192
1782832699.769883	0.341199	0.389862	-0.234044	-0.228100
1782832699.784635	0.295398	0.422426	-0.187411	-0.226610
1782832699.798313	0.248020	0.410295	-0.189681	-0.225958
1782832699.813320	0.211398	0.416247	-0.216349	-0.224868
1782832699.827888	0.212190	0.410248	-0.191301	-0.224088
1782832699.841296	0.179601	0.448612	-0.184241	-0.222945
1782832699.856397	0.171372	0.425413	-0.189093	-0.220816
1782832699.873449	0.166109	0.427256	-0.145391	-0.218363
1782832699.887449	0.158612	0.413648	-0.170781	-0.217243
1782832699.901073	0.165858	0.421183	-0.179498	-0.216231
1782832699.915013	0.160488	0.413051	-0.161681	-0.213201
1782832699.928254	0.181077	0.409340	-0.190724	-0.213201
1782832699.942406	0.178613	0.386820	-0.171373	-0.211882
1782832699.957551	0.193438	0.385058	-0.179278	-0.210468
1782832699.970952	0.210498	0.389947	-0.195153	-0.208608
1782832699.985424	0.233501	0.343062	-0.158573	-0.206579
1782832699.999496	0.271361	0.330199	-0.132412	-0.206164
1782832700.014021	0.272631	0.343878	-0.130932	-0.203862
1782832700.027700	0.298524	0.309383	-0.110213	-0.203862
1782832700.041711	0.306049	0.243144	-0.111837	-0.202908
1782832700.057482	0.339772	0.249824	-0.093207	-0.201860
1782832700.076388	0.349439	0.167509	-0.059289	-0.198852
1782832700.094625	0.349149	0.151284	-0.036955	-0.197297
1782832700.108279	0.351580	0.149165	-0.040480	-0.195527
1782832700.122024	0.349843	0.115572	0.015951	-0.195084
1782832700.135801	0.336729	0.108755	0.040104	-0.194524
1782832700.148922	0.338598	0.082158	0.047225	-0.193359
1782832700.162781	0.328136	0.078211	0.094860	-0.191946
1782832700.176636	0.304932	0.040186	0.112555	-0.191597
1782832700.193007	0.305434	0.056879	0.131873	-0.190414
1782832700.208392	0.286196	0.023463	0.152684	-0.189087
1782832700.222814	0.267741	0.009006	0.208076	-0.188718
1782832700.236811	0.265772	0.036034	0.177037	-0.188356
1782832700.250166	0.243198	-0.005638	0.222899	-0.187676
1782832700.265454	0.225904	-0.027070	0.239297	-0.186352
1782832700.279120	0.210188	-0.036656	0.264567	-0.185669
1782832700.294211	0.205015	-0.024356	0.249506	-0.184455
1782832700.308524	0.199587	-0.052222	0.295583	-0.183952
1782832700.323344	0.193588	-0.075409	0.323560	-0.182925
1782832700.338030	0.192236	-0.108933	0.326171	-0.182571
1782832700.357332	0.208651	-0.133542	0.329821	-0.180644
1782832700.373483	0.205492	-0.107754	0.299899	-0.179682
1782832700.387430	0.233253	-0.129536	0.319892	-0.179152
1782832700.405937	0.237173	-0.137920	0.362114	-0.177499
1782832700.423775	0.256344	-0.204466	0.357666	-0.177255
1782832700.439675	0.275718	-0.198372	0.390312	-0.176504
1782832700.457293	0.291702	-0.213133	0.410673	-0.176361
1782832700.471397	0.293040	-0.191719	0.401692	-0.174595
1782832700.487840	0.297531	-0.219563	0.404574	-0.173281
1782832700.503965	0.295491	-0.215011	0.442581	-0.173395
1782832700.517772	0.297945	-0.214954	0.423262	-0.172008
1782832700.532596	0.308593	-0.220590	0.470017	-0.170607
1782832700.550134	0.311164	-0.195500	0.462846	-0.170054
1782832700.564294	0.310340	-0.193832	0.451923	-0.168230
1782832700.579073	0.312100	-0.197994	0.428676	-0.167760
1782832700.597036	0.301014	-0.195626	0.485946	-0.166044
1782832700.612452	0.302503	-0.183130	0.481391	-0.164521
1782832700.637060	0.280941	-0.180110	0.558954	-0.162674
1782832700.652033	0.282166	-0.173445	0.535095	-0.161812
1782832700.668131	0.264375	-0.169817	0.542021	-0.159760
1782832700.684800	0.252525	-0.161367	0.559268	-0.157049
1782832700.708735	0.252501	-0.139078	0.510223	-0.156336
1782832700.728201	0.241226	-0.160919	0.543911	-0.153504
1782832700.750248	0.239988	-0.148237	0.564295	-0.150995
1782832700.764808	0.229123	-0.180952	0.573616	-0.147890
