时间(s)	角速度roll(rad/s)	角速度pitch(rad/s)	角速度yaw(rad/s)	推力
1782832672.920915	0.000000	-0.017849	3.135617	-0.302691
1782832672.936754	0.000000	-0.019004	3.120717	-0.302451
1782832672.950418	0.000000	-0.028862	3.119782	-0.302866
1782832672.965569	0.000000	-0.037788	3.081628	-0.303245
1782832672.979875	0.000000	-0.019024	2.948781	-0.303254
1782832672.994252	0.000000	-0.016972	2.696196	-0.302536
1782832673.008927	0.000000	-0.030061	2.573371	-0.302249
1782832673.025104	0.000000	-0.028596	2.419486	-0.302580
1782832673.038518	0.000000	-0.022200	2.251853	-0.301965
1782832673.052565	0.000000	-0.040491	2.065101	-0.301788
1782832673.066518	0.000000	-0.020730	1.884568	-0.301860
1782832673.080184	0.000000	-0.033954	1.731287	-0.301230
1782832673.095795	0.000000	-0.027412	1.550502	-0.300119
1782832673.109160	0.000000	-0.052566	1.406651	-0.301511
1782832673.122694	0.000000	-0.003319	1.269587	-0.299257
1782832673.135902	0.000000	-0.027745	1.103728	-0.299911
1782832673.149411	0.000000	-0.047314	1.053752	-0.299548
1782832673.163244	0.009294	0.005768	0.867182	-0.298063
1782832673.177999	0.042762	-0.015967	0.689716	-0.298727
1782832673.192795	0.064596	0.004734	0.630971	-0.297653
1782832673.208834	0.111067	0.000519	0.523372	-0.297876
1782832673.224285	0.154063	0.039520	0.412907	-0.297059
1782832673.238695	0.167047	0.044758	0.371426	-0.296894
1782832673.253278	0.209972	0.073401	0.278132	-0.296133
1782832673.266977	0.271754	0.088710	0.175060	-0.295499
1782832673.282704	0.306431	0.083952	0.060773	-0.295027
1782832673.296401	0.340381	0.120452	0.043780	-0.294097
1782832673.314803	0.400390	0.120743	-0.012923	-0.292654
1782832673.329993	0.449121	0.144215	-0.077019	-0.292530
1782832673.344040	0.477978	0.148275	-0.150001	-0.292058
1782832673.358792	0.476356	0.169130	-0.198742	-0.291687
1782832673.375265	0.496719	0.169838	-0.207315	-0.289910
1782832673.389476	0.515316	0.211626	-0.198443	-0.288516
1782832673.403952	0.499430	0.222986	-0.227696	-0.289203
1782832673.417526	0.516294	0.231013	-0.195538	-0.287937
1782832673.432779	0.500208	0.280420	-0.181755	-0.287192
1782832673.446387	0.468511	0.272409	-0.201664	-0.286162
1782832673.463996	0.417980	0.282479	-0.165220	-0.284468
1782832673.479333	0.380975	0.346659	-0.190879	-0.283508
1782832673.494214	0.397289	0.367020	-0.112242	-0.282069
1782832673.508016	0.341557	0.387692	-0.107585	-0.282284
1782832673.522161	0.293754	0.415631	-0.093474	-0.281167
1782832673.538470	0.246861	0.406106	-0.085540	-0.279826
1782832673.557712	0.218681	0.432537	-0.064458	-0.277774
1782832673.571527	0.219155	0.454333	-0.045246	-0.277228
1782832673.586097	0.185011	0.473635	-0.019437	-0.275711
1782832673.603716	0.161881	0.478282	-0.001868	-0.273259
1782832673.620605	0.156993	0.490224	-0.027220	-0.272355
1782832673.639119	0.159123	0.472096	-0.028728	-0.271701
1782832673.655086	0.153019	0.482447	-0.002660	-0.269443
1782832673.670541	0.170052	0.482385	-0.039967	-0.267818
1782832673.684840	0.187929	0.449567	-0.038699	-0.265668
1782832673.697983	0.201298	0.468960	-0.026739	-0.264521
1782832673.713135	0.199593	0.423108	-0.000609	-0.262450
1782832673.726676	0.244173	0.404199	-0.024442	-0.262450
1782832673.740013	0.265712	0.409958	-0.023409	-0.261070
1782832673.756443	0.282512	0.333184	-0.023906	-0.259162
1782832673.774846	0.308541	0.350284	-0.026062	-0.257654
1782832673.789617	0.309988	0.316110	-0.008856	-0.257571
1782832673.804754	0.334278	0.318127	0.008667	-0.254965
1782832673.819826	0.342595	0.269421	0.026863	-0.254610
1782832673.835047	0.343087	0.266934	0.056817	-0.253173
1782832673.850882	0.345365	0.248521	0.058181	-0.252179
1782832673.866580	0.343119	0.218017	0.061388	-0.250311
1782832673.879799	0.330456	0.180218	0.110017	-0.249228
1782832673.894403	0.315193	0.162468	0.125748	-0.246749
1782832673.910849	0.316280	0.193762	0.124789	-0.245783
1782832673.926010	0.293876	0.156679	0.160961	-0.245396
1782832673.939329	0.290643	0.133690	0.177231	-0.243793
1782832673.953012	0.290130	0.171170	0.174609	-0.242362
1782832673.967219	0.266319	0.111929	0.200965	-0.241359
1782832673.980687	0.245426	0.107395	0.220583	-0.240691
1782832673.994563	0.242488	0.119861	0.222560	-0.238833
1782832674.009211	0.231157	0.077314	0.248122	-0.238833
1782832674.026328	0.218706	0.027814	0.242469	-0.236830
1782832674.040732	0.210922	0.001589	0.271637	-0.235930
1782832674.055931	0.205670	-0.009230	0.289816	-0.234645
1782832674.071306	0.203265	-0.008071	0.274664	-0.233134
1782832674.087404	0.209080	-0.049589	0.319503	-0.231696
1782832674.103806	0.214011	-0.050539	0.349463	-0.230729
1782832674.118581	0.226628	-0.063334	0.304449	-0.229264
1782832674.135569	0.233660	-0.094841	0.344092	-0.228821
1782832674.150944	0.233378	-0.080972	0.326070	-0.227823
1782832674.165805	0.253096	-0.093910	0.336944	-0.225844
1782832674.179431	0.279567	-0.111504	0.359389	-0.225167
1782832674.194299	0.282115	-0.087178	0.338646	-0.223095
1782832674.208688	0.278333	-0.141471	0.387144	-0.222160
1782832674.224121	0.288311	-0.150930	0.383200	-0.221278
1782832674.238087	0.299727	-0.203008	0.393352	-0.220294
1782832674.252246	0.301645	-0.165118	0.373000	-0.219699
1782832674.267195	0.311625	-0.172549	0.401333	-0.217483
1782832674.281890	0.309377	-0.175037	0.419136	-0.216124
