时间(s)	角速度roll(rad/s)	角速度pitch(rad/s)	角速度yaw(rad/s)	推力
1782832749.352237	0.000000	0.015162	3.092456	-0.254811
1782832749.366090	0.000000	0.006470	3.073457	-0.255575
1782832749.387331	0.000000	0.009835	3.075685	-0.255289
1782832749.405471	0.000000	0.036380	2.896217	-0.255042
1782832749.418906	0.000000	0.033228	2.772038	-0.254535
1782832749.434103	0.000000	0.021254	2.578413	-0.254788
1782832749.447683	0.000000	0.017223	2.451703	-0.254226
1782832749.462654	0.000000	0.025037	2.181641	-0.253517
1782832749.475886	0.000000	0.043344	2.086380	-0.252689
1782832749.489134	0.000000	0.050408	1.926266	-0.251816
1782832749.504281	0.000000	0.044186	1.719601	-0.251023
1782832749.519932	0.000000	0.046944	1.634826	-0.251023
1782832749.537554	0.000000	0.079662	1.383416	-0.249680
1782832749.552508	0.000000	0.047426	1.273406	-0.249924
1782832749.565708	0.000000	0.046171	1.114916	-0.249907
1782832749.578958	0.000000	0.057233	1.058872	-0.249284
1782832749.593135	0.000000	0.047840	0.860347	-0.248579
1782832749.607415	0.000000	0.057512	0.734589	-0.249708
1782832749.620693	0.004191	0.027772	0.618803	-0.249708
1782832749.636267	0.023035	0.052285	0.549569	-0.249237
1782832749.650695	0.061596	0.070715	0.445302	-0.247835
1782832749.665860	0.122223	0.088354	0.332004	-0.248375
1782832749.680755	0.134620	0.103563	0.319465	-0.248213
1782832749.696466	0.164610	0.083399	0.150200	-0.247307
1782832749.711558	0.232578	0.105665	0.106658	-0.247110
1782832749.725696	0.272372	0.128805	-0.012179	-0.245492
1782832749.739696	0.287793	0.127700	-0.034998	-0.246218
1782832749.755007	0.350016	0.156853	-0.111275	-0.243549
1782832749.772215	0.402206	0.165351	-0.163286	-0.243308
1782832749.786299	0.443179	0.198182	-0.190750	-0.240964
1782832749.800155	0.480164	0.170904	-0.274165	-0.241558
1782832749.815384	0.507231	0.221596	-0.247615	-0.239534
1782832749.830620	0.507231	0.221596	-0.247615	-0.239534
1782832749.845915	0.529740	0.246845	-0.208326	-0.237200
1782832749.861872	0.493167	0.246669	-0.276557	-0.237131
1782832749.877184	0.525060	0.265610	-0.223700	-0.235287
1782832749.890622	0.500992	0.287839	-0.220814	-0.234236
1782832749.906435	0.480970	0.312665	-0.188614	-0.232503
1782832749.920617	0.422731	0.327801	-0.212532	-0.232503
1782832749.937423	0.380696	0.347811	-0.166535	-0.231399
1782832749.950970	0.388366	0.356863	-0.139861	-0.230001
1782832749.966208	0.334151	0.373601	-0.108469	-0.227491
1782832749.979832	0.282600	0.391683	-0.099780	-0.227016
1782832749.993545	0.284587	0.373912	-0.076631	-0.226422
1782832750.006899	0.233660	0.398793	-0.050463	-0.224840
1782832750.023345	0.194357	0.381643	-0.027350	-0.223273
1782832750.039239	0.167531	0.416725	-0.071202	-0.222339
1782832750.054193	0.161611	0.409110	-0.048909	-0.220357
1782832750.069129	0.141330	0.394420	-0.070303	-0.219344
1782832750.085629	0.133024	0.400600	-0.066567	-0.217769
1782832750.100029	0.135036	0.388231	-0.071780	-0.216644
1782832750.113549	0.131726	0.379180	-0.067204	-0.215346
1782832750.127987	0.150739	0.367752	-0.083597	-0.214943
1782832750.142075	0.175417	0.365370	-0.095536	-0.213301
1782832750.155824	0.170357	0.380760	-0.067087	-0.211449
1782832750.169169	0.189347	0.295752	-0.049030	-0.211735
1782832750.183563	0.214069	0.261629	-0.048323	-0.209568
1782832750.197432	0.256745	0.238137	-0.005959	-0.208757
1782832750.213035	0.257415	0.223139	0.024641	-0.208081
1782832750.227836	0.273036	0.200312	-0.005933	-0.208081
1782832750.243229	0.324429	0.198805	0.022086	-0.206627
1782832750.257588	0.314107	0.138365	0.042331	-0.205789
1782832750.272790	0.319850	0.150182	0.031904	-0.204254
1782832750.286647	0.365237	0.124412	0.016550	-0.203794
1782832750.300805	0.354116	0.074431	0.092005	-0.202484
1782832750.315070	0.357199	0.060087	0.090335	-0.202875
1782832750.331069	0.361435	0.044977	0.083948	-0.201313
1782832750.350253	0.360834	0.043883	0.101721	-0.200897
1782832750.365994	0.340179	0.018374	0.144617	-0.199425
1782832750.382498	0.327948	0.000419	0.169116	-0.198689
1782832750.403037	0.308187	-0.040130	0.202216	-0.197232
1782832750.418280	0.278830	-0.060041	0.243485	-0.196479
1782832750.435982	0.278263	-0.018494	0.221801	-0.195501
1782832750.451394	0.254276	-0.064458	0.255821	-0.195725
1782832750.465385	0.230960	-0.091053	0.254635	-0.194254
1782832750.480870	0.213203	-0.105893	0.278576	-0.193890
1782832750.495635	0.207517	-0.098041	0.264677	-0.192762
1782832750.509008	0.194264	-0.127752	0.307959	-0.192762
1782832750.522420	0.187339	-0.113979	0.302911	-0.191516
1782832750.536550	0.184406	-0.117197	0.318491	-0.190778
1782832750.552141	0.187445	-0.141002	0.330193	-0.190584
1782832750.568481	0.191458	-0.148334	0.332587	-0.189144
1782832750.582568	0.195021	-0.188265	0.377314	-0.188172
1782832750.596167	0.191988	-0.164349	0.338578	-0.188569
1782832750.609719	0.194674	-0.193464	0.349143	-0.187335
1782832750.624085	0.225014	-0.216832	0.380646	-0.187521
1782832750.638304	0.244001	-0.223759	0.418929	-0.186290
1782832750.652700	0.244806	-0.217952	0.400474	-0.185598
1782832750.666181	0.269870	-0.243273	0.458126	-0.185482
1782832750.679524	0.277561	-0.241316	0.453518	-0.185364
1782832750.694116	0.281289	-0.230406	0.417284	-0.184904
1782832750.708160	0.318602	-0.221346	0.442391	-0.183597
1782832750.723182	0.312185	-0.249056	0.463515	-0.183666
1782832750.736948	0.314701	-0.232442	0.452378	-0.182371
1782832750.750724	0.312757	-0.231981	0.498795	-0.182389
1782832750.765090	0.319911	-0.210185	0.498402	-0.181058
1782832750.778482	0.312417	-0.222827	0.528410	-0.181058
1782832750.793472	0.320506	-0.199764	0.483936	-0.178893
1782832750.808380	0.312553	-0.208361	0.485140	-0.178349
1782832750.822061	0.302719	-0.189212	0.515837	-0.177698
1782832750.836295	0.304712	-0.187027	0.498734	-0.177406
1782832750.850639	0.290955	-0.175745	0.523980	-0.176661
1782832750.865240	0.280924	-0.175738	0.538687	-0.174688
1782832750.879479	0.268560	-0.178807	0.550543	-0.174141
1782832750.895065	0.269880	-0.195799	0.530806	-0.172491
1782832750.910227	0.254295	-0.191525	0.544638	-0.171397
1782832750.924289	0.250192	-0.161928	0.579081	-0.170461
1782832750.938465	0.244739	-0.188608	0.548914	-0.169868
1782832750.954409	0.244292	-0.142035	0.513859	-0.167722
1782832750.969111	0.242278	-0.136558	0.534154	-0.166992
1782832750.983424	0.241805	-0.152540	0.552271	-0.164689
1782832750.998509	0.235001	-0.148234	0.536354	-0.163684
1782832751.013505	0.234701	-0.148531	0.509871	-0.162501
1782832751.028239	0.241594	-0.159092	0.542538	-0.161917
1782832751.043531	0.251960	-0.168915	0.535923	-0.160130
1782832751.057566	0.254834	-0.170435	0.602406	-0.159404
1782832751.071451	0.255386	-0.163294	0.583589	-0.158555
1782832751.085595	0.266885	-0.135418	0.556487	-0.157049
1782832751.100863	0.278787	-0.146861	0.576153	-0.155711
1782832751.116158	0.280418	-0.146358	0.547560	-0.154838
1782832751.129345	0.292665	-0.141895	0.625334	-0.154036
1782832751.142747	0.296037	-0.138062	0.622046	-0.152220
1782832751.158060	0.292331	-0.110197	0.616120	-0.151532
1782832751.172773	0.295936	-0.110932	0.587212	-0.149501
1782832751.186392	0.297827	-0.113013	0.601724	-0.148032
1782832751.200275	0.301472	-0.116914	0.574673	-0.147193
1782832751.213943	0.304532	-0.117917	0.538554	-0.144864
1782832751.227280	0.292154	-0.090411	0.612644	-0.144864
1782832751.240576	0.285842	-0.064044	0.615704	-0.143907
1782832751.260530	0.286033	-0.047233	0.574519	-0.141135
1782832751.275647	0.273004	-0.064761	0.583125	-0.139162
1782832751.289976	0.273742	-0.056416	0.564137	-0.137823
1782832751.305166	0.269159	-0.045744	0.586529	-0.137353
1782832751.318871	0.260829	-0.025166	0.603817	-0.135628
1782832751.335368	0.250199	-0.011300	0.584783	-0.132879
1782832751.349827	0.250084	-0.000655	0.575372	-0.131767
