时间(s)	角速度roll(rad/s)	角速度pitch(rad/s)	角速度yaw(rad/s)	推力
1782832625.237776	0.000000	0.047757	3.094965	-0.286333
1782832625.254146	0.000000	0.054164	3.072164	-0.286460
1782832625.268330	0.000000	0.060520	3.085563	-0.286515
1782832625.283315	0.000000	0.030252	2.982799	-0.286714
1782832625.296999	0.000000	0.039091	2.867104	-0.285777
1782832625.313036	0.000000	0.021263	2.591488	-0.286034
1782832625.326400	0.000000	0.005621	2.455725	-0.285420
1782832625.342736	0.000000	0.007260	2.426312	-0.285420
1782832625.358794	0.000000	0.029728	2.164050	-0.285047
1782832625.372886	0.000000	0.008815	1.976159	-0.284284
1782832625.386075	0.000000	0.002026	1.825775	-0.283615
1782832625.399839	0.000000	0.003092	1.641757	-0.284004
1782832625.413500	0.000000	-0.023601	1.489833	-0.282740
1782832625.426700	0.000000	-0.003188	1.326279	-0.282263
1782832625.439875	0.000000	0.001183	1.238067	-0.282263
1782832625.458374	0.000000	0.000528	1.128490	-0.281716
1782832625.473371	0.002773	0.023921	0.819398	-0.279812
1782832625.487331	0.012404	0.009285	0.779439	-0.279825
1782832625.501809	0.051321	0.049672	0.656196	-0.278071
1782832625.516511	0.074365	0.059956	0.593959	-0.277902
1782832625.530783	0.125541	0.066691	0.459966	-0.276027
1782832625.544876	0.165654	0.070692	0.323663	-0.275381
1782832625.559829	0.215864	0.094486	0.229876	-0.275448
1782832625.575527	0.246628	0.124863	0.205686	-0.273073
1782832625.588797	0.296794	0.114495	0.086332	-0.272496
1782832625.604229	0.367046	0.156291	0.004239	-0.270997
1782832625.619350	0.393280	0.163727	-0.096748	-0.270161
1782832625.633908	0.412085	0.157144	-0.085771	-0.270154
1782832625.648245	0.457284	0.181969	-0.162982	-0.268093
1782832625.662582	0.476471	0.173655	-0.152502	-0.268623
1782832625.684983	0.516543	0.206273	-0.239117	-0.266019
1782832625.699607	0.510049	0.251505	-0.289038	-0.265014
1782832625.717116	0.508725	0.252533	-0.308093	-0.263228
1782832625.732003	0.475340	0.269268	-0.323925	-0.262959
1782832625.745613	0.490466	0.304308	-0.305314	-0.261345
1782832625.759337	0.504793	0.302555	-0.276329	-0.260600
1782832625.775098	0.467820	0.299349	-0.233180	-0.258827
1782832625.788447	0.418877	0.341841	-0.244373	-0.258030
1782832625.803692	0.373350	0.335483	-0.224084	-0.256488
1782832625.818826	0.380760	0.353462	-0.241127	-0.256488
1782832625.834318	0.270077	0.392831	-0.271233	-0.254595
1782832625.847455	0.273464	0.393799	-0.239404	-0.253169
1782832625.862817	0.226133	0.426539	-0.257345	-0.252018
1782832625.879862	0.227061	0.422997	-0.182662	-0.250912
