时间(s)	角速度roll(rad/s)	角速度pitch(rad/s)	角速度yaw(rad/s)	推力
1782832795.297672	0.000000	0.089658	3.141593	-0.269948
1782832795.311821	0.000000	0.089658	3.141593	-0.269948
1782832795.328771	0.000000	0.063875	3.141593	-0.270267
1782832795.344474	0.000000	0.131290	3.021979	-0.270218
1782832795.358061	0.000000	0.103590	2.872462	-0.270155
1782832795.372255	0.000000	0.082022	2.745987	-0.270369
1782832795.385784	0.000000	0.108852	2.587008	-0.269166
1782832795.400941	0.000000	0.093481	2.325619	-0.268736
1782832795.414925	0.000000	0.083654	2.226984	-0.268759
1782832795.428907	0.000000	0.092995	2.061201	-0.268912
1782832795.443923	0.000000	0.064954	1.795332	-0.268081
1782832795.457514	0.000000	0.096718	1.632901	-0.266527
1782832795.471630	0.000000	0.096718	1.632901	-0.266527
1782832795.487756	0.000000	0.102768	1.334989	-0.265832
1782832795.502035	0.000000	0.081612	1.248301	-0.266871
1782832795.515897	0.000000	0.069605	1.121097	-0.265506
1782832795.540455	0.011426	0.082900	0.809704	-0.265317
1782832795.554459	0.032209	0.099308	0.733208	-0.263389
1782832795.568685	0.070567	0.087285	0.553413	-0.263896
1782832795.584261	0.130073	0.122308	0.414000	-0.261850
1782832795.598269	0.142744	0.107894	0.376523	-0.262122
1782832795.611986	0.163861	0.095032	0.268631	-0.262122
1782832795.626650	0.229931	0.129708	0.156695	-0.260438
1782832795.640188	0.244211	0.125561	0.117089	-0.261672
1782832795.655833	0.300915	0.150981	0.042150	-0.259342
1782832795.669998	0.352284	0.134464	-0.036900	-0.260528
1782832795.684590	0.413789	0.185291	-0.113014	-0.257188
1782832795.699201	0.432012	0.143962	-0.097207	-0.258129
1782832795.715118	0.466877	0.178053	-0.165552	-0.256813
1782832795.728426	0.480533	0.189209	-0.239626	-0.256144
1782832795.742889	0.497531	0.219496	-0.239742	-0.254590
1782832795.760214	0.510716	0.259193	-0.312470	-0.254191
1782832795.774035	0.529740	0.278712	-0.257460	-0.252597
1782832795.787609	0.523805	0.296444	-0.267979	-0.251394
1782832795.802361	0.487019	0.318951	-0.292943	-0.250821
1782832795.818289	0.501201	0.330313	-0.257587	-0.249808
1782832795.834057	0.476692	0.353030	-0.249412	-0.248583
1782832795.848488	0.426924	0.398016	-0.269130	-0.248154
1782832795.866467	0.375306	0.408856	-0.233373	-0.246121
1782832795.880983	0.321523	0.413973	-0.248513	-0.244921
1782832795.897029	0.325926	0.419766	-0.226189	-0.244267
1782832795.912122	0.272842	0.466462	-0.180483	-0.242200
1782832795.925704	0.230770	0.485112	-0.184870	-0.241539
1782832795.940559	0.191902	0.491144	-0.197729	-0.240349
1782832795.956720	0.156246	0.508419	-0.189200	-0.238854
1782832795.971715	0.153495	0.477947	-0.149889	-0.238070
1782832795.985487	0.137513	0.488276	-0.165967	-0.235738
1782832795.998650	0.135369	0.481694	-0.141684	-0.234361
1782832796.014458	0.131302	0.483716	-0.139579	-0.233248
1782832796.028377	0.145368	0.478646	-0.169839	-0.232048
1782832796.043067	0.159398	0.459388	-0.139103	-0.229490
1782832796.058033	0.199651	0.426256	-0.166842	-0.228663
1782832796.072806	0.197426	0.393536	-0.111558	-0.226899
1782832796.086231	0.212445	0.402568	-0.139368	-0.225701
1782832796.099634	0.211861	0.375626	-0.110559	-0.225109
1782832796.118902	0.281179	0.371727	-0.111771	-0.223414
1782832796.133894	0.282822	0.347647	-0.077885	-0.221454
1782832796.148382	0.303566	0.290218	-0.078952	-0.221487
1782832796.164847	0.332713	0.270321	-0.078507	-0.218648
1782832796.180141	0.335540	0.254671	-0.064452	-0.219914
1782832796.195867	0.360510	0.235177	-0.044366	-0.217501
1782832796.210481	0.351912	0.189630	-0.023210	-0.217501
1782832796.225375	0.353750	0.151800	0.013114	-0.215929
1782832796.239648	0.351163	0.133519	0.037866	-0.214705
1782832796.254151	0.356217	0.123191	0.054819	-0.213250
1782832796.270540	0.343312	0.113953	0.079503	-0.212091
1782832796.286266	0.322384	0.100948	0.130275	-0.210386
1782832796.300014	0.300835	0.076683	0.176190	-0.209514
1782832796.314407	0.301089	0.090985	0.178199	-0.208711
1782832796.329924	0.277485	0.045574	0.197359	-0.207785
1782832796.344408	0.255340	0.022467	0.217765	-0.205512
1782832796.358310	0.234587	0.029509	0.250524	-0.205229
1782832796.374175	0.230452	0.032008	0.254279	-0.203974
1782832796.389301	0.211540	0.003670	0.279011	-0.203126
1782832796.403759	0.205722	-0.037205	0.321015	-0.202300
1782832796.419298	0.203054	-0.025945	0.306232	-0.201541
1782832796.436230	0.196753	-0.047839	0.331414	-0.199941
1782832796.449821	0.202605	-0.068924	0.340609	-0.199125
1782832796.463657	0.215574	-0.069155	0.349864	-0.197434
1782832796.477379	0.213889	-0.070580	0.337243	-0.196751
1782832796.493083	0.219624	-0.098946	0.390075	-0.196190
1782832796.506302	0.220427	-0.132503	0.404231	-0.194157
1782832796.519606	0.248324	-0.174485	0.423988	-0.194157
1782832796.534602	0.247716	-0.162563	0.389243	-0.193526
1782832796.548213	0.253697	-0.153046	0.417680	-0.192173
1782832796.562940	0.264720	-0.177361	0.445253	-0.191335
1782832796.577649	0.275601	-0.197282	0.432830	-0.190884
1782832796.593438	0.275601	-0.192119	0.443685	-0.189815
1782832796.608804	0.290739	-0.203859	0.458705	-0.189036
1782832796.624054	0.313813	-0.220462	0.459954	-0.188276
1782832796.638293	0.316621	-0.220185	0.471511	-0.186245
1782832796.652565	0.318876	-0.217908	0.461974	-0.184964
1782832796.670375	0.320694	-0.215442	0.454231	-0.183444
1782832796.684813	0.320706	-0.208788	0.439887	-0.181376
1782832796.698355	0.320884	-0.215559	0.493013	-0.181376
1782832796.713062	0.323865	-0.173115	0.473805	-0.179428
1782832796.727664	0.314739	-0.196374	0.458528	-0.177775
1782832796.744007	0.307506	-0.223980	0.490304	-0.176839
1782832796.757726	0.296828	-0.219358	0.475209	-0.174614
1782832796.774148	0.282629	-0.218408	0.476047	-0.172643
1782832796.788920	0.283633	-0.206732	0.450819	-0.171117
1782832796.804371	0.272670	-0.233044	0.490222	-0.169744
1782832796.818537	0.272925	-0.219008	0.473013	-0.169091
1782832796.832719	0.262187	-0.208442	0.468035	-0.166622
1782832796.848110	0.250591	-0.217379	0.496285	-0.165734
1782832796.861494	0.244978	-0.238623	0.512659	-0.164656
1782832796.876400	0.238311	-0.245032	0.526867	-0.162090
1782832796.894485	0.237909	-0.228545	0.489335	-0.160792
1782832796.914342	0.239742	-0.186316	0.512093	-0.158985
1782832796.929465	0.234802	-0.226834	0.541551	-0.157890
1782832796.944168	0.239256	-0.249953	0.542822	-0.154866
1782832796.958740	0.253654	-0.253263	0.569563	-0.153922
1782832796.974686	0.253752	-0.230604	0.574818	-0.152032
1782832796.990476	0.254472	-0.228249	0.555693	-0.150502
1782832797.005964	0.261043	-0.213087	0.589668	-0.149425
1782832797.019668	0.262125	-0.216823	0.568053	-0.148247
1782832797.036400	0.282789	-0.230087	0.612413	-0.146110
1782832797.054462	0.284201	-0.204405	0.567456	-0.143660
1782832797.069746	0.289491	-0.211976	0.563195	-0.142315
1782832797.084115	0.301867	-0.181568	0.535218	-0.140686
1782832797.098785	0.304027	-0.199421	0.519562	-0.139209
1782832797.113432	0.305158	-0.182057	0.560612	-0.138096
1782832797.127266	0.300001	-0.184062	0.587287	-0.136890
1782832797.146033	0.300144	-0.161048	0.608610	-0.134419
1782832797.159382	0.290714	-0.157534	0.607233	-0.132979
1782832797.175379	0.291197	-0.137279	0.591719	-0.130864
1782832797.188728	0.291952	-0.150328	0.578642	-0.129881
1782832797.204080	0.280117	-0.130801	0.597615	-0.128539
1782832797.220679	0.277514	-0.122767	0.602208	-0.127366
1782832797.239628	0.266227	-0.106375	0.595361	-0.124559
1782832797.257148	0.265961	-0.106659	0.554913	-0.122076
1782832797.270769	0.261768	-0.105312	0.569860	-0.120693
1782832797.286280	0.257778	-0.079430	0.612998	-0.120693
1782832797.299814	0.248262	-0.073570	0.576722	-0.117109
1782832797.315574	0.248664	-0.042897	0.582821	-0.115171
1782832797.338378	0.244818	-0.049613	0.572314	-0.112926
1782832797.353409	0.243682	-0.060505	0.549193	-0.110263
1782832797.366918	0.253290	-0.020613	0.527261	-0.108743
1782832797.380521	0.253201	-0.011485	0.508169	-0.107443
1782832797.397447	0.251958	-0.023513	0.507637	-0.104456
1782832797.414639	0.254105	0.018742	0.521575	-0.103185
1782832797.429288	0.269151	0.008369	0.514974	-0.102554
1782832797.444479	0.268130	0.015243	0.540942	-0.098893
1782832797.458090	0.276952	0.017256	0.556435	-0.096995
1782832797.472763	0.277837	0.031326	0.533351	-0.094431
1782832797.487433	0.288246	0.066625	0.527624	-0.093295
1782832797.501629	0.289109	0.046949	0.510240	-0.091436
1782832797.515806	0.287235	0.094453	0.514572	-0.089780
1782832797.530756	0.288203	0.053712	0.518355	-0.088412
1782832797.546402	0.300218	0.091648	0.502814	-0.085331
1782832797.560331	0.285347	0.102976	0.509828	-0.083452
1782832797.574797	0.286273	0.089960	0.488484	-0.080437
1782832797.588883	0.282904	0.096472	0.494052	-0.078162
1782832797.603670	0.276760	0.093398	0.495034	-0.076640
1782832797.618538	0.275412	0.125949	0.483179	-0.074754
1782832797.633266	0.274905	0.119566	0.460917	-0.071546
1782832797.647284	0.265025	0.150329	0.467707	-0.069511
1782832797.663449	0.260382	0.130649	0.459580	-0.066646
1782832797.678075	0.249908	0.145822	0.462434	-0.064613
1782832797.691862	0.249908	0.145822	0.462434	-0.064613
1782832797.715826	0.253460	0.151917	0.446604	-0.060103
1782832797.736058	0.249756	0.158723	0.425607	-0.057315
1782832797.750805	0.241554	0.153310	0.435821	-0.055518
1782832797.764477	0.246930	0.166606	0.419800	-0.052824
1782832797.777779	0.245906	0.168502	0.400358	-0.051355
1782832797.791373	0.256566	0.172969	0.395981	-0.050329
1782832797.807966	0.249468	0.173272	0.401984	-0.048418
1782832797.825075	0.264615	0.160802	0.387390	-0.045473
1782832797.838828	0.266195	0.164811	0.390757	-0.044017
1782832797.852708	0.268920	0.197667	0.378677	-0.041439
1782832797.868713	0.269390	0.173872	0.372923	-0.040787
1782832797.882633	0.280685	0.186005	0.351117	-0.038095
1782832797.896039	0.276129	0.187079	0.356027	-0.036841
1782832797.911100	0.276129	0.187079	0.356027	-0.036841
1782832797.928250	0.284690	0.184793	0.339458	-0.034342
1782832797.945053	0.287816	0.161884	0.331274	-0.031615
1782832797.959424	0.289073	0.173159	0.317522	-0.030304
1782832798.006461	0.280887	0.191814	0.322376	-0.026188
1782832798.020993	0.266291	0.207609	0.320378	-0.025112
1782832798.036173	0.261399	0.213091	0.309995	-0.022761
1782832798.049724	0.261326	0.199455	0.316720	-0.021526
1782832798.064991	0.250364	0.188868	0.319630	-0.019442
1782832798.079809	0.249950	0.167777	0.327478	-0.018777
1782832798.097142	0.257607	0.210714	0.310356	-0.016990
1782832798.110741	0.257445	0.215514	0.293908	-0.016990
1782832798.126008	0.254142	0.226584	0.309095	-0.014693
1782832798.139313	0.253224	0.190235	0.316282	-0.013128
1782832798.152948	0.250994	0.183568	0.321646	-0.012361
1782832798.166666	0.261381	0.176912	0.313269	-0.011037
1782832798.180598	0.260963	0.172388	0.314714	-0.009941
1782832798.196583	0.265751	0.187302	0.293918	-0.008510
1782832798.209720	0.260936	0.185778	0.280772	-0.008510
1782832798.224874	0.269663	0.193731	0.267995	-0.006674
1782832798.239923	0.269818	0.176114	0.265503	-0.006028
1782832798.256182	0.277662	0.183596	0.269416	-0.004477
1782832798.271451	0.278002	0.179046	0.267139	-0.004095
1782832798.286877	0.280447	0.184105	0.257491	-0.002406
1782832798.300548	0.285858	0.183659	0.258486	-0.001263
1782832798.315707	0.286705	0.166719	0.261153	-0.001093
1782832798.332003	0.291982	0.173748	0.252738	-0.000482
1782832798.347039	0.297656	0.176631	0.254174	0.001105
1782832798.360138	0.291429	0.176884	0.253802	0.001572
1782832798.375240	0.292719	0.183111	0.260380	0.003044
1782832798.388990	0.286980	0.193856	0.260351	0.003468
1782832798.405220	0.283855	0.183040	0.246487	0.004105
1782832798.418628	0.277965	0.168586	0.266846	0.005654
1782832798.435407	0.278224	0.158729	0.256610	0.006645
1782832798.449012	0.272450	0.149131	0.262244	0.007212
1782832798.463468	0.264528	0.153771	0.255889	0.008107
1782832798.477098	0.261314	0.163443	0.266913	0.008461
1782832798.492053	0.260850	0.173292	0.262485	0.009837
1782832798.507323	0.259446	0.149966	0.258992	0.010271
1782832798.520493	0.262698	0.153469	0.263771	0.010393
1782832798.534832	0.261645	0.160583	0.271733	0.011007
1782832798.547971	0.259758	0.144377	0.257485	0.011763
1782832798.562149	0.258505	0.146991	0.243742	0.012514
1782832798.575644	0.262438	0.124282	0.256421	0.013306
1782832798.589260	0.262385	0.130335	0.255956	0.013626
1782832798.604297	0.267299	0.146908	0.254686	0.013990
1782832798.617798	0.275026	0.125461	0.278345	0.014491
1782832798.632712	0.274970	0.109995	0.265582	0.015549
1782832798.648559	0.281552	0.115654	0.237883	0.015602
1782832798.662671	0.283849	0.093517	0.243749	0.016493
1782832798.676829	0.280495	0.065552	0.231727	0.016832
1782832798.690086	0.281146	0.030705	0.253306	0.017553
1782832798.705343	0.283967	0.026185	0.241615	0.018060
1782832798.718850	0.287220	0.048934	0.248478	0.018280
1782832798.734295	0.288488	0.044016	0.244557	0.018259
1782832798.749102	0.287059	0.016375	0.251773	0.018594
1782832798.767060	0.287196	0.042566	0.228035	0.019086
1782832798.786996	0.289465	0.049396	0.236401	0.019100
1782832798.801124	0.289974	0.053105	0.235940	0.019668
1782832798.817050	0.285136	0.030986	0.246323	0.020017
1782832798.831243	0.285174	0.013058	0.246579	0.020133
1782832798.846524	0.283040	0.023490	0.252958	0.020000
1782832798.860127	0.279754	0.028187	0.259280	0.020419
1782832798.876322	0.275455	0.009281	0.255038	0.020303
1782832798.890101	0.275530	0.003227	0.257252	0.020441
1782832798.905212	0.271103	0.012445	0.257652	0.020492
1782832798.918708	0.269670	0.019302	0.275663	0.020556
1782832798.933149	0.268668	0.022052	0.289141	0.020875
1782832798.947948	0.262612	0.030843	0.275223	0.020886
1782832798.962094	0.259687	0.023041	0.278020	0.020924
1782832798.976345	0.262190	0.020601	0.314054	0.021143
1782832798.990430	0.261536	0.034114	0.306312	0.021743
1782832799.007094	0.260730	0.002970	0.298928	0.022067
1782832799.020515	0.262885	0.010924	0.282117	0.022056
1782832799.036310	0.264335	0.025736	0.297096	0.022945
1782832799.049722	0.263714	0.012447	0.295767	0.022604
1782832799.063885	0.268182	0.030020	0.311102	0.022838
1782832799.078068	0.264796	0.030895	0.326476	0.023365
1782832799.095062	0.264544	0.029867	0.322258	0.023295
1782832799.112278	0.265007	0.025170	0.325311	0.023295
1782832799.129522	0.277614	0.012186	0.330734	0.023696
1782832799.145048	0.284831	0.018486	0.321938	0.024052
1782832799.161351	0.290873	0.044435	0.296233	0.023550
1782832799.175554	0.291721	0.001447	0.317492	0.024363
1782832799.189460	0.295154	0.009506	0.305116	0.024393
1782832799.204140	0.295382	0.032159	0.323502	0.024583
1782832799.219976	0.291232	0.027542	0.328754	0.024583
1782832799.237045	0.294174	0.031581	0.335278	0.025326
1782832799.250581	0.294685	0.041342	0.330646	0.025147
1782832799.265450	0.287592	0.049867	0.338627	0.025503
1782832799.279362	0.283063	0.058584	0.346291	0.025403
1782832799.293760	0.279561	0.040422	0.355453	0.026121
1782832799.308843	0.279461	0.030187	0.363718	0.026358
1782832799.325432	0.271966	0.049855	0.359041	0.026447
1782832799.339417	0.271961	0.050317	0.354564	0.026433
1782832799.353391	0.268356	0.071939	0.355484	0.027005
1782832799.368478	0.262104	0.045628	0.385117	0.027510
1782832799.382199	0.257531	0.057467	0.375134	0.027784
1782832799.396365	0.251380	0.055511	0.365752	0.027931
1782832799.410809	0.251007	0.054715	0.367796	0.028758
1782832799.424157	0.251782	0.058996	0.374919	0.028443
1782832799.438227	0.251087	0.079805	0.375129	0.029110
1782832799.452356	0.250050	0.063418	0.378427	0.029270
1782832799.469049	0.248965	0.087921	0.375140	0.029149
1782832799.483235	0.255732	0.089665	0.388404	0.030138
1782832799.496596	0.260499	0.065663	0.375296	0.030743
1782832799.512303	0.260499	0.065663	0.375296	0.030743
1782832799.525648	0.266680	0.061610	0.375768	0.030260
1782832799.538893	0.266609	0.060654	0.375517	0.030764
1782832799.554159	0.280896	0.106088	0.367637	0.030559
1782832799.570103	0.281322	0.101007	0.364956	0.030614
1782832799.584714	0.288283	0.076049	0.370066	0.031547
1782832799.598464	0.294861	0.093848	0.360705	0.031463
1782832799.612081	0.294861	0.093848	0.360705	0.031463
1782832799.627147	0.295756	0.057594	0.373433	0.031963
1782832799.640417	0.296405	0.062347	0.371577	0.031904
1782832799.656215	0.294768	0.060531	0.351497	0.032170
1782832799.671585	0.295388	0.033435	0.360824	0.032274
1782832799.686799	0.294759	0.066652	0.362858	0.032641
1782832799.700045	0.291274	0.038718	0.363969	0.032590
1782832799.713605	0.291632	0.039274	0.356072	0.033071
1782832799.726756	0.287656	0.056823	0.336874	0.033374
1782832799.739992	0.283147	0.079372	0.343667	0.033107
1782832799.757085	0.283704	0.066721	0.340722	0.033953
1782832799.775230	0.284406	0.082580	0.330490	0.033989
1782832799.790215	0.277807	0.039854	0.316087	0.033727
1782832799.804906	0.275321	0.055833	0.322269	0.034589
1782832799.818711	0.273458	0.058400	0.327037	0.034589
1782832799.835949	0.272662	0.059169	0.318775	0.034664
1782832799.853442	0.269118	0.054280	0.308309	0.034940
1782832799.871948	0.268520	0.047789	0.311405	0.034927
1782832799.885509	0.271009	0.035725	0.307423	0.035427
1782832799.900000	0.270786	0.048093	0.296137	0.035687
1782832799.917276	0.270249	0.035672	0.316932	0.035470
1782832799.937989	0.267066	0.032533	0.324049	0.036264
1782832799.958889	0.267761	0.025070	0.313766	0.035855
1782832799.972795	0.267361	0.044341	0.311888	0.036185
1782832799.987327	0.272017	0.036363	0.292694	0.036699
1782832800.002219	0.279076	0.062140	0.284719	0.036049
1782832800.015462	0.279047	0.050380	0.278268	0.036350
1782832800.028647	0.277573	0.037557	0.286773	0.036755
1782832800.042451	0.279075	0.032407	0.281647	0.036561
1782832800.057274	0.279222	0.011889	0.296759	0.037077
1782832800.073017	0.280145	-0.008026	0.299620	0.037980
1782832800.086297	0.276873	0.000319	0.285836	0.037755
1782832800.100808	0.280432	0.024499	0.280608	0.037595
1782832800.114165	0.280658	0.036810	0.276643	0.037494
1782832800.127662	0.279688	0.043841	0.282762	0.038137
1782832800.141376	0.279614	0.031670	0.295353	0.038266
1782832800.155176	0.278738	0.005419	0.295142	0.038259
1782832800.170077	0.280197	0.005825	0.284740	0.038479
1782832800.185096	0.282340	0.014285	0.270446	0.038636
1782832800.199956	0.282641	0.000399	0.276441	0.038800
1782832800.219800	0.282053	-0.002712	0.283337	0.038299
1782832800.236050	0.282279	0.008591	0.286790	0.039096
1782832800.249776	0.275197	0.011290	0.283298	0.039571
1782832800.265283	0.270979	0.029472	0.281853	0.038924
