时间(s)	位置x(m)	位置y(m)	位置z(m)	欧拉角roll(rad)	欧拉角pitch(rad)	欧拉角yaw(rad)	速度x(m/s)	速度y(m/s)	速度z(m/s)
1782835049.273672	-0.447781	0.078303	1.263760	0.021385	-0.007171	-0.018261	0.050483	-0.020518	-0.003277
1782835049.285383	-0.447290	0.077981	1.263609	0.020994	-0.006091	-0.017363	0.047480	-0.023179	-0.008417
1782835049.296632	-0.446993	0.077832	1.263434	0.017844	-0.009109	-0.017586	0.047480	-0.023179	-0.008417
1782835049.304289	-0.446788	0.077689	1.263372	0.017759	-0.008706	-0.018568	0.036907	-0.018537	-0.011986
1782835049.314270	-0.446533	0.077415	1.263080	0.020458	-0.010452	-0.015827	0.036907	-0.018537	-0.011986
1782835049.329794	-0.446214	0.077230	1.262985	0.018724	-0.010198	-0.011975	0.045048	-0.024612	0.021389
1782835049.335211	-0.446050	0.077031	1.263033	0.017617	-0.009167	-0.009508	0.045048	-0.024612	0.021389
1782835049.344666	-0.445827	0.077009	1.263143	0.017343	-0.008808	-0.007334	0.036329	-0.023862	0.021576
1782835049.354323	-0.445418	0.076841	1.263616	0.015806	-0.006404	-0.005617	0.036329	-0.023862	0.021576
1782835049.369969	-0.445205	0.076795	1.264158	0.015012	-0.005909	-0.004615	0.036329	-0.023862	0.021576
1782835049.374599	-0.444839	0.076603	1.264570	0.014344	-0.006337	-0.000253	0.044479	-0.025528	0.059709
1782835049.384907	-0.444839	0.076603	1.264570	0.014344	-0.006337	-0.000253	0.044479	-0.025528	0.059709
1782835049.394295	-0.444677	0.076360	1.265170	0.015089	-0.005801	0.002979	0.037258	-0.020509	0.072231
1782835049.404232	-0.444544	0.076378	1.266272	0.014453	-0.005948	0.005071	0.043562	-0.023806	0.109388
1782835049.415910	-0.444226	0.076069	1.267220	0.013269	-0.007053	0.005563	0.043562	-0.023806	0.109388
1782835049.423951	-0.443898	0.075957	1.268448	0.016597	-0.007003	0.010481	0.039361	-0.022580	0.117594
1782835049.433775	-0.443734	0.075721	1.269946	0.017326	-0.007141	0.011652	0.039361	-0.022580	0.117594
1782835049.445704	-0.443475	0.075449	1.271221	0.015218	-0.007494	0.016145	0.038136	-0.022357	0.139674
1782835049.454159	-0.443345	0.075181	1.272776	0.016511	-0.007800	0.017432	0.038136	-0.022357	0.139674
1782835049.463759	-0.443093	0.075031	1.274287	0.012413	-0.006086	0.019823	0.044699	-0.027473	0.146826
1782835049.473844	-0.442951	0.074824	1.276057	0.016421	-0.008383	0.023010	0.044699	-0.027473	0.146826
1782835049.484240	-0.442951	0.074824	1.276057	0.016421	-0.008383	0.023010	0.027368	-0.023301	0.146757
1782835049.494231	-0.442724	0.074682	1.277576	0.016265	-0.008472	0.024516	0.027368	-0.023301	0.146757
1782835049.503694	-0.442425	0.074582	1.279267	0.017941	-0.007935	0.026677	0.033570	-0.020582	0.141609
1782835049.514970	-0.442243	0.074086	1.280579	0.015029	-0.008199	0.032579	0.033570	-0.020582	0.141609
1782835049.523787	-0.442045	0.073986	1.282128	0.014843	-0.009473	0.033892	0.044643	-0.027839	0.126907
1782835049.533743	-0.441790	0.073903	1.283521	0.016590	-0.007937	0.036282	0.044643	-0.027839	0.126907
1782835049.545617	-0.441600	0.073519	1.284812	0.014676	-0.007842	0.038905	0.044643	-0.027839	0.126907
1782835049.554165	-0.441351	0.073547	1.285974	0.014278	-0.006950	0.040400	0.048634	-0.031482	0.095796
1782835049.563863	-0.441043	0.073219	1.287032	0.016417	-0.006895	0.042570	0.040627	-0.032900	0.082362
1782835049.574138	-0.441043	0.073219	1.287032	0.016417	-0.006895	0.042570	0.040627	-0.032900	0.082362
1782835049.585019	-0.440877	0.072869	1.287977	0.018260	-0.008993	0.046834	0.040627	-0.032900	0.082362
1782835049.593926	-0.440768	0.072741	1.288810	0.015243	-0.009834	0.049343	0.030187	-0.022717	0.072236
1782835049.606675	-0.440610	0.072601	1.289784	0.017505	-0.009319	0.049880	0.028588	-0.030175	0.058114
1782835049.614170	-0.440293	0.072380	1.290201	0.012995	-0.007703	0.053365	0.028588	-0.030175	0.058114
1782835049.624772	-0.440297	0.072084	1.290647	0.013797	-0.009600	0.056827	0.037223	-0.035000	0.039090
1782835049.633919	-0.439971	0.071741	1.290926	0.012881	-0.008633	0.059754	0.037223	-0.035000	0.039090
1782835049.643812	-0.439683	0.071746	1.291317	0.017007	-0.010341	0.062155	0.037223	-0.035000	0.039090
1782835049.654088	-0.439649	0.071484	1.291618	0.018517	-0.007543	0.063257	0.040381	-0.039884	0.016062
1782835049.665135	-0.439574	0.071265	1.291622	0.018419	-0.008347	0.068083	0.032870	-0.034994	0.007422
1782835049.673783	-0.439574	0.071265	1.291622	0.018419	-0.008347	0.068083	0.032870	-0.034994	0.007422
1782835049.684502	-0.439386	0.070957	1.291590	0.013865	-0.008554	0.070516	0.019030	-0.032843	-0.003951
1782835049.693936	-0.439255	0.070726	1.291412	0.014471	-0.008233	0.073348	0.019030	-0.032843	-0.003951
1782835049.704742	-0.438966	0.070582	1.291387	0.014564	-0.007244	0.075664	0.029165	-0.031380	0.004266
1782835049.714124	-0.438770	0.070361	1.291244	0.011471	-0.005973	0.077777	0.029165	-0.031380	0.004266
1782835049.723864	-0.438455	0.070256	1.290963	0.010952	-0.008504	0.080416	0.035950	-0.040234	0.004572
1782835049.734158	-0.438413	0.070038	1.290944	0.012059	-0.006398	0.082511	0.035950	-0.040234	0.004572
1782835049.745019	-0.438258	0.069794	1.290722	0.010996	-0.007264	0.086307	0.024153	-0.030931	-0.011722
1782835049.754688	-0.438174	0.069505	1.290589	0.011854	-0.006581	0.089771	0.024153	-0.030931	-0.011722
1782835049.765799	-0.437835	0.069270	1.290713	0.012983	-0.006245	0.092991	0.033227	-0.035069	0.005026
1782835049.773813	-0.437835	0.069270	1.290713	0.012983	-0.006245	0.092991	0.033227	-0.035069	0.005026
1782835049.783670	-0.437646	0.069100	1.290699	0.011358	-0.005331	0.095552	0.036477	-0.040335	0.010131
1782835049.793790	-0.437256	0.068941	1.290771	0.012697	-0.004600	0.096197	0.036477	-0.040335	0.010131
1782835049.807615	-0.437345	0.068738	1.290755	0.011503	-0.005153	0.099173	0.036477	-0.040335	0.010131
1782835049.814233	-0.437211	0.068605	1.290612	0.010676	-0.006530	0.102654	0.024875	-0.031196	0.008974
1782835049.825414	-0.436781	0.068301	1.290691	0.010262	-0.006281	0.104944	0.031571	-0.037472	0.024331
1782835049.833867	-0.436641	0.068157	1.290911	0.007040	-0.005181	0.108751	0.031571	-0.037472	0.024331
1782835049.844025	-0.436427	0.067800	1.290923	0.008244	-0.005106	0.112676	0.027618	-0.037315	0.023206
1782835049.854741	-0.436251	0.067737	1.291208	0.007713	-0.004531	0.114127	0.027618	-0.037315	0.023206
1782835049.864091	-0.435896	0.067503	1.291469	0.008123	-0.004615	0.116342	0.039438	-0.033237	0.020934
1782835049.873697	-0.435453	0.067396	1.291591	0.007932	-0.005775	0.119646	0.039438	-0.033237	0.020934
1782835049.884068	-0.435453	0.067396	1.291591	0.007932	-0.005775	0.119646	0.044204	-0.037746	0.019597
1782835049.893824	-0.435377	0.067118	1.291841	0.006393	-0.003772	0.121778	0.044204	-0.037746	0.019597
1782835049.905432	-0.435169	0.067067	1.291942	0.006610	-0.003730	0.123779	0.044204	-0.037746	0.019597
1782835049.914279	-0.434742	0.066849	1.292251	0.002809	-0.003197	0.128032	0.029856	-0.032133	0.042478
1782835049.923795	-0.434483	0.066695	1.292499	0.006047	-0.004599	0.131759	0.049964	-0.035671	0.023078
1782835049.934042	-0.434388	0.066611	1.292748	0.006525	-0.004442	0.135040	0.049964	-0.035671	0.023078
1782835049.943934	-0.434050	0.066515	1.293235	0.006632	-0.003631	0.136657	0.043348	-0.033628	0.028312
1782835049.953726	-0.433675	0.066501	1.293707	0.007710	-0.004374	0.139815	0.043348	-0.033628	0.028312
1782835049.965352	-0.433471	0.066271	1.293894	0.008708	-0.004786	0.142792	0.034997	-0.029865	0.034642
1782835049.973942	-0.433022	0.066226	1.294152	0.006872	-0.003344	0.145475	0.034997	-0.029865	0.034642
1782835049.984041	-0.433022	0.066226	1.294152	0.006872	-0.003344	0.145475	0.047531	-0.032648	0.038310
1782835049.993751	-0.432759	0.066170	1.294389	0.009125	-0.004779	0.147651	0.047531	-0.032648	0.038310
1782835050.003855	-0.432389	0.065977	1.294445	0.008749	-0.005647	0.151718	0.047531	-0.032648	0.038310
1782835050.015440	-0.432227	0.066019	1.294724	0.008596	-0.005483	0.155246	0.038904	-0.028059	0.027485
1782835050.024261	-0.431953	0.066025	1.295029	0.008251	-0.006217	0.157017	0.028681	-0.024738	0.038260
1782835050.033885	-0.431357	0.065882	1.295257	0.008275	-0.005047	0.159189	0.028681	-0.024738	0.038260
1782835050.044535	-0.431136	0.065902	1.295446	0.008263	-0.004200	0.161479	0.039832	-0.025166	0.041295
1782835050.054645	-0.430791	0.065962	1.295475	0.007177	-0.004285	0.164007	0.039832	-0.025166	0.041295
1782835050.063878	-0.430451	0.065780	1.295354	0.007401	-0.005460	0.166885	0.037910	-0.021995	0.017831
1782835050.074228	-0.430451	0.065780	1.295354	0.007401	-0.005460	0.166885	0.037910	-0.021995	0.017831
1782835050.083859	-0.430195	0.065760	1.295235	0.007817	-0.007428	0.169648	0.029162	-0.017374	0.007407
1782835050.093987	-0.429918	0.065843	1.295300	0.007673	-0.007069	0.172260	0.029162	-0.017374	0.007407
1782835050.103774	-0.429393	0.065756	1.295360	0.009217	-0.005817	0.173011	0.034521	-0.019162	0.007159
1782835050.113846	-0.429119	0.065776	1.294999	0.007522	-0.005829	0.175818	0.034521	-0.019162	0.007159
1782835050.124541	-0.428916	0.065959	1.294967	0.009194	-0.007583	0.177302	0.048185	-0.026679	0.001762
1782835050.133960	-0.428629	0.065852	1.294703	0.008893	-0.005518	0.179860	0.048185	-0.026679	0.001762
1782835050.144620	-0.428230	0.065753	1.294287	0.008324	-0.006264	0.184236	0.048185	-0.026679	0.001762
1782835050.153763	-0.427996	0.065872	1.294091	0.007608	-0.006769	0.186883	0.036637	-0.018475	-0.028402
1782835050.163757	-0.427704	0.066016	1.294084	0.009699	-0.006297	0.188541	0.034279	-0.014539	-0.029004
1782835050.173956	-0.427704	0.066016	1.294084	0.009699	-0.006297	0.188541	0.034279	-0.014539	-0.029004
1782835050.184672	-0.427147	0.065909	1.293658	0.011670	-0.005500	0.190031	0.048949	-0.022245	-0.017686
1782835050.193850	-0.426894	0.066165	1.293414	0.009644	-0.005816	0.191150	0.048949	-0.022245	-0.017686
