时间(s)	角速度roll(rad/s)	角速度pitch(rad/s)	角速度yaw(rad/s)	推力
1782834982.311949	0.113959	0.644205	2.677571	-1.587561
1782834982.387310	0.116424	0.678628	2.661867	-1.599015
1782834982.457479	0.155132	0.543744	2.166368	-1.619980
1782834982.597861	0.191589	0.297903	1.053715	-1.203118
1782834982.688097	0.233894	0.030609	-1.606689	0.012094
1782834982.765696	0.163258	-0.053124	-2.444608	0.178533
1782834982.833389	0.153248	-0.006885	-2.539128	0.167920
1782834982.906400	0.174996	0.029376	-2.459629	0.117966
1782834982.984247	0.347684	0.046337	-1.930195	-0.079908
1782834983.053234	0.529740	-0.022273	-0.768049	-0.130655
1782834983.122265	0.529740	-0.035716	1.206563	-0.013187
1782834983.194293	0.416240	-0.013625	2.142453	0.063936
1782834983.306662	0.278674	0.062138	2.308084	0.034840
1782834983.381261	0.255261	0.118506	1.884497	-0.093763
1782834983.454070	0.234635	0.105537	1.462468	-0.117553
1782834983.524919	0.214065	0.006724	0.982907	-0.078623
1782834983.596935	0.226945	-0.140298	0.429013	-0.023437
1782834983.665860	0.237506	-0.302004	-0.092583	0.000230
1782834983.742809	0.240462	-0.346910	-0.398371	0.013115
1782834983.820425	0.232541	-0.306322	-0.489611	0.020847
1782834983.901390	0.221940	-0.206066	-0.374933	0.021389
1782834983.970183	0.223466	-0.092023	-0.097428	0.006215
1782834984.043456	0.234207	-0.025522	0.122307	-0.006230
1782834984.120718	0.250450	0.047045	0.320990	-0.007857
1782834984.191576	0.256436	0.062296	0.461869	0.000773
1782834984.255053	0.267258	0.118904	0.606444	0.017465
1782834984.330799	0.274552	0.096175	0.625483	0.030763
1782834984.427718	0.278706	0.064364	0.611828	0.042536
1782834984.514207	0.280753	-0.048183	0.522836	0.047049
1782834984.586908	0.282078	-0.081769	0.443074	0.046249
1782834984.661946	0.277844	-0.106620	0.362374	0.040409
1782834984.731422	0.268095	-0.123992	0.308898	0.033083
1782834984.806445	0.256242	-0.101809	0.294860	0.026101
1782834984.876476	0.248332	-0.044997	0.310111	0.021079
1782834984.957193	0.249432	-0.006411	0.340050	0.020161
1782834985.042336	0.255418	0.087813	0.381481	0.021796
1782834985.116163	0.273096	0.148750	0.395995	0.026620
1782834985.195341	0.279673	0.163973	0.395063	0.033650
1782834985.270747	0.287622	0.109266	0.390652	0.034590
1782834985.343644	0.289900	0.064059	0.417827	0.035174
1782834985.421894	0.275674	-0.043915	0.400639	0.028195
1782834985.505850	0.270761	-0.128950	0.403651	0.019895
1782834985.676270	0.253345	-0.200015	0.368335	0.008198
1782834985.821900	0.247114	-0.180302	0.354476	0.001153
1782834985.902299	0.262320	-0.087676	0.366414	0.000261
1782834985.972696	0.269003	0.038126	0.367499	0.009744
1782834986.044759	0.273414	0.090386	0.354702	0.013220
1782834986.117005	0.280494	0.137653	0.374501	0.017652
1782834986.191371	0.284452	0.122151	0.382717	0.018846
1782834986.262676	0.284819	0.059923	0.404010	0.017365
1782834986.337742	0.274964	-0.011241	0.384634	0.014240
1782834986.416546	0.270456	-0.067245	0.356966	0.009484
1782834986.490709	0.264329	-0.082573	0.355839	0.008082
1782834986.562751	0.259422	-0.130257	0.337951	0.003047
1782834986.641072	0.263037	-0.124561	0.343742	0.001540
1782834986.723446	0.262393	-0.071480	0.349874	0.004434
1782834986.833497	0.265176	-0.100919	0.333313	0.004027
1782834986.906748	0.274182	-0.057911	0.283551	0.008545
1782834986.980524	0.277515	-0.042283	0.272992	0.010712
1782834987.080532	0.281321	-0.026078	0.285615	0.013336
1782834987.183357	0.271626	-0.035555	0.314059	0.012798
1782834987.264992	0.261988	-0.050860	0.391030	0.011649
1782834987.333942	0.253933	-0.085725	0.395429	0.008983
1782834987.403608	0.250136	-0.094962	0.403550	0.008021
1782834987.481078	0.250889	-0.078582	0.416460	0.008546
1782834987.560045	0.253920	-0.035418	0.395923	0.012451
1782834987.635760	0.262576	-0.032584	0.362631	0.012462
1782834987.703600	0.274038	-0.004937	0.278429	0.017506
1782834987.772350	0.282766	-0.020237	0.272126	0.017183
1782834987.846224	0.286464	-0.021037	0.288076	0.018241
1782834987.980817	0.291552	-0.016248	0.317888	0.019102
1782834988.071959	0.267585	-0.057990	0.394697	0.015058
1782834988.155932	0.250783	-0.083479	0.412237	0.011805
1782834988.227442	0.242848	-0.122255	0.385136	0.009455
1782834988.300968	0.243499	-0.131413	0.336860	0.010295
1782834988.377812	0.253667	-0.070857	0.332322	0.016736
1782834988.451315	0.282585	-0.039486	0.273973	0.021806
1782834988.524089	0.287573	-0.018964	0.230909	0.023871
1782834988.679301	0.293730	0.006369	0.254840	0.027023
1782834988.787435	0.276655	0.014453	0.372779	0.029362
1782834988.882671	0.250138	0.002092	0.456528	0.025373
1782834988.961927	0.234277	-0.031540	0.508386	0.021316
1782834989.070206	0.229216	-0.044394	0.513444	0.021318
1782834989.152590	0.251415	-0.092869	0.415590	0.023089
1782834989.225994	0.272414	-0.071397	0.347975	0.029413
1782834989.299909	0.300880	-0.059828	0.233197	0.031889
1782834989.380186	0.309562	-0.007993	0.220527	0.036049
1782834989.455831	0.304705	0.010264	0.223594	0.034870
