时间(s)	位置x(m)	位置y(m)	位置z(m)	欧拉角roll(rad)	欧拉角pitch(rad)	欧拉角yaw(rad)	速度x(m/s)	速度y(m/s)	速度z(m/s)
1782835197.629359	-0.403572	0.019726	1.268758	0.001794	-0.012979	-0.010870	0.014833	0.003015	0.009027
1782835197.639659	-0.403309	0.019777	1.268712	0.002944	-0.012811	-0.010896	0.014833	0.003015	0.009027
1782835197.650085	-0.403309	0.019777	1.268712	0.002944	-0.012811	-0.010896	0.011550	0.006029	-0.006347
1782835197.660289	-0.403117	0.019773	1.268764	0.003652	-0.012571	-0.011121	0.001601	0.013280	-0.002773
1782835197.669050	-0.403080	0.019902	1.268840	0.003439	-0.011171	-0.011225	0.001601	0.013280	-0.002773
1782835197.678660	-0.403073	0.020132	1.269163	0.005894	-0.010419	-0.009182	0.001601	0.013280	-0.002773
1782835197.689461	-0.402875	0.020407	1.269141	0.004359	-0.009278	-0.007631	0.016857	0.003316	0.025663
1782835197.699393	-0.402883	0.020672	1.269072	0.003829	-0.010391	-0.003643	0.016857	0.003316	0.025663
1782835197.709675	-0.402888	0.020901	1.269578	0.003370	-0.010514	-0.000409	0.003790	0.011679	0.035705
1782835197.723601	-0.402882	0.021118	1.269938	0.004950	-0.010828	0.000002	0.003790	0.011679	0.035705
1782835197.729911	-0.402806	0.021297	1.270532	0.007594	-0.012632	0.002677	-0.001479	0.016330	0.068783
1782835197.738317	-0.402577	0.021578	1.271207	0.004332	-0.011661	0.005384	-0.001479	0.016330	0.068783
1782835197.748693	-0.402577	0.021578	1.271207	0.004332	-0.011661	0.005384	0.008164	0.014952	0.103536
1782835197.759333	-0.402679	0.021790	1.272191	0.005202	-0.009805	0.007278	0.008164	0.014952	0.103536
1782835197.768781	-0.402657	0.022210	1.273117	0.005599	-0.011433	0.009683	0.005077	0.019151	0.084202
1782835197.778576	-0.402452	0.022695	1.275348	0.007451	-0.010196	0.013629	0.016282	0.008397	0.112395
