时间(s)	角速度roll(rad/s)	角速度pitch(rad/s)	角速度yaw(rad/s)	推力
1782835177.494883	0.120396	0.634781	2.646032	-1.653924
1782835177.572017	0.119834	0.631409	2.644517	-1.659450
1782835177.645479	0.149318	0.440029	2.264407	-1.689064
1782835177.716443	0.187725	0.075118	1.116118	-1.263934
1782835177.791599	0.213045	-0.044771	-0.404801	-0.492064
1782835177.857855	0.229027	-0.056906	-1.349497	-0.117142
1782835177.931150	0.225320	-0.019717	-1.596327	-0.016735
1782835178.002351	0.219423	-0.055263	-1.606243	-0.044887
1782835178.073052	0.261755	-0.151018	-1.099006	-0.179600
1782835178.159129	0.360662	-0.214177	-0.328253	-0.233509
1782835178.244501	0.343711	-0.151256	0.891743	-0.163703
1782835178.329045	0.306282	0.007017	1.554238	-0.103771
1782835178.400059	0.279144	0.158306	1.674186	-0.139890
1782835178.497571	0.258981	0.247585	1.409377	-0.185515
1782835178.576163	0.238020	0.236603	0.779562	-0.146238
1782835178.653480	0.231920	0.181677	0.216825	-0.064435
1782835178.721466	0.233219	0.025831	-0.164505	-0.037691
1782835178.805026	0.233064	-0.109430	-0.310666	-0.044145
1782835178.882792	0.232308	-0.204856	-0.220283	-0.061697
1782835178.982559	0.245785	-0.265745	-0.027587	-0.068673
1782835179.055416	0.272886	-0.164551	0.330056	-0.054149
1782835179.140761	0.281407	-0.128906	0.531348	-0.043995
1782835179.245796	0.286187	-0.020498	0.725261	-0.036440
1782835179.316270	0.285171	0.074714	0.669224	-0.043815
1782835179.405417	0.277159	0.133572	0.565610	-0.042392
1782835179.480196	0.259473	0.144650	0.497144	-0.032582
1782835179.615382	0.246903	0.149433	0.449782	-0.023322
1782835179.713695	0.235847	0.076249	0.395556	-0.012459
1782835179.783765	0.239858	0.041461	0.357130	-0.008060
1782835179.853056	0.258125	0.044677	0.291121	-0.001721
1782835179.928296	0.265314	0.017515	0.264623	0.000366
1782835179.998909	0.276750	-0.017764	0.270892	0.000383
1782835180.072858	0.283869	-0.010485	0.270427	0.000957
1782835180.143497	0.280727	-0.003607	0.341049	0.000620
1782835180.215661	0.273742	0.034277	0.392109	0.000891
1782835180.291097	0.262078	0.023058	0.397965	0.000008
1782835180.362571	0.253650	0.005966	0.423715	-0.000644
1782835180.463487	0.250595	0.034041	0.379005	0.001996
1782835180.541316	0.259421	0.025583	0.335932	0.005708
1782835180.615836	0.268706	0.031732	0.266330	0.009240
1782835180.705246	0.280042	0.049575	0.219140	0.009838
1782835180.781610	0.285526	0.090156	0.249368	0.009459
1782835180.854150	0.284468	0.073292	0.242001	0.005310
1782835180.925781	0.280001	0.069536	0.261443	0.002842
1782835180.995321	0.272230	0.055066	0.322994	-0.002695
1782835181.073148	0.256676	0.028537	0.401190	-0.008733
1782835181.140106	0.255523	0.041558	0.447721	-0.010934
1782835181.214723	0.252724	0.039595	0.442751	-0.011888
1782835181.283753	0.256119	0.008959	0.429822	-0.009781
1782835181.352886	0.263484	-0.005131	0.403076	-0.008810
1782835181.425709	0.270191	-0.029154	0.370409	-0.007390
1782835181.501554	0.278458	-0.009268	0.323733	-0.003339
1782835181.598586	0.285864	-0.027918	0.273895	-0.002653
1782835181.672813	0.275537	-0.027918	0.266983	-0.004347
1782835181.753843	0.270345	-0.037615	0.257580	-0.005941
1782835181.854408	0.261395	-0.032950	0.238713	-0.007109
1782835181.919065	0.246688	0.014725	0.294249	-0.006650
1782835182.004030	0.246188	0.071977	0.319415	-0.004891
1782835182.114118	0.259186	0.095915	0.334663	-0.005055
1782835182.215797	0.275220	0.057396	0.354464	-0.004767
1782835182.288678	0.295185	0.054639	0.318351	-0.001364
1782835182.354939	0.300259	-0.001256	0.284699	-0.001734
1782835182.426060	0.296439	0.006511	0.251736	-0.000804
1782835182.498453	0.288122	-0.020553	0.253130	-0.002805
1782835182.585499	0.256613	0.012901	0.286569	-0.002952
1782835182.699617	0.237472	0.027878	0.314655	-0.005465
1782835182.794546	0.219811	0.047141	0.344214	-0.005434
1782835182.886556	0.233829	0.028845	0.348125	-0.005283
1782835182.974044	0.265791	-0.009202	0.341359	-0.002078
1782835183.042651	0.292067	-0.062434	0.273402	0.000566
1782835183.114786	0.313159	-0.050565	0.274303	0.002041
1782835183.191972	0.317250	-0.038653	0.257472	0.004766
1782835183.265654	0.307303	0.022954	0.255987	0.007714
1782835183.339461	0.282910	0.050360	0.240096	0.011195
