时间(s)	角速度roll(rad/s)	角速度pitch(rad/s)	角速度yaw(rad/s)	推力
1782835055.385696	0.110507	0.536536	2.627310	-1.581014
1782835055.465528	0.114096	0.544728	2.614093	-1.574988
1782835055.536275	0.149805	0.364570	2.100191	-1.561584
1782835055.605918	0.187728	0.158993	0.778426	-1.009292
1782835055.681126	0.216887	0.052066	-0.614956	-0.379117
1782835055.754356	0.221384	0.016844	-1.449154	-0.070367
1782835055.824667	0.213142	-0.022373	-1.648011	0.000368
1782835055.908763	0.222419	-0.090344	-1.454797	-0.072838
1782835055.983492	0.300515	-0.194941	-0.834384	-0.198439
1782835056.100600	0.355883	-0.236453	0.203476	-0.181542
1782835056.173746	0.324777	-0.049586	1.411271	-0.074411
1782835056.243315	0.283145	0.085501	1.839729	-0.068469
1782835056.314614	0.273035	0.165596	1.761389	-0.118685
1782835056.384644	0.261972	0.193951	1.420408	-0.153817
1782835056.468704	0.263992	0.173856	0.833945	-0.120220
1782835056.541615	0.287172	0.076676	0.210428	-0.052320
1782835056.610280	0.276952	-0.040337	-0.255082	-0.017577
1782835056.687599	0.247718	-0.161982	-0.415641	-0.023436
1782835056.761817	0.224697	-0.206839	-0.300755	-0.040224
1782835056.834663	0.210660	-0.209550	-0.096130	-0.055510
1782835056.906787	0.215960	-0.175201	0.251961	-0.063464
1782835056.979228	0.227450	-0.134724	0.544969	-0.053903
1782835057.052465	0.233122	-0.116667	0.677836	-0.041606
1782835057.157695	0.234540	-0.064874	0.764290	-0.034630
1782835057.271845	0.251428	0.016469	0.768162	-0.023869
1782835057.345227	0.279908	0.112710	0.664335	-0.009775
1782835057.415410	0.305887	0.129351	0.429578	0.005201
1782835057.489640	0.330889	0.123874	0.286758	0.017979
1782835057.564090	0.328361	0.053797	0.197517	0.022662
1782835057.644232	0.304576	0.000561	0.172526	0.022668
1782835057.714942	0.261734	-0.056257	0.197665	0.013229
1782835057.792290	0.222544	-0.082697	0.296119	0.003300
1782835057.934516	0.199961	-0.037071	0.366764	-0.000288
1782835058.067721	0.228109	0.034602	0.506102	0.009276
1782835058.146522	0.280276	0.025544	0.501824	0.023838
1782835058.216013	0.328752	-0.050292	0.411612	0.031042
1782835058.337520	0.350481	-0.047522	0.334940	0.033601
1782835058.466489	0.344570	-0.026056	0.238078	0.043288
1782835058.563001	0.274579	0.011476	0.212517	0.040587
1782835058.637233	0.192031	0.003905	0.211908	0.024709
1782835058.709838	0.137089	0.003087	0.301970	0.018935
1782835058.780532	0.129231	-0.014761	0.370995	0.017951
1782835058.852614	0.141815	-0.039733	0.445863	0.017485
1782835058.925514	0.204439	-0.049086	0.477644	0.023996
1782835059.003544	0.268714	-0.069427	0.439866	0.032579
1782835059.074309	0.345852	-0.069181	0.322833	0.034987
1782835059.147655	0.417315	-0.036720	0.146070	0.026266
1782835059.217505	0.419180	-0.016136	0.140262	0.031324
1782835059.288764	0.372343	0.060225	0.299472	0.042650
1782835059.363931	0.281234	0.051460	0.433095	0.034522
1782835059.465628	0.189397	0.052902	0.463919	0.015204
1782835059.574663	0.116460	0.045212	0.537494	0.012524
1782835059.649275	0.122556	-0.007887	0.582277	0.011720
1782835059.715029	0.163332	-0.081568	0.533925	0.012418
1782835059.786105	0.216609	-0.114774	0.442097	0.018883
1782835059.863412	0.273876	-0.099601	0.297560	0.024763
1782835059.932722	0.345896	-0.056671	0.082200	0.024076
1782835060.005922	0.396511	0.015749	0.004949	0.018733
1782835060.079392	0.401747	0.079959	0.085128	0.022438
1782835060.153193	0.359148	0.111602	0.267145	0.030919
1782835060.231771	0.267992	0.047899	0.431279	0.020867
1782835060.300356	0.184393	0.022270	0.502972	0.003807
1782835060.371148	0.138385	-0.032633	0.496585	-0.003881
1782835060.446010	0.131091	-0.078350	0.527768	-0.004578
1782835060.515238	0.147733	-0.120304	0.507006	-0.002043
1782835060.615350	0.203225	-0.136469	0.428865	0.007239
1782835060.725702	0.310809	-0.055992	0.220847	0.021848
1782835060.806614	0.429639	0.024861	-0.225687	0.014112
1782835060.932525	0.468091	0.114743	-0.370739	0.017406
1782835061.042642	0.365829	0.256352	0.235503	0.050363
1782835061.115877	0.225304	0.190170	0.624416	0.008086
1782835061.192550	0.094090	0.143059	0.699925	-0.018096
1782835061.264647	0.026387	0.057618	0.797085	-0.027595
1782835061.350270	0.012588	-0.034035	0.944131	-0.027115
1782835061.445397	0.053909	-0.270218	0.992141	-0.024478
1782835061.528147	0.134410	-0.418297	0.828648	-0.007546
1782835061.620320	0.200717	-0.331323	0.374760	0.034829
1782835061.699111	0.296076	-0.098068	-0.229856	0.072768
1782835061.816002	0.361778	0.161912	-0.599960	0.081761
1782835061.889611	0.414410	0.455473	-0.458098	0.062573
1782835061.963614	0.409981	0.486651	-0.081692	0.036387
1782835062.036089	0.339189	0.342661	0.450010	0.024681
1782835062.115635	0.247097	0.103321	0.768467	-0.004950
1782835062.189925	0.165076	-0.026010	0.731604	-0.035756
1782835062.263259	0.117816	-0.138713	0.685122	-0.047867
1782835062.334778	0.113642	-0.245524	0.640644	-0.044193
1782835062.402986	0.161598	-0.356767	0.555728	-0.031306
1782835062.475633	0.200163	-0.324668	0.453519	-0.009833
1782835062.550157	0.262534	-0.166084	0.273736	0.022521
1782835062.627485	0.337745	0.002671	0.001307	0.034479
1782835062.703604	0.373388	0.147219	-0.135034	0.038082
1782835062.783946	0.374165	0.259951	-0.002487	0.038488
1782835062.855523	0.332803	0.227955	0.315547	0.035873
1782835062.973441	0.267193	0.172204	0.501368	0.023996
1782835063.072479	0.157002	0.021348	0.670212	-0.005055
1782835063.143553	0.118198	-0.093229	0.741834	-0.015804
1782835063.216135	0.111109	-0.166239	0.773620	-0.016174
1782835063.285971	0.138660	-0.243507	0.728556	-0.008196
1782835063.361146	0.195893	-0.240342	0.573272	0.008392
1782835063.433769	0.282572	-0.194321	0.304751	0.024520
1782835063.510512	0.369586	-0.059816	-0.044250	0.025393
1782835063.583460	0.412733	0.153684	-0.175134	0.030094
1782835063.653912	0.398045	0.248633	-0.045614	0.035648
1782835063.741555	0.337624	0.224505	0.246745	0.036264
1782835063.812086	0.243150	0.125009	0.539250	0.013208
1782835063.887472	0.154956	0.068149	0.595200	-0.008544
1782835064.054258	0.112399	-0.026219	0.639790	-0.016296
1782835064.172115	0.161374	-0.338971	0.620083	-0.017872
1782835064.247300	0.261099	-0.453608	0.358287	0.000699
1782835064.320972	0.345283	-0.364012	0.042927	0.002040
1782835064.413554	0.392697	-0.200254	-0.196470	0.004814
1782835064.528039	0.399570	0.127423	-0.074691	0.022789
1782835064.606797	0.296938	0.357805	0.401004	0.025122
