时间(s)	位置x(m)	位置y(m)	位置z(m)	欧拉角roll(rad)	欧拉角pitch(rad)	欧拉角yaw(rad)	速度x(m/s)	速度y(m/s)	速度z(m/s)
1782834976.229471	-0.433717	0.015878	1.286142	0.004326	-0.014909	-0.033389	0.007887	0.034328	-0.004047
1782834976.232105	-0.433565	0.016251	1.286200	0.005233	-0.013177	-0.033120	0.007887	0.034328	-0.004047
1782834976.235490	-0.433565	0.016251	1.286200	0.005233	-0.013177	-0.033120	0.007887	0.034328	-0.004047
1782834976.241881	-0.433565	0.016251	1.286200	0.005233	-0.013177	-0.033120	0.020755	0.024562	0.007725
1782834976.253063	-0.433400	0.016675	1.286293	0.004285	-0.011342	-0.033640	0.020755	0.024562	0.007725
1782834976.261981	-0.433346	0.016994	1.286271	0.007367	-0.014162	-0.033673	0.012939	0.028318	-0.001728
1782834976.271988	-0.433368	0.017276	1.286282	0.007640	-0.012443	-0.032512	0.012939	0.028318	-0.001728
1782834976.281801	-0.433408	0.017722	1.286231	0.006975	-0.011608	-0.028367	0.003219	0.030851	0.005075
1782834976.291856	-0.433458	0.017981	1.286296	0.005667	-0.012052	-0.026496	0.003219	0.030851	0.005075
1782834976.302616	-0.433410	0.018529	1.286474	0.007726	-0.011020	-0.026549	0.015179	0.030441	0.029410
1782834976.311912	-0.433414	0.019160	1.286715	0.009594	-0.009530	-0.023977	0.015179	0.030441	0.029410
1782834976.321803	-0.433319	0.019572	1.286805	0.008708	-0.007776	-0.022053	0.004619	0.033452	0.014669
1782834976.331916	-0.433319	0.019572	1.286805	0.008708	-0.007776	-0.022053	-0.001387	0.034389	0.023726
1782834976.341745	-0.433439	0.019935	1.286941	0.008083	-0.008772	-0.020001	-0.001387	0.034389	0.023726
1782834976.352358	-0.433546	0.020382	1.286965	0.004957	-0.007581	-0.018024	-0.001387	0.034389	0.023726
1782834976.362086	-0.433551	0.021065	1.287264	0.008761	-0.006247	-0.016244	0.012239	0.037170	0.031000
1782834976.371988	-0.433564	0.021438	1.287729	0.009034	-0.005066	-0.013513	0.012239	0.037170	0.031000
1782834976.382174	-0.433500	0.021783	1.288078	0.008778	-0.003966	-0.010955	0.020757	0.028466	0.028592
1782834976.392435	-0.433386	0.022196	1.288430	0.008435	-0.003453	-0.009893	0.009782	0.037736	0.018889
1782834976.404258	-0.433388	0.022683	1.288712	0.010450	-0.003395	-0.007503	0.009782	0.037736	0.018889
1782834976.416873	-0.433373	0.023274	1.289135	0.008118	-0.001906	-0.005321	0.009782	0.037736	0.018889
1782834976.422231	-0.433411	0.023588	1.289604	0.004966	-0.000526	-0.002772	0.011268	0.030915	0.038875
1782834976.432252	-0.433411	0.023588	1.289604	0.004966	-0.000526	-0.002772	0.011268	0.030915	0.038875
1782834976.442460	-0.433554	0.023965	1.290087	0.005845	-0.001199	-0.000013	0.022479	0.025965	0.046531
1782834976.453115	-0.433484	0.024342	1.290671	0.009968	-0.001612	0.002636	0.022479	0.025965	0.046531
1782834976.466501	-0.433289	0.024869	1.291312	0.008326	-0.000048	0.003664	0.009177	0.037608	0.025417
1782834976.474054	-0.433126	0.025257	1.291496	0.009411	-0.000313	0.006735	0.009177	0.037608	0.025417
1782834976.482318	-0.433317	0.025621	1.291834	0.008885	0.000115	0.008677	0.009177	0.037608	0.025417
1782834976.494555	-0.433460	0.026214	1.292489	0.011007	-0.002642	0.011731	0.024080	0.029784	0.036219
1782834976.504812	-0.433318	0.026590	1.292955	0.012034	-0.002807	0.013774	0.024080	0.029784	0.036219
1782834976.515469	-0.433182	0.026887	1.293395	0.011011	0.000926	0.015955	0.021524	0.028252	0.037591
1782834976.523002	-0.433012	0.027339	1.293777	0.013293	-0.000007	0.020027	0.021524	0.028252	0.037591
1782834976.533351	-0.433003	0.027699	1.294240	0.016099	-0.000148	0.021481	0.021524	0.028252	0.037591
1782834976.542809	-0.433003	0.027699	1.294240	0.016099	-0.000148	0.021481	0.014777	0.034602	0.032013
1782834976.553893	-0.432980	0.028114	1.294376	0.014742	-0.000725	0.023674	0.012312	0.036476	0.019707
1782834976.563817	-0.432891	0.028707	1.294879	0.013721	0.000330	0.027218	0.012312	0.036476	0.019707
