时间(s)	角速度roll(rad/s)	角速度pitch(rad/s)	角速度yaw(rad/s)	推力
1782835086.225351	0.125980	0.656213	2.558013	-1.772286
1782835086.295079	0.122755	0.639671	2.581050	-1.769219
1782835086.376293	0.160739	0.473775	2.153633	-1.783482
1782835086.451555	0.196575	0.211865	1.110723	-1.356755
1782835086.526312	0.220288	0.100533	-0.478891	-0.514350
1782835086.599691	0.236634	0.109059	-1.505793	-0.021241
1782835086.675674	0.216654	0.087820	-1.836092	0.054648
1782835086.749463	0.218372	0.012346	-1.696840	-0.017905
1782835086.829681	0.291455	-0.064208	-1.218201	-0.150922
1782835086.903078	0.388641	-0.184903	0.001703	-0.189454
1782835086.977446	0.371304	-0.176306	1.198554	-0.071541
1782835087.051935	0.316794	-0.026427	1.720114	-0.061425
1782835087.134465	0.286377	0.132894	1.777726	-0.126541
1782835087.234824	0.269007	0.197347	1.423455	-0.176253
1782835087.313577	0.245103	0.214589	0.702427	-0.125182
1782835087.387387	0.231963	0.089696	0.109846	-0.052263
1782835087.461114	0.214924	-0.094745	-0.200720	-0.037596
1782835087.539332	0.204031	-0.247611	-0.325863	-0.049274
1782835087.612477	0.200509	-0.328438	-0.203977	-0.062424
1782835087.696761	0.216903	-0.386647	-0.018040	-0.060586
1782835087.773735	0.241833	-0.359899	0.286526	-0.035379
1782835087.846993	0.266905	-0.278434	0.562105	-0.017050
1782835087.922952	0.281917	-0.190776	0.732164	-0.004862
1782835088.005569	0.284385	-0.074234	0.830328	-0.014996
1782835088.076055	0.283070	0.013952	0.765460	-0.023785
1782835088.215193	0.284474	0.051478	0.639433	-0.021441
1782835088.379954	0.273196	0.071420	0.287663	0.012202
1782835088.465859	0.253580	0.032037	0.074758	0.025888
1782835088.533363	0.240082	-0.028990	0.086755	0.022669
1782835088.603085	0.224699	-0.075247	0.180553	0.014501
1782835088.712273	0.221966	-0.104328	0.259357	0.009732
1782835088.805590	0.244835	-0.117462	0.434590	0.011102
1782835088.880728	0.272106	-0.086658	0.576322	0.020230
1782835088.955206	0.293051	-0.082968	0.606714	0.027751
1782835089.025245	0.305967	-0.020469	0.598689	0.033135
1782835089.092095	0.316303	0.034246	0.498206	0.038881
1782835089.159548	0.305650	0.060588	0.452261	0.042932
1782835089.234054	0.289287	0.048904	0.353790	0.040923
1782835089.304530	0.255977	-0.003055	0.329578	0.033570
1782835089.375025	0.229545	0.005667	0.319926	0.029421
1782835089.481458	0.208826	-0.047475	0.349482	0.018158
1782835089.572146	0.219228	-0.110410	0.384606	0.011540
1782835089.641966	0.241736	-0.209624	0.371775	0.008034
1782835089.713514	0.267344	-0.210559	0.363217	0.011851
1782835089.792014	0.303587	-0.187609	0.352642	0.016811
1782835089.867363	0.312363	-0.161874	0.341854	0.020258
1782835089.934779	0.324209	-0.086704	0.360768	0.027189
1782835090.004267	0.307733	-0.046252	0.368211	0.029287
1782835090.077473	0.291519	-0.039912	0.377798	0.030035
1782835090.144453	0.259665	-0.013871	0.398950	0.027965
1782835090.216186	0.231303	-0.054403	0.404210	0.021579
1782835090.287492	0.220997	-0.102750	0.417810	0.018524
1782835090.365331	0.222865	-0.150069	0.410011	0.016791
1782835090.435596	0.242291	-0.133308	0.406608	0.023563
1782835090.518541	0.273243	-0.136424	0.333616	0.029478
1782835090.627223	0.303780	-0.106856	0.282887	0.037741
1782835090.720102	0.323078	-0.026308	0.270136	0.048329
1782835090.790370	0.313024	0.003880	0.262620	0.051039
1782835090.869780	0.286661	0.021297	0.315889	0.050168
1782835090.943444	0.261191	0.026670	0.345976	0.045834
1782835091.022008	0.227221	-0.020455	0.408151	0.037095
1782835091.093562	0.211470	-0.043444	0.447873	0.032520
1782835091.238013	0.210216	-0.057145	0.473459	0.035025
1782835091.346112	0.255960	-0.143963	0.396520	0.048582
1782835091.413300	0.322782	-0.145997	0.288628	0.058602
1782835091.487990	0.360781	-0.142561	0.206366	0.057751
1782835091.565440	0.356691	-0.059169	0.214898	0.066310
1782835091.724322	0.331405	0.014380	0.306564	0.069170
1782835091.844615	0.187476	0.127806	0.447783	0.046850
1782835091.923728	0.077442	0.128671	0.629369	0.049588
1782835091.994621	0.042796	0.044635	0.712904	0.053940
1782835092.066826	0.067228	-0.042919	0.756281	0.050585
1782835092.148368	0.113748	-0.127010	0.683933	0.049804
1782835092.220109	0.206924	-0.191493	0.453622	0.049807
1782835092.291031	0.283641	-0.128141	0.220630	0.053315
1782835092.365456	0.372401	-0.026076	-0.080805	0.046725
1782835092.444395	0.422101	0.044507	-0.200791	0.037538
1782835092.518854	0.414618	0.140164	0.021721	0.043772
