时间(s)	位置x(m)	位置y(m)	位置z(m)	欧拉角roll(rad)	欧拉角pitch(rad)	欧拉角yaw(rad)	速度x(m/s)	速度y(m/s)	速度z(m/s)
1782835122.864390	-0.418828	0.033045	1.196265	0.006223	-0.009462	-0.009162	0.043815	0.026008	-0.006225
1782835122.871237	-0.418828	0.033045	1.196265	0.006223	-0.009462	-0.009162	0.038054	0.032215	-0.006743
1782835122.875126	-0.418351	0.033318	1.196221	0.008911	-0.010463	-0.009753	0.038054	0.032215	-0.006743
1782835122.885667	-0.417929	0.033818	1.196168	0.007450	-0.007237	-0.010190	0.038054	0.032215	-0.006743
1782835122.894727	-0.417643	0.034096	1.196108	0.006177	-0.007916	-0.009030	0.045464	0.030751	0.000298
1782835122.905593	-0.417404	0.034596	1.196003	0.006406	-0.009461	-0.005536	0.045464	0.030751	0.000298
1782835122.915538	-0.417144	0.034935	1.196306	0.008534	-0.009436	-0.004435	0.033078	0.028672	0.002374
1782835122.925870	-0.417014	0.035383	1.196853	0.010923	-0.012540	-0.002311	0.032752	0.038979	0.080731
1782835122.934946	-0.416759	0.035889	1.197717	0.006917	-0.011073	0.000435	0.032752	0.038979	0.080731
1782835122.944896	-0.416759	0.035889	1.197717	0.006917	-0.011073	0.000435	0.028930	0.037141	0.135421
1782835122.954764	-0.416369	0.036393	1.199060	0.008419	-0.011989	0.002630	0.028930	0.037141	0.135421
1782835122.964606	-0.416198	0.037059	1.200445	0.009469	-0.010992	0.005635	0.034518	0.036729	0.212014
1782835122.975029	-0.415776	0.037558	1.202862	0.010295	-0.012024	0.005789	0.034518	0.036729	0.212014
1782835122.985908	-0.415497	0.038057	1.205289	0.009415	-0.011359	0.007024	0.042160	0.038818	0.234671
1782835122.994598	-0.415355	0.038519	1.208312	0.008606	-0.011469	0.008220	0.042160	0.038818	0.234671
1782835123.004898	-0.415242	0.038869	1.211721	0.011699	-0.013432	0.012248	0.037953	0.039806	0.359967
1782835123.014770	-0.415344	0.039263	1.215416	0.012932	-0.013432	0.016516	0.037953	0.039806	0.359967
1782835123.027893	-0.415052	0.039706	1.219435	0.012854	-0.012259	0.017596	0.022630	0.047177	0.400492
1782835123.035247	-0.414882	0.040336	1.223960	0.012613	-0.015711	0.020569	0.022630	0.047177	0.400492
1782835123.045698	-0.414882	0.040336	1.223960	0.012613	-0.015711	0.020569	0.022630	0.047177	0.400492
1782835123.054771	-0.414714	0.040670	1.228477	0.012459	-0.015041	0.021656	0.030655	0.046262	0.419322
1782835123.065655	-0.414735	0.041127	1.233242	0.012946	-0.015369	0.024319	0.024647	0.047496	0.438122
1782835123.074626	-0.414607	0.041601	1.237962	0.012724	-0.015007	0.026990	0.024647	0.047496	0.438122
1782835123.084980	-0.414521	0.041951	1.242676	0.017655	-0.015853	0.030368	0.024647	0.047496	0.438122
1782835123.094645	-0.414427	0.042522	1.247238	0.016247	-0.014962	0.031414	0.033403	0.038772	0.423806
1782835123.105306	-0.414237	0.042890	1.251789	0.019074	-0.014454	0.034009	0.032407	0.039101	0.362586
1782835123.114718	-0.414350	0.043443	1.256003	0.016513	-0.015630	0.036010	0.032407	0.039101	0.362586
1782835123.126076	-0.414128	0.043815	1.259836	0.019320	-0.016748	0.038908	0.026787	0.042211	0.317981
1782835123.135088	-0.414092	0.044177	1.263575	0.021733	-0.015620	0.040834	0.026787	0.042211	0.317981
1782835123.144654	-0.414071	0.044856	1.266980	0.022694	-0.017243	0.043510	0.026787	0.042211	0.317981
1782835123.154814	-0.414071	0.044856	1.266980	0.022694	-0.017243	0.043510	0.024496	0.041931	0.269689
1782835123.165688	-0.414036	0.045106	1.270099	0.020767	-0.015789	0.044909	0.022056	0.036272	0.216460
1782835123.174593	-0.414021	0.045540	1.273027	0.019936	-0.014105	0.047406	0.022056	0.036272	0.216460
