时间(s)	位置x(m)	位置y(m)	位置z(m)	欧拉角roll(rad)	欧拉角pitch(rad)	欧拉角yaw(rad)	速度x(m/s)	速度y(m/s)	速度z(m/s)
1782835080.144608	-0.454492	0.006958	1.220998	0.014014	-0.006152	0.009388	0.007614	0.006343	-0.015550
1782835080.152491	-0.454355	0.006937	1.221051	0.015287	-0.006651	0.009427	0.008609	0.004558	-0.003692
1782835080.162554	-0.454355	0.006937	1.221051	0.015287	-0.006651	0.009427	0.016302	-0.002899	0.008336
1782835080.172086	-0.454275	0.007135	1.221329	0.012509	-0.005752	0.009120	0.016302	-0.002899	0.008336
1782835080.182060	-0.454255	0.007121	1.221406	0.011199	-0.005809	0.009525	0.016302	-0.002899	0.008336
1782835080.193388	-0.454283	0.007380	1.221415	0.009918	-0.005625	0.012220	0.001318	0.006479	0.011742
1782835080.202564	-0.454327	0.007451	1.221865	0.007041	-0.003829	0.014811	0.013267	0.003370	0.076771
1782835080.212817	-0.454106	0.007566	1.222514	0.009492	-0.002645	0.016747	0.013267	0.003370	0.076771
1782835080.223480	-0.454213	0.007557	1.223388	0.011175	-0.002985	0.019804	0.000292	0.006820	0.136381
1782835080.232355	-0.454208	0.007827	1.224592	0.009342	-0.004443	0.021503	0.000292	0.006820	0.136381
1782835080.242258	-0.454140	0.007991	1.226259	0.009827	-0.002074	0.025384	0.014452	0.010533	0.160173
1782835080.251992	-0.454275	0.008033	1.228065	0.007441	-0.002721	0.028453	0.014452	0.010533	0.160173
1782835080.263382	-0.454275	0.008033	1.228065	0.007441	-0.002721	0.028453	0.013121	0.015377	0.211629
1782835080.272323	-0.454282	0.008223	1.230496	0.011912	-0.003453	0.030462	0.013121	0.015377	0.211629
1782835080.282312	-0.454076	0.008382	1.232948	0.011724	-0.001428	0.031921	0.013121	0.015377	0.211629
1782835080.294201	-0.454157	0.008471	1.235751	0.007763	-0.001168	0.034957	0.002973	0.015472	0.255029
1782835080.302332	-0.454182	0.008723	1.238670	0.007997	-0.001668	0.038258	0.017048	0.010479	0.305690
1782835080.312584	-0.454048	0.008838	1.241915	0.009592	-0.000954	0.040437	0.017048	0.010479	0.305690
1782835080.322472	-0.453977	0.009009	1.245297	0.010659	-0.000310	0.041958	0.006942	0.019322	0.297426
