时间(s)	角速度roll(rad/s)	角速度pitch(rad/s)	角速度yaw(rad/s)	推力
1782835203.745683	0.135695	0.689720	2.550608	-1.892192
1782835203.844456	0.132991	0.703613	2.562393	-1.896646
1782835203.927241	0.178415	0.569599	2.073352	-1.907278
1782835204.015557	0.192850	0.180199	0.384087	-1.099980
1782835204.081689	0.226644	0.002722	-1.158906	-0.240073
1782835204.154196	0.201366	-0.106270	-1.775256	-0.026234
1782835204.234317	0.196092	-0.101346	-1.883861	0.009014
1782835204.313237	0.210549	-0.165691	-1.628983	-0.106700
1782835204.437370	0.397655	-0.168817	-0.344271	-0.241508
1782835204.511170	0.405869	-0.059182	1.052789	-0.117101
1782835204.603037	0.330887	0.099728	1.921556	-0.049395
1782835204.674687	0.284458	0.242461	2.056138	-0.093352
1782835204.748297	0.278016	0.231834	1.820859	-0.176916
1782835204.821270	0.262857	0.231016	1.433011	-0.204939
1782835204.893394	0.261626	0.150302	0.799020	-0.139056
1782835204.967645	0.271352	-0.027823	0.218822	-0.072566
1782835205.071161	0.257338	-0.185628	-0.257037	-0.033551
1782835205.144084	0.211988	-0.296887	-0.441846	-0.037562
1782835205.215114	0.196808	-0.304089	-0.370323	-0.046209
1782835205.288055	0.184725	-0.304900	-0.200110	-0.057980
1782835205.357624	0.206638	-0.259683	0.077308	-0.063388
1782835205.430452	0.236841	-0.227176	0.303368	-0.053131
1782835205.500793	0.271419	-0.147082	0.535141	-0.034150
1782835205.574313	0.288088	-0.072361	0.687642	-0.014989
1782835205.658996	0.293640	0.049336	0.771622	-0.011400
1782835205.748735	0.294203	0.037503	0.717778	-0.006599
1782835205.823392	0.287771	0.020305	0.626337	0.000919
1782835205.894024	0.278934	-0.008390	0.495982	0.007982
1782835205.969279	0.268980	-0.017976	0.408217	0.012287
1782835206.052038	0.252285	-0.011995	0.325415	0.018989
1782835206.132571	0.238822	-0.044114	0.268264	0.017630
1782835206.249853	0.231276	-0.056456	0.268592	0.016358
1782835206.339037	0.245977	0.024491	0.300939	0.021054
1782835206.427647	0.258505	0.092480	0.344756	0.024984
1782835206.494600	0.284180	0.086553	0.349237	0.025362
1782835206.566568	0.305095	0.120131	0.382484	0.030521
1782835206.630109	0.309581	0.085843	0.346176	0.033904
1782835206.710283	0.301434	0.047813	0.363735	0.034970
1782835206.833877	0.277618	0.069229	0.363669	0.033155
1782835206.932582	0.237049	0.060859	0.303072	0.028586
1782835207.011045	0.209661	0.027012	0.273826	0.021646
1782835207.085873	0.212913	-0.047242	0.292662	0.013149
1782835207.154295	0.233075	-0.076226	0.321590	0.010697
1782835207.225779	0.262213	-0.080856	0.359963	0.012917
1782835207.314767	0.287467	-0.111344	0.368378	0.013611
1782835207.404985	0.305514	-0.102336	0.413431	0.012619
1782835207.480876	0.314429	-0.062402	0.444201	0.013041
1782835207.551442	0.302847	-0.034624	0.446496	0.014303
1782835207.623032	0.281550	0.020710	0.425430	0.017642
1782835207.694208	0.264022	0.076150	0.372349	0.019393
1782835207.770864	0.237787	0.117150	0.336780	0.023079
1782835207.846228	0.230683	0.135102	0.301980	0.026589
1782835207.926491	0.234792	0.100470	0.287375	0.023557
1782835208.024441	0.259517	0.047890	0.237805	0.018899
1782835208.100029	0.269483	-0.039142	0.274514	0.013352
1782835208.173399	0.297524	-0.090719	0.269494	0.011642
1782835208.242605	0.303278	-0.058942	0.265819	0.012250
1782835208.309072	0.300769	-0.028033	0.291694	0.014210
1782835208.381788	0.284191	0.006828	0.333347	0.013991
1782835208.471346	0.261660	0.031729	0.345691	0.013182
1782835208.548299	0.233090	0.017946	0.402279	0.010790
1782835208.614722	0.220913	0.039133	0.372535	0.012004
1782835208.685567	0.224907	0.009801	0.360108	0.012169
1782835208.764286	0.243321	0.013329	0.347330	0.017623
1782835208.843762	0.272119	-0.020183	0.250751	0.020237
1782835208.913162	0.299520	-0.004035	0.203263	0.021932
1782835208.983302	0.315873	-0.029274	0.178506	0.019703
1782835209.077464	0.315215	0.001115	0.185336	0.021457
1782835209.167031	0.274153	0.044397	0.280364	0.020507
1782835209.266078	0.234866	0.039507	0.382791	0.013577
1782835209.369396	0.199726	0.029201	0.489327	0.006676
1782835209.547275	0.204437	-0.041466	0.539180	0.008201
1782835209.657390	0.268627	-0.143247	0.433459	0.016238
1782835209.767673	0.351122	-0.160137	0.208207	0.017302
1782835209.916106	0.392685	-0.153059	-0.064609	0.016846
1782835210.014589	0.347716	0.054950	0.022346	0.040406
1782835210.092757	0.253947	0.239580	0.228608	0.033779
1782835210.240597	0.168747	0.282442	0.385826	0.024673
1782835210.379587	0.090616	0.231707	0.679649	0.008266
1782835210.499827	0.113935	0.031686	0.889663	-0.016530
1782835210.587067	0.183920	-0.227534	0.891480	-0.011820
1782835210.672956	0.257400	-0.385828	0.699998	0.004003
1782835210.769960	0.373883	-0.338345	0.288044	-0.005727
1782835210.865727	0.458283	-0.104571	-0.262483	-0.004087
1782835210.962800	0.430617	0.255952	-0.435085	0.045843
1782835211.056334	0.332315	0.423387	-0.068421	0.063191
1782835211.149604	0.170773	0.419352	0.346801	0.013641
