时间(s)	位置x(m)	位置y(m)	位置z(m)	欧拉角roll(rad)	欧拉角pitch(rad)	欧拉角yaw(rad)	速度x(m/s)	速度y(m/s)	速度z(m/s)
1782835171.422849	-0.460172	-0.002296	1.231184	0.007128	-0.005978	-0.020335	0.007205	0.039836	-0.002363
1782835171.427823	-0.460172	-0.002296	1.231184	0.007128	-0.005978	-0.020335	0.016235	0.039406	-0.003816
1782835171.434395	-0.460172	-0.002296	1.231184	0.007128	-0.005978	-0.020335	0.016235	0.039406	-0.003816
1782835171.444314	-0.460037	-0.001717	1.231105	0.009253	-0.005909	-0.023474	0.016235	0.039406	-0.003816
1782835171.454357	-0.459857	-0.001358	1.230983	0.013647	-0.007411	-0.022203	0.002443	0.039619	-0.009914
1782835171.464347	-0.459744	-0.000845	1.230879	0.012595	-0.006987	-0.021586	-0.001318	0.042484	0.004179
1782835171.474917	-0.459829	-0.000313	1.230633	0.012298	-0.006979	-0.019629	-0.001318	0.042484	0.004179
1782835171.484525	-0.459678	0.000267	1.230337	0.010839	-0.006073	-0.016871	0.010384	0.039152	0.044057
1782835171.494303	-0.459633	0.000644	1.230489	0.012578	-0.005400	-0.015301	0.010384	0.039152	0.044057
1782835171.504497	-0.459678	0.001115	1.231134	0.014201	-0.006525	-0.012653	-0.001991	0.046971	0.080054
1782835171.514452	-0.459645	0.001566	1.231700	0.014521	-0.007496	-0.010533	-0.001991	0.046971	0.080054
1782835171.524760	-0.459652	0.002277	1.232729	0.015589	-0.007204	-0.009143	0.013040	0.043724	0.110859
1782835171.535208	-0.459432	0.002960	1.234074	0.014840	-0.006935	-0.008209	0.013040	0.043724	0.110859
1782835171.544386	-0.459432	0.002960	1.234074	0.014840	-0.006935	-0.008209	0.016851	0.040212	0.163071
1782835171.554719	-0.459644	0.003444	1.235759	0.012183	-0.006951	-0.006088	0.016851	0.040212	0.163071
1782835171.564339	-0.459591	0.003947	1.237589	0.016411	-0.007840	-0.004054	0.006041	0.043097	0.213671
1782835171.574739	-0.459612	0.004365	1.239587	0.015091	-0.007480	-0.001940	0.006041	0.043097	0.213671
1782835171.584956	-0.459617	0.004919	1.241991	0.019353	-0.008716	0.000796	0.006041	0.043097	0.213671
1782835171.594363	-0.459563	0.005416	1.244669	0.020642	-0.007967	0.002469	0.010509	0.045709	0.253499
1782835171.605413	-0.459577	0.005909	1.247366	0.020448	-0.009491	0.007039	0.010509	0.045709	0.253499
1782835171.615747	-0.459660	0.006437	1.250238	0.018897	-0.008823	0.009755	0.000092	0.050014	0.264669
1782835171.626519	-0.459572	0.006877	1.253283	0.016462	-0.007531	0.010177	0.015673	0.046984	0.291943
1782835171.635020	-0.459631	0.007427	1.256400	0.018898	-0.009488	0.011391	0.015673	0.046984	0.291943
1782835171.645485	-0.459631	0.007427	1.256400	0.018898	-0.009488	0.011391	0.015673	0.046984	0.291943
1782835171.655072	-0.459586	0.007815	1.259363	0.017983	-0.007150	0.014602	0.010790	0.044356	0.271846
1782835171.664950	-0.459552	0.008245	1.262344	0.018405	-0.006685	0.015439	0.003452	0.042507	0.251534
1782835171.675053	-0.459732	0.008809	1.265181	0.019575	-0.007924	0.018935	0.003452	0.042507	0.251534
1782835171.684879	-0.459581	0.009174	1.267892	0.017201	-0.005784	0.020125	0.003452	0.042507	0.251534
1782835171.694398	-0.459673	0.009597	1.270524	0.016437	-0.006814	0.023835	0.000480	0.044063	0.228139
1782835171.704680	-0.459643	0.010115	1.273134	0.020353	-0.007919	0.023938	0.000480	0.044063	0.228139
1782835171.714372	-0.459794	0.010571	1.275344	0.021484	-0.007599	0.027033	-0.003250	0.043381	0.210565
1782835171.726351	-0.459666	0.010749	1.277379	0.018674	-0.006851	0.031441	0.012078	0.031787	0.173585
1782835171.734886	-0.459895	0.011282	1.279409	0.018053	-0.005874	0.032820	0.012078	0.031787	0.173585
1782835171.746350	-0.459895	0.011282	1.279409	0.018053	-0.005874	0.032820	0.012078	0.031787	0.173585
1782835171.754630	-0.459663	0.011727	1.281237	0.022150	-0.005601	0.033214	0.006370	0.033186	0.142482
1782835171.765744	-0.459883	0.012098	1.282334	0.018899	-0.005353	0.035223	0.005766	0.027811	0.142950
1782835171.774462	-0.459570	0.012231	1.283708	0.018140	-0.005588	0.037898	0.005766	0.027811	0.142950
1782835171.785555	-0.459804	0.013014	1.284731	0.020432	-0.004358	0.041139	0.005766	0.027811	0.142950
1782835171.794675	-0.459797	0.013190	1.285481	0.018341	-0.004374	0.041024	0.017557	0.018495	0.092874
1782835171.805274	-0.459942	0.013575	1.286097	0.022531	-0.007823	0.045800	0.017557	0.018495	0.092874
1782835171.815157	-0.459944	0.013697	1.286518	0.019954	-0.004038	0.045215	0.016365	0.020121	0.035416
1782835171.825858	-0.459943	0.014224	1.286746	0.021458	-0.006115	0.050195	0.010919	0.022439	0.008857
1782835171.834803	-0.459943	0.014224	1.286746	0.021458	-0.006115	0.050195	0.010919	0.022439	0.008857
1782835171.845081	-0.460062	0.014192	1.286585	0.019536	-0.005074	0.049286	0.010919	0.022439	0.008857
1782835171.854454	-0.459927	0.014829	1.286245	0.021405	-0.006179	0.054795	0.011504	0.017168	-0.027782
1782835171.864884	-0.460049	0.015067	1.286017	0.020043	-0.005226	0.053873	0.007324	0.013416	-0.037979
1782835171.874624	-0.460054	0.015496	1.285351	0.019412	-0.006217	0.057563	0.007324	0.013416	-0.037979
1782835171.885199	-0.460269	0.015517	1.284604	0.020358	-0.005577	0.059559	0.007324	0.013416	-0.037979
1782835171.894797	-0.460148	0.015913	1.283957	0.019302	-0.006823	0.061038	-0.010116	0.020970	-0.041294
1782835171.906513	-0.460049	0.016133	1.283348	0.022250	-0.005419	0.063197	-0.010116	0.020970	-0.041294
