relative_time_s,absolute_time_s,state_cost,control_cost,total_cost,x_err,y_err,z_err,roll_err,pitch_err,yaw_err,vx_err,vy_err,vz_err,u_roll_rate,u_pitch_rate,u_yaw_rate,u_thrust
0,1782832772,8.989606877,9.976677134,18.96628401,-0.989887,-0.02825,0.3889,-0.009617,-0.017059,1.030089,-0.0349,-0.013709,0.032971,0,-0.031017,3.141593,-0.325743
0.01354813576,1782832772,8.997086229,9.967529742,18.96461597,-0.989847,-0.028524,0.389151,-0.010685,-0.015294,1.031978,-0.0349,-0.013709,0.032971,0,-0.025558,3.140124,-0.32634
0.02763319016,1782832772,8.999971182,9.97794765,18.97791883,-0.989893,-0.028766,0.389377,-0.007988,-0.017106,1.031443,-0.031214,-0.015403,0.026942,0,-0.044199,3.141593,-0.326171
0.04303812981,1782832772,9.009698494,9.604427476,18.61412597,-0.990061,-0.029143,0.389671,-0.00788,-0.00933,1.033053,-0.019562,-0.012625,0.045893,0,-0.041103,3.081561,-0.32668
0.05688118935,1782832772,9.003515494,8.955202497,17.95871799,-0.989903,-0.029239,0.389199,-0.010981,0.005338,1.034339,-0.00528,-0.016217,0.053175,0,-0.029592,2.974448,-0.327087
0.0709400177,1782832772,8.962773338,7.518606078,16.48137942,-0.989011,-0.028354,0.38733,-0.007406,0.049409,1.032951,-0.00528,-0.016217,0.053175,0,-0.047922,2.72206,-0.326648
0.08443713188,1782832772,8.950750363,6.762327911,15.71307827,-0.988694,-0.027836,0.38665,-0.005026,0.070309,1.033686,0.009038,-0.015972,0.05434,0,-0.059887,2.579126,-0.32688
0.09971213341,1782832772,8.930220348,5.996656073,14.92687642,-0.988206,-0.027354,0.385634,-0.00657,0.090673,1.033682,0.030915,-0.013521,-0.01149,0,-0.046016,2.426456,-0.326879
0.1136710644,1782832772,8.911065767,5.285979268,14.19704503,-0.987918,-0.027048,0.384315,-0.008988,0.110088,1.035246,0.055254,-0.008203,-0.052078,0,-0.022869,2.275584,-0.327374
0.1273550987,1782832772,8.880028702,4.875808749,13.75583745,-0.987346,-0.026454,0.382789,-0.008978,0.126042,1.034186,0.055254,-0.008203,-0.052078,0,-0.021597,2.183664,-0.327038
0.1443221569,1782832772,8.809688124,3.831086004,12.64077413,-0.98608,-0.02501,0.379099,-0.009768,0.161358,1.032564,0.086038,-0.016378,-0.094978,0,-0.027288,1.929695,-0.326525
