relative_time_s,absolute_time_s,state_cost,control_cost,total_cost,x_err,y_err,z_err,roll_err,pitch_err,yaw_err,vx_err,vy_err,vz_err,u_roll_rate,u_pitch_rate,u_yaw_rate,u_thrust
0,1782832699,8.74338972,9.759206992,18.50259671,-1.003291,-0.011375,0.390221,-0.003467,-0.014415,0.815023,-0.003275,0.001905,0.021007,0,-0.002611,3.113322,-0.257733
0.01531910896,1782832699,8.746742452,9.680071937,18.42681439,-1.003035,-0.011218,0.390519,-0.00679,-0.013883,0.81582,0.002334,0.001375,0.016882,0,0.015748,3.100527,-0.257985
0.03047704697,1782832699,8.746742452,9.680071937,18.42681439,-1.003035,-0.011218,0.390519,-0.00679,-0.013883,0.81582,0.002334,0.001375,0.016882,0,0.015748,3.100527,-0.257985
0.04645609856,1782832699,8.745966131,9.354264781,18.10023091,-1.00266,-0.011097,0.390721,-0.007812,-0.009412,0.815646,0.018671,0.002014,0.035835,0,0.022876,3.047493,-0.25793
0.06063699722,1782832699,8.735652278,9.04704424,17.78269652,-1.002395,-0.010732,0.390215,-0.002215,-0.000583,0.81583,0.018671,0.002014,0.035835,0,-0.00811,2.996735,-0.257988
0.07496619225,1782832699,8.692511984,7.200095932,15.89260792,-1.000891,-0.009383,0.388529,-0.005599,0.048275,0.814599,0.046075,0.004756,0.019967,0,0.018629,2.670841,-0.257599
0.09463500977,1782832699,8.629642032,5.718843973,14.348486,-0.99898,-0.008179,0.386169,-0.004612,0.086531,0.809554,0.089699,-0.002077,-0.019705,0,0.00451,2.377664,-0.256003
0.1103420258,1782832699,8.604361124,5.189917605,13.79427873,-0.99824,-0.007533,0.385048,-0.001485,0.106299,0.80898,0.089699,-0.002077,-0.019705,0,-0.011813,2.263699,-0.255822
0.1284770966,1782832699,8.526924806,4.123735928,12.65066073,-0.99625,-0.005636,0.381471,-0.002541,0.143042,0.806156,0.111563,-0.000506,-0.078377,0,0.001004,2.014633,-0.254929
0.1439750195,1782832699,8.476391018,3.564106219,12.04049724,-0.994867,-0.004874,0.379238,-0.001451,0.157978,0.80289,0.145708,-0.00691,-0.13361,0,-0.013987,1.870681,-0.253896
0.158613205,1782832699,8.431271265,2.877921387,11.30919265,-0.993708,-0.003764,0.376624,-0.002728,0.175481,0.803331,0.201398,-0.000709,-0.212903,0,0.005919,1.677305,-0.254036
0.1737091541,1782832699,8.301671582,2.373088368,10.67475995,-0.991053,-0.001401,0.37002,-0.003083,0.202208,0.799848,0.201398,-0.000709,-0.212903,0,0.01322,1.519519,-0.252934
0.1887412071,1782832699,8.238613152,2.004763468,10.24337662,-0.989654,0.000201,0.366221,0.003788,0.214108,0.801473,0.235621,-0.007019,-0.258458,0,-0.032587,1.392647,-0.253448
0.2057271004,1782832699,8.079519508,1.344836927,9.424356436,-0.98619,0.003367,0.357135,0.001493,0.236708,0.799329,0.311708,-0.007526,-0.338365,0,-0.013294,1.13171,-0.25277
0.2214701176,1782832699,7.986015518,1.08765287,9.073668388,-0.984239,0.004908,0.351713,-0.001538,0.247895,0.795641,0.343323,-0.000878,-0.415273,0,0.018271,1.011936,-0.251604
0.2358720303,1782832699,7.898936185,0.7372314584,8.636167643,-0.982268,0.006892,0.345963,6.5e-05,0.256733,0.794757,0.426424,-0.007558,-0.492131,0,0.002646,0.821012,-0.251324
0.2491509914,1782832699,7.789106563,0.672833743,8.461940305,-0.980163,0.008787,0.339648,-0.000617,0.262959,0.792833,0.426424,-0.007558,-0.492131,0,0.010759,0.780935,-0.250716
0.2654621601,1782832699,7.563437699,0.4531687177,8.016606417,-0.975542,0.013266,0.325508,-0.00101,0.277398,0.78977,0.472856,-0.0103,-0.558892,0.039245,0.018508,0.612414,-0.249747
0.2797551155,1782832699,7.448976591,0.3621768448,7.811153436,-0.972882,0.015325,0.317633,-0.005382,0.28378,0.785964,0.537771,-0.002208,-0.654028,0.090336,0.061225,0.463733,-0.248544
0.2948710918,1782832699,7.182214712,0.3618201435,7.544034855,-0.96768,0.020575,0.300294,-0.004141,0.292049,0.783785,0.537771,-0.002208,-0.654028,0.114857,0.065913,0.40512,-0.247855
0.3089032173,1782832699,7.048717776,0.3863206435,7.435038419,-0.964627,0.023121,0.290552,-0.008268,0.294708,0.779875,0.604752,-0.004899,-0.718591,0.155748,0.090639,0.273332,-0.246618
0.3230202198,1782832700,6.93317129,0.5095176415,7.442688932,-0.961479,0.026074,0.281039,-0.002412,0.297946,0.78115,0.663265,-0.011113,-0.805151,0.205554,0.05378,0.151926,-0.247021
0.3371450901,1782832700,6.646721588,0.7440656816,7.390787269,-0.955042,0.032176,0.259277,-0.005566,0.296643,0.775224,0.726156,-0.006004,-0.860342,0.259507,0.093722,0.041785,-0.245147
0.3513491154,1782832700,6.646721588,0.7440656816,7.390787269,-0.955042,0.032176,0.259277,-0.005566,0.296643,0.775224,0.726156,-0.006004,-0.860342,0.259507,0.093722,0.041785,-0.245147
0.3690040112,1782832700,6.373398928,1.157547312,7.53094624,-0.947816,0.039119,0.236058,-0.006759,0.297889,0.775286,0.774645,-0.002172,-0.946305,0.328445,0.122313,-0.060982,-0.245167
0.3829100132,1782832700,6.094605254,1.573647519,7.668252773,-0.940296,0.046301,0.210951,-0.005749,0.289139,0.770893,0.844368,-0.011139,-0.995738,0.384711,0.117926,-0.142435,-0.243778
0.3963901997,1782832700,5.967012117,2.024717059,7.991729176,-0.936049,0.050122,0.197773,-0.004715,0.289288,0.767548,0.887428,0.000263,-1.072266,0.435487,0.139297,-0.223408,-0.24272
0.4170160294,1782832700,5.819766479,2.182374368,8.002140847,-0.931844,0.054234,0.184206,-0.006979,0.279167,0.763695,0.887428,0.000263,-1.072266,0.454674,0.161351,-0.175307,-0.241502
0.432418108,1782832700,5.417505152,2.669553375,8.087058527,-0.917549,0.067297,0.143018,-0.004901,0.266828,0.75702,0.925632,0.00227,-1.050788,0.503902,0.182049,-0.199828,-0.239391
0.4471781254,1782832700,5.427617553,2.72076871,8.148386263,-0.917549,0.067297,0.143018,-0.004901,0.266828,0.75702,0.975357,1.9e-05,-1.053925,0.50522,0.178357,-0.281384,-0.239391
0.4620170593,1782832700,5.307067871,2.733217631,8.040285502,-0.912458,0.072031,0.129573,-0.010015,0.261216,0.757188,1.010807,0.011796,-1.000451,0.501776,0.237312,-0.319023,-0.239444
0.4757070541,1782832700,5.074218943,2.820055274,7.894274218,-0.90094,0.082601,0.103179,-0.008677,0.249621,0.752264,1.052714,0.011091,-0.926008,0.50784,0.252191,-0.347635,-0.237887
0.4893381596,1782832700,5.074218943,2.820055274,7.894274218,-0.90094,0.082601,0.103179,-0.008677,0.249621,0.752264,1.052714,0.011091,-0.926008,0.50784,0.252191,-0.347635,-0.237887
0.5033130646,1782832700,4.773070185,2.775369459,7.548439644,-0.881973,0.100044,0.068227,-0.005153,0.227801,0.745438,1.074941,0.020737,-0.80052,0.50457,0.286996,-0.302533,-0.235728
0.5167331696,1782832700,4.668586107,2.400857749,7.069443855,-0.874769,0.106616,0.058,-0.008481,0.218643,0.740608,1.097167,0.02409,-0.66816,0.463446,0.326094,-0.303065,-0.234201
0.5305550098,1782832700,4.584111681,2.505925337,7.090037018,-0.867243,0.113151,0.048599,-0.005436,0.210291,0.736751,1.097167,0.02409,-0.66816,0.476742,0.323409,-0.272438,-0.232981
0.5454242229,1782832700,4.497860528,2.097873491,6.595734019,-0.859616,0.120374,0.040245,-0.003609,0.203253,0.734674,1.125691,0.033649,-0.525451,0.428624,0.344859,-0.296287,-0.232324
0.5590071678,1782832700,4.412744643,1.705195533,6.117940175,-0.851589,0.127223,0.032934,-0.00034,0.195118,0.730782,1.146311,0.038007,-0.383501,0.379349,0.348749,-0.301842,-0.231094
0.5735731125,1782832700,4.266980809,1.813653627,6.080634436,-0.834488,0.142401,0.021235,0.002548,0.178242,0.724768,1.146311,0.038007,-0.383501,0.395895,0.366282,-0.2442,-0.229192
0.5894470215,1782832700,4.191294083,1.422966159,5.614260242,-0.825497,0.150453,0.016825,0.003137,0.166844,0.721317,1.167347,0.043449,-0.238409,0.341199,0.389862,-0.234044,-0.2281
0.6041991711,1782832700,4.053771017,1.137518485,5.191289502,-0.807169,0.166218,0.010944,0.005314,0.148742,0.716603,1.17663,0.049349,-0.109547,0.295398,0.422426,-0.187411,-0.22661
0.6178770065,1782832700,3.992273732,0.8705170905,4.862790823,-0.797801,0.174361,0.00924,0.012443,0.139584,0.714543,1.196967,0.055547,0.009007,0.24802,0.410295,-0.189681,-0.225958
0.6328840256,1782832700,3.930304393,0.7175252163,4.647829609,-0.787911,0.182738,0.008409,0.014734,0.133361,0.711096,1.2213,0.055693,0.099009,0.211398,0.416247,-0.216349,-0.224868
0.647452116,1782832700,3.864724012,0.7053608868,4.570084899,-0.778022,0.191153,0.007849,0.019102,0.12506,0.708629,1.2213,0.055693,0.099009,0.21219,0.410248,-0.191301,-0.224088
0.6608600616,1782832700,3.802345335,0.6074671377,4.409812473,-0.768063,0.199605,0.008544,0.019273,0.118813,0.705013,1.22506,0.068152,0.174267,0.179601,0.448612,-0.184241,-0.222945
0.6759610176,1782832700,3.67935787,0.5591757129,4.238533583,-0.747423,0.216918,0.011,0.029491,0.10486,0.698282,1.248212,0.065802,0.185593,0.171372,0.425413,-0.189093,-0.220816
0.6930131912,1782832700,3.552564505,0.527290631,4.079855136,-0.726202,0.234077,0.014721,0.03592,0.088816,0.690525,1.248212,0.065802,0.185593,0.166109,0.427256,-0.145391,-0.218363
0.7070131302,1782832700,3.500104618,0.4990430044,3.999147623,-0.715684,0.242661,0.016855,0.041762,0.082161,0.686982,1.272405,0.06604,0.196259,0.158612,0.413648,-0.170781,-0.217243
