relative_time_s,absolute_time_s,state_cost,control_cost,total_cost,x_err,y_err,z_err,roll_err,pitch_err,yaw_err,vx_err,vy_err,vz_err,u_roll_rate,u_pitch_rate,u_yaw_rate,u_thrust
0,1782835031,8.165009761,10.21406397,18.37907373,-0.947349,0.058366,0.398682,0.014712,-0.012448,0.693956,-0.008671,-0.023337,-0.007335,0.120118,0.654317,2.624241,-1.659822
0.08240008354,1782835031,8.150014079,10.17194414,18.32195822,-0.946084,0.057324,0.398097,0.012369,-0.007894,0.698918,-0.002124,-0.025914,0.009625,0.121545,0.667255,2.603596,-1.673401
0.1615149975,1782835032,8.016634963,7.679755756,15.69639072,-0.940776,0.057806,0.395476,0.033392,0.08453,0.667328,0.052409,-0.028229,0.031225,0.157708,0.508819,2.098659,-1.663662
0.2334399223,1782835032,7.684279286,2.040518066,9.724797351,-0.927446,0.060505,0.386214,0.057846,0.227198,0.607687,0.237392,-0.061269,-0.108565,0.194969,0.295043,0.66059,-1.066283
0.3117129803,1782835032,7.008954444,1.183604418,8.192558862,-0.903732,0.066645,0.359638,0.075864,0.357401,0.529247,0.426489,-0.072901,-0.20315,0.224467,0.198187,-0.731359,-0.32494
0.3815889359,1782835032,6.255003178,2.746848736,9.001851914,-0.871627,0.076045,0.326661,0.070383,0.406869,0.462352,0.752188,-0.09841,-0.221507,0.220713,0.088835,-1.500135,-0.037547
0.4523129463,1782835032,5.253122012,3.609677384,8.862799397,-0.816931,0.092371,0.281463,0.058533,0.385314,0.399717,1.035689,-0.085085,-0.248962,0.207025,0.045432,-1.782638,0.034951
0.5232260227,1782835032,4.396784075,3.251145296,7.647929371,-0.756134,0.110386,0.24141,0.058242,0.292887,0.362851,1.260639,-0.094522,-0.334619,0.208609,-0.066291,-1.676348,-0.037829
0.5967190266,1782835032,3.550733795,1.906101727,5.456835522,-0.685665,0.130147,0.200495,0.052281,0.147501,0.330324,1.309844,-0.10268,-0.521621,0.276391,-0.13694,-1.04271,-0.190224
0.6765139103,1782835032,2.542408914,1.464085685,4.006494599,-0.586913,0.15552,0.139281,0.051025,-0.005164,0.305386,1.229272,-0.126862,-0.805694,0.36937,-0.243708,-0.038965,-0.197058
0.7575759888,1782835032,1.829640251,2.237597665,4.067237916,-0.504037,0.174131,0.080665,0.04491,-0.122977,0.274877,1.087399,-0.14098,-0.895133,0.351631,-0.225007,0.969898,-0.099115
0.8251440525,1782835032,1.333935158,3.380647491,4.714582649,-0.431337,0.187949,0.026522,0.033886,-0.180866,0.247491,0.859558,-0.12236,-0.854199,0.325824,-0.060445,1.520598,-0.056239
0.9012680054,1782835032,1.048094171,3.437712831,4.485807002,-0.381114,0.196045,-0.005104,0.018773,-0.173712,0.229586,0.683944,-0.096472,-0.506896,0.291782,0.104006,1.60089,-0.112603
0.9676868916,1782835032,0.8775078636,2.702027104,3.579534967,-0.342148,0.201527,-0.020272,0.017859,-0.127722,0.210066,0.572939,-0.050775,-0.142205,0.265717,0.204207,1.387318,-0.172105
1.045109987,1782835032,0.8000956766,2.051823453,2.85191913,-0.32113,0.203926,-0.021916,0.014095,-0.084631,0.19787,0.518981,-0.027448,0.019973,0.243927,0.307308,1.152906,-0.182179
1.155967951,1782835033,0.6564860619,0.8584079098,1.514893972,-0.27727,0.208201,-0.008621,0.034212,0.012924,0.16261,0.494996,-0.020368,0.165793,0.224558,0.287049,0.51188,-0.098624
1.261023045,1782835033,0.5126632018,0.635075582,1.147738784,-0.219024,0.208352,0.017189,0.082986,0.101604,0.118513,0.55297,-0.037087,0.183362,0.234085,-0.083767,-0.281774,-0.026537
1.33501792,1782835033,0.455764433,0.8266405756,1.282405009,-0.187975,0.205452,0.028156,0.105011,0.105279,0.099565,0.604958,-0.078242,0.168811,0.231332,-0.31683,-0.435426,-0.038969
