relative_time_s,absolute_time_s,state_cost,control_cost,total_cost,x_err,y_err,z_err,roll_err,pitch_err,yaw_err,vx_err,vy_err,vz_err,u_roll_rate,u_pitch_rate,u_yaw_rate,u_thrust
0,1782835400,9.428332111,10.6862471,20.11457921,-1.058599,0.028925,0.39781,0.012427,-0.012419,0.809863,-0.002174,-0.011049,0.010987,0.133477,0.715507,2.527977,-1.898807
0.07541298866,1782835400,9.42743033,10.67055273,20.09798306,-1.058071,0.029892,0.397853,0.014977,-0.014428,0.812136,-0.00609,-0.010951,-0.016566,0.134452,0.707148,2.527016,-1.898397
0.1558630466,1782835400,9.285346251,8.764302045,18.0496483,-1.053547,0.031194,0.395157,0.044782,0.064183,0.779008,0.035021,-0.013883,0.029249,0.170218,0.501014,2.116765,-1.934645
0.2282860279,1782835400,8.919655278,3.327089092,12.24674437,-1.040729,0.034781,0.386463,0.082403,0.196769,0.708538,0.185345,-0.064309,-0.072364,0.195257,0.132891,0.946841,-1.425366
0.3040659428,1782835400,8.246751129,1.028181421,9.27493255,-1.017379,0.041224,0.362936,0.101357,0.328136,0.627043,0.434669,-0.118296,-0.179789,0.208332,0.002595,-0.504183,-0.583054
0.3792710304,1782835400,7.46027827,1.942066061,9.402344331,-0.985883,0.050952,0.333546,0.09186,0.380357,0.548554,0.640711,-0.123024,-0.19041,0.223987,-0.000235,-1.181119,-0.21289
0.4564909935,1782835400,6.4361461,2.955775895,9.391921995,-0.93214,0.067855,0.294543,0.062485,0.37008,0.470742,0.961377,-0.119492,-0.201279,0.210269,0.023855,-1.584044,-0.062297
0.5323240757,1782835400,5.362037377,2.872379098,8.234416475,-0.86146,0.091072,0.251876,0.046458,0.286617,0.419812,1.213734,-0.107039,-0.283481,0.206965,0.001515,-1.560278,-0.097797
0.6330599785,1782835400,4.301197927,1.93690949,6.238107417,-0.779038,0.117391,0.205988,0.04068,0.155209,0.386037,1.312613,-0.110993,-0.49037,0.263028,-0.069252,-1.089452,-0.231021
0.7355229855,1782835401,2.953215321,1.528477644,4.481692964,-0.656458,0.154408,0.130892,0.043084,-0.056108,0.347313,1.192611,-0.118556,-0.84795,0.360775,-0.207448,0.369563,-0.21744
0.8046309948,1782835401,2.12731288,3.665616712,5.792929591,-0.566905,0.178941,0.062644,0.040204,-0.189501,0.308723,0.864286,-0.10694,-1.034004,0.336831,-0.110738,1.58553,-0.06998
0.8798639774,1782835401,1.649193284,5.134323863,6.783517147,-0.502695,0.194557,0.005047,0.036461,-0.24761,0.272862,0.585113,-0.093008,-0.894941,0.288884,-0.002463,2.073123,-0.044036
