relative_time_s,absolute_time_s,state_cost,control_cost,total_cost,x_err,y_err,z_err,roll_err,pitch_err,yaw_err,vx_err,vy_err,vz_err,u_roll_rate,u_pitch_rate,u_yaw_rate,u_thrust
0,1782835008,8.207045143,10.42160577,18.62865092,-0.941874,0.038147,0.399468,0.01247,-0.008797,0.756683,-0.019653,-0.008804,0.00594,0.128087,0.7023,2.55814,-1.794502
0.06513118744,1782835008,8.213468946,10.35649066,18.56995961,-0.941693,0.037693,0.400008,0.013529,-0.008748,0.756483,-0.005607,-0.008201,0.007904,0.128042,0.689403,2.545847,-1.798869
0.1715261936,1782835008,8.112517988,8.550962422,16.66348041,-0.937664,0.03807,0.39892,0.03137,0.067807,0.725033,0.028677,-0.011383,0.036458,0.157866,0.566259,2.170287,-1.808577
0.248139143,1782835008,7.634611014,1.757876452,9.392487466,-0.920787,0.042057,0.385614,0.076604,0.244704,0.632294,0.207204,-0.052921,-0.127141,0.189322,0.191892,0.512257,-1.048913
0.318516016,1782835008,6.877683578,1.664040116,8.541723694,-0.895157,0.048656,0.354589,0.092634,0.382149,0.543741,0.497876,-0.089037,-0.281995,0.233089,0.075836,-1.027129,-0.244929
0.3964631557,1782835008,6.044781024,3.721603828,9.766384852,-0.860799,0.058381,0.316418,0.080475,0.439472,0.463948,0.872089,-0.105221,-0.284389,0.210805,-0.005088,-1.810078,0.028427
0.4718630314,1782835008,4.988365266,4.37603943,9.364404696,-0.801925,0.075315,0.267453,0.068314,0.400099,0.389282,1.164859,-0.082095,-0.309583,0.197101,-0.060917,-1.994954,0.063238
0.5473680496,1782835008,3.930156185,3.307188696,7.237344881,-0.724257,0.097042,0.217817,0.059708,0.272911,0.340835,1.311002,-0.086816,-0.385294,0.214508,-0.123762,-1.682335,-0.03852
0.6179151535,1782835008,2.96167653,2.134354392,5.096030922,-0.635846,0.120368,0.164603,0.051344,0.111604,0.307046,1.367106,-0.101719,-0.649089,0.321734,-0.207131,-1.011366,-0.182927
0.6850042343,1782835008,2.246886366,1.87176174,4.118648106,-0.558833,0.139641,0.111217,0.042325,-0.022467,0.286552,1.235645,-0.110303,-1.021235,0.424504,-0.216952,-0.00702,-0.150359
0.7596001625,1782835009,1.585713351,2.905170064,4.490883415,-0.473572,0.159799,0.043434,0.031118,-0.141433,0.259519,1.021873,-0.079754,-1.115556,0.402473,-0.050796,1.130955,-0.060708
0.8344800472,1782835009,1.188400084,3.776771785,4.965171869,-0.409942,0.173897,-0.008254,0.016855,-0.190134,0.239883,0.769611,-0.041154,-0.865954,0.326939,0.161833,1.636343,-0.063815
0.9033942223,1782835009,0.9393520838,3.545384417,4.484736501,-0.352705,0.186428,-0.043346,0.010081,-0.175457,0.216967,0.619206,0.002389,-0.418186,0.28771,0.278231,1.619761,-0.128747
