relative_time_s,absolute_time_s,state_cost,control_cost,total_cost,x_err,y_err,z_err,roll_err,pitch_err,yaw_err,vx_err,vy_err,vz_err,u_roll_rate,u_pitch_rate,u_yaw_rate,u_thrust
0,1782835296,9.086151316,10.00428194,19.09043325,-1.043235,0.047601,0.397967,0.01317,-0.012676,0.682266,0.020179,-0.009989,0.000687,0.118215,0.6426,2.607042,-1.629396
0.08235788345,1782835296,9.084785287,10.07327926,19.15806455,-1.042204,0.048174,0.398391,0.014162,-0.014299,0.683942,0.008979,-0.017771,0.026673,0.115578,0.62415,2.621839,-1.635877
0.1919279099,1782835297,8.950817706,7.354658666,16.30547637,-1.03614,0.050015,0.397039,0.038616,0.086139,0.644846,0.070149,-0.019111,0.057816,0.152998,0.420091,2.076385,-1.622567
0.2720000744,1782835297,8.294803542,0.814492129,9.109295671,-1.013019,0.055216,0.375986,0.081926,0.301814,0.547219,0.295408,-0.060444,-0.170049,0.201446,0.124281,-0.094029,-0.62
0.3555560112,1782835297,7.400152597,2.814410607,10.2145632,-0.982178,0.062872,0.337291,0.087396,0.433741,0.462344,0.62,-0.090849,-0.301851,0.235089,0.042299,-1.503212,-0.017513
0.4316189289,1782835297,6.287211373,4.898653628,11.185865,-0.934128,0.075406,0.284514,0.066481,0.475432,0.379639,1.001377,-0.082361,-0.295227,0.194379,0.007865,-2.122096,0.132168
0.4998750687,1782835297,5.108411897,5.094674117,10.20308601,-0.864236,0.094395,0.226565,0.04927,0.403393,0.322254,1.314722,-0.066946,-0.300765,0.185175,-0.009429,-2.176859,0.113896
0.5789520741,1782835297,4.141798221,4.186595876,8.328394097,-0.788749,0.113967,0.177517,0.037696,0.273552,0.289519,1.49796,-0.057822,-0.445152,0.207572,0.000819,-1.93786,0.020796
0.6521100998,1782835297,3.124399244,2.92172266,6.046121904,-0.69148,0.138064,0.120055,0.034139,0.09265,0.255443,1.450554,-0.047939,-0.855788,0.388764,-0.033179,-1.179136,-0.137425
0.7661271095,1782835297,2.29788522,2.145981146,4.443866366,-0.594744,0.160761,0.053479,0.034197,-0.084199,0.227018,1.292986,-0.048628,-1.109422,0.451692,-0.06558,0.306823,-0.085343
0.8568110466,1782835297,1.576874028,4.765187001,6.342061029,-0.474785,0.186893,-0.041782,0.042759,-0.272346,0.191155,0.861263,-0.061211,-1.102352,0.328441,-0.062703,1.918356,0.049302
0.9569768906,1782835297,1.288790252,6.304686937,7.593477189,-0.414336,0.197675,-0.086981,0.041909,-0.328123,0.159082,0.410882,-0.046224,-0.551203,0.23991,0.007548,2.393516,-0.01196
1.026448011,1782835297,1.161941409,5.310075953,6.472017362,-0.394389,0.196888,-0.090327,0.051632,-0.248323,0.134612,0.099985,-0.062346,0.113244,0.211875,-0.027906,2.20213,-0.104931
1.097959995,1782835297,1.125996554,4.262195568,5.388192122,-0.40133,0.190402,-0.073826,0.06015,-0.148675,0.126183,-0.080907,-0.087691,0.323722,0.176857,-0.071656,1.979688,-0.158469
1.181905031,1782835298,1.109007171,3.173770275,4.282777446,-0.417434,0.178799,-0.051036,0.061419,-0.025266,0.118785,-0.142107,-0.13419,0.272791,0.166484,-0.158533,1.68724,-0.157129
1.288331985,1782835298,1.121014481,1.518264091,2.639278572,-0.4355,0.162367,-0.034075,0.060691,0.10889,0.10304,-0.08983,-0.178972,0.122253,0.223709,-0.288103,0.965154,-0.057283
1.393147945,1782835298,1.140136485,1.404978963,2.545115449,-0.444941,0.144623,-0.035228,0.049787,0.227953,0.087378,0.110125,-0.218182,-0.135003,0.338436,-0.320275,-0.394195,0.040298
1.500801086,1782835298,1.148386385,3.499556362,4.647942747,-0.432438,0.121559,-0.069392,0.01372,0.333823,0.066774,0.414647,-0.217959,-0.237068,0.287984,-0.118805,-1.624821,0.126691
1.57140708,1782835298,1.118020644,4.150262413,5.268283057,-0.39057,0.105636,-0.107354,-0.021936,0.311367,0.049662,0.713905,-0.1807,-0.160091,0.26358,0.097393,-1.851677,0.131625
