relative_time_s,absolute_time_s,state_cost,control_cost,total_cost,x_err,y_err,z_err,roll_err,pitch_err,yaw_err,vx_err,vy_err,vz_err,u_roll_rate,u_pitch_rate,u_yaw_rate,u_thrust
0,1782835272,9.329618209,10.35257085,19.68218906,-1.063099,0.042343,0.398483,0.011078,-0.012818,0.702739,0.001322,-0.033208,0.002932,0.120394,0.644118,2.646801,-1.669485
0.07718706131,1782835272,9.323694006,10.34555209,19.6692461,-1.060292,0.040471,0.399669,0.007764,-0.010852,0.706785,0.003829,-0.034571,-0.013732,0.121995,0.666716,2.637583,-1.671936
0.148045063,1782835272,9.176568259,7.945988595,17.12255685,-1.05502,0.040072,0.397068,0.034568,0.077675,0.669841,0.055554,-0.04711,0.005602,0.159101,0.438617,2.16903,-1.672059
0.219796896,1782835272,8.804265762,3.013990016,11.81825578,-1.041716,0.040645,0.386391,0.067264,0.194917,0.612048,0.181511,-0.082453,-0.116427,0.193889,0.116935,1.064923,-1.220789
0.2988710403,1782835272,8.225763502,0.8522392,9.078002702,-1.02321,0.042862,0.363891,0.080191,0.302606,0.54569,0.412251,-0.112689,-0.275833,0.219697,0.045441,-0.264494,-0.545481
0.3827629089,1782835273,7.14924838,2.485270033,9.634518413,-0.98293,0.050643,0.317742,0.069692,0.384735,0.449848,0.748018,-0.132254,-0.333393,0.238858,0.009436,-1.3818,-0.072652
0.4551370144,1782835273,6.075461976,3.401688122,9.477150098,-0.929673,0.063097,0.269705,0.046716,0.368847,0.382172,1.030003,-0.118912,-0.344928,0.222617,0.026965,-1.70441,0.019086
0.5285499096,1782835273,5.137230993,3.066982878,8.204213871,-0.87059,0.077825,0.226293,0.033814,0.286835,0.345334,1.210839,-0.091969,-0.425275,0.227878,0.045422,-1.595307,-0.025129
0.6024749279,1782835273,4.095192759,1.866458645,5.961651404,-0.790903,0.097679,0.176122,0.029188,0.141981,0.316662,1.276898,-0.104574,-0.574052,0.303091,-0.025576,-0.958657,-0.167749
0.6728138924,1782835273,3.162000615,1.516973264,4.678973878,-0.706947,0.117768,0.123116,0.02954,-0.006623,0.292606,1.165727,-0.09587,-0.825299,0.381925,-0.073322,0.132665,-0.187963
0.7568218708,1782835273,2.490953939,2.37954636,4.8705003,-0.6379,0.132977,0.07626,0.029063,-0.108827,0.266781,1.005346,-0.09415,-0.878899,0.349838,-0.067512,1.066875,-0.113578
0.8902890682,1782835273,1.848444463,3.355504725,5.203949188,-0.557282,0.148911,0.024978,0.029602,-0.16754,0.238347,0.811082,-0.082455,-0.679034,0.304281,-0.023989,1.556209,-0.085285
0.9590730667,1782835273,1.324677986,2.613820134,3.93849812,-0.472962,0.16142,0.002732,0.025927,-0.117281,0.204299,0.563813,-0.058169,-0.068826,0.249113,0.080503,1.398731,-0.174121
1.036153078,1782835273,1.191793031,1.6251167,2.816909731,-0.444464,0.163228,0.015753,0.02586,-0.059848,0.191156,0.483815,-0.046086,0.229913,0.19288,0.163588,1.091254,-0.188397
