relative_time_s,absolute_time_s,state_cost,control_cost,total_cost,x_err,y_err,z_err,roll_err,pitch_err,yaw_err,vx_err,vy_err,vz_err,u_roll_rate,u_pitch_rate,u_yaw_rate,u_thrust
0,1782835344,8.351121623,10.45255963,18.80368125,-0.960176,0.050617,0.394466,0.019358,-0.01225,0.785155,0.015012,-0.002178,0.009538,0.133779,0.698954,2.511537,-1.864735
0.07581806183,1782835344,8.366821635,10.52043261,18.88725424,-0.960929,0.051742,0.39427,0.018541,-0.012612,0.792135,0.007738,-0.003483,0.002733,0.134718,0.712879,2.513057,-1.874911
0.149520874,1782835344,8.247273828,8.665638599,16.91291243,-0.957524,0.053543,0.390976,0.044917,0.06667,0.768529,0.033798,-0.001602,0.019054,0.171498,0.561194,2.097312,-1.912555
0.2211329937,1782835344,7.89764556,3.337487866,11.23513343,-0.946047,0.057492,0.380768,0.084499,0.198039,0.705917,0.161594,-0.036635,-0.084181,0.196074,0.225232,0.942752,-1.418988
0.292937994,1782835344,7.349472306,1.023767861,8.373240168,-0.927921,0.062973,0.359399,0.103631,0.308111,0.639405,0.402917,-0.092329,-0.214755,0.210861,0.066702,-0.330939,-0.682037
0.359787941,1782835344,6.645684801,1.996130616,8.641815418,-0.900383,0.071939,0.329308,0.090781,0.369461,0.571984,0.704497,-0.121873,-0.217461,0.225585,0.046009,-1.192939,-0.249047
0.4322490692,1782835344,5.710378951,2.652128571,8.362507521,-0.850884,0.088359,0.290964,0.073602,0.358464,0.501864,0.936271,-0.133822,-0.184756,0.216219,0.005901,-1.473261,-0.118698
0.5072939396,1782835344,4.899830622,2.199262276,7.099092898,-0.794881,0.107448,0.25857,0.061583,0.275053,0.459828,1.095853,-0.123835,-0.217899,0.217392,-0.033332,-1.299911,-0.189182
0.5828340054,1782835344,4.121149966,1.348904932,5.470054898,-0.729371,0.128951,0.227007,0.048419,0.145216,0.42665,1.210305,-0.13045,-0.385945,0.256844,-0.087176,-0.753545,-0.337323
0.6655409336,1782835344,3.25768298,1.14358627,4.40126925,-0.647989,0.154512,0.187432,0.039335,0.031434,0.399856,1.175383,-0.125371,-0.603214,0.317505,-0.064432,-0.063662,-0.356774
0.7415089607,1782835344,2.379777394,1.720252563,4.100029957,-0.556179,0.181199,0.138497,0.037179,-0.0817,0.359206,1.035624,-0.107035,-0.686121,0.308518,-0.055075,0.831127,-0.273155
0.818420887,1782835344,1.787709335,2.55948119,4.347190526,-0.483718,0.200295,0.098914,0.030109,-0.135991,0.325102,0.871283,-0.091227,-0.609482,0.289242,0.040486,1.293189,-0.221122
0.8921880722,1782835344,1.378940514,2.57302315,3.951963664,-0.42192,0.214231,0.07117,0.039088,-0.132342,0.29262,0.744539,-0.068998,-0.382616,0.272534,0.050221,1.332908,-0.226074
0.9684329033,1782835345,1.153685445,1.991251876,3.144937321,-0.377269,0.222718,0.0585,0.045209,-0.09508,0.268818,0.680263,-0.072275,-0.232266,0.262559,0.055105,1.115804,-0.232001
1.08315587,1782835345,0.9683091146,1.231828721,2.200137835,-0.332352,0.22841,0.052399,0.053562,-0.040409,0.244074,0.623834,-0.070913,-0.089948,0.247588,0.069305,0.754323,-0.212189
1.16018796,1782835345,0.7821288795,0.6425403846,1.424669264,-0.273434,0.230906,0.051727,0.060376,0.024584,0.213688,0.639912,-0.107717,0.000248,0.243625,-0.000594,0.172065,-0.139292
1.234627962,1782835345,0.6527824974,0.618738911,1.271521408,-0.225555,0.229348,0.053469,0.066744,0.053982,0.188174,0.638474,-0.112732,0.020955,0.243304,-0.058326,-0.11666,-0.098788
1.306798935,1782835345,0.5698441553,0.6547718065,1.224615962,-0.188355,0.225836,0.055681,0.072929,0.04325,0.163979,0.676663,-0.142706,0.008568,0.241835,-0.177584,-0.173131,-0.091759
1.381213903,1782835345,0.4930577899,0.6496232509,1.142681041,-0.149999,0.220664,0.057039,0.07227,0.009524,0.145472,0.688645,-0.169548,-0.018979,0.240138,-0.250205,-0.045699,-0.090938
1.455288887,1782835345,0.4052199138,0.7445892201,1.149809134,-0.104931,0.212204,0.055525,0.061197,-0.033287,0.122826,0.654832,-0.198565,-0.097944,0.250145,-0.269406,0.201133,-0.076354
1.524313927,1782835345,0.3276303692,0.9776874661,1.305317835,-0.062541,0.200722,0.04892,0.043449,-0.072924,0.10645,0.616044,-0.231194,-0.184805,0.266354,-0.251563,0.449251,-0.055969
1.605756998,1782835345,0.2630079209,1.240175486,1.503183407,-0.029995,0.188894,0.03948,0.02532,-0.090182,0.096136,0.516532,-0.266199,-0.224612,0.274599,-0.214184,0.6621,-0.043338
1.677942991,1782835345,0.2004429258,1.419409248,1.619852174,0.001909,0.17254,0.02689,0.016025,-0.093067,0.091266,0.399425,-0.281286,-0.200636,0.273127,-0.206169,0.793384,-0.038234
1.754174948,1782835345,0.1551554468,1.393570396,1.548725843,0.026571,0.155001,0.015049,-0.001357,-0.078111,0.089243,0.292655,-0.276698,-0.14744,0.270445,-0.122958,0.80296,-0.047979
1.827184916,1782835345,0.1268534856,1.199815452,1.326668938,0.044155,0.137646,0.005267,-0.017777,-0.050746,0.086227,0.241014,-0.267187,-0.107068,0.271372,-0.044009,0.677117,-0.054439
1.910492897,1782835345,0.1082461221,1.071563873,1.179809996,0.055712,0.123732,-0.001196,-0.02261,-0.023014,0.080512,0.182674,-0.237531,-0.076485,0.271057,0.008774,0.578286,-0.04851
2.023267984,1782835346,0.09284575549,0.9183482041,1.01119396,0.067593,0.108354,-0.006482,-0.027377,0.006932,0.068838,0.130829,-0.196418,-0.026526,0.264999,0.07571,0.457585,-0.031424
2.156287909,1782835346,0.08402865337,0.7382952238,0.8223238772,0.080226,0.094084,-0.008354,-0.026046,0.033319,0.048171,0.122309,-0.14211,0.042195,0.252913,0.12645,0.287423,-0.006617
2.28815484,1782835346,0.09080555302,0.5854057149,0.6762112679,0.103006,0.083062,0.002923,-0.00714,0.05148,0.006713,0.095677,-0.065295,0.119586,0.232228,0.111403,0.18244,0.020305
2.357908964,1782835346,0.1013105736,0.5836770067,0.6849875802,0.112617,0.081307,0.009601,0.000677,0.045942,-0.009871,0.11533,-0.064524,0.097207,0.235115,0.059264,0.164246,0.019935
2.434717894,1782835346,0.1148526611,0.6232550112,0.7381076723,0.123514,0.079772,0.015106,0.003709,0.03598,-0.017521,0.09431,-0.06039,0.070745,0.237722,0.043358,0.236458,0.01858
2.520907879,1782835346,0.1282719365,0.7866594271,0.9149313636,0.134408,0.078506,0.016249,0.014112,0.02083,-0.025959,0.078018,-0.062429,-0.033501,0.260684,-0.023756,0.325913,0.017729
2.617614985,1782835346,0.1394986397,0.9849706304,1.12446927,0.145287,0.076484,0.009132,0.014022,0.010084,-0.03074,0.03375,-0.066817,-0.122681,0.281491,-0.036204,0.436763,0.022938
2.710001945,1782835346,0.1506952509,1.111278751,1.261974002,0.154003,0.074131,-0.005672,0.013693,0.007931,-0.03169,-0.004997,-0.072042,-0.156185,0.294066,-0.048548,0.493433,0.026412
2.793285847,1782835346,0.1693520116,1.094300945,1.263652957,0.161365,0.070526,-0.023566,0.012708,0.017376,-0.032013,-0.028793,-0.075301,-0.120867,0.296546,-0.057898,0.459148,0.02714
2.868821859,1782835346,0.1854289502,0.9782539824,1.163682933,0.165894,0.067285,-0.034146,0.006805,0.029635,-0.028615,-0.024939,-0.078506,-0.052889,0.289701,-0.035146,0.370253,0.025783
